RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,GC,PD,TL,TE,GC.1,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Int.,% Cmp,Int..1,TI,%deLanzamientos,Long. prom.,Int..2,%deLanzamientos.1,Long. prom..1,Opp,Stp,% de Stp,Núm. de OPA,Núm. de OPA/90,DistProm.
100,Pau López,es ESP,PO,Marseille,fr Ligue 1,27,1994,32.5,34.0,5.0,0.0,6.0,1.0,33.8,0.24,0.8,0.02,112,324,34.6,941.0,132,25.1,31.0,172.0,51.2,40.4,370.0,22.0,5.9,37.0,1.14,15.4
101,Andriy Lunin,ua UKR,PO,Real Madrid,es La Liga,23,1999,7.0,7.0,0.0,0.0,1.0,1.0,4.5,0.25,-1.5,-0.21,14,27,51.9,190.0,36,7.9,23.3,37.0,32.4,35.6,54.0,1.0,1.9,11.0,1.57,21.7
102,Andrey Lunyov,ru RUS,PO,Leverkusen,de Bundesliga,30,1991,1.0,2.0,0.0,0.0,0.0,0.0,1.4,0.35,-0.6,-0.61,4,10,40.0,41.0,7,24.4,30.3,3.0,0.0,15.3,6.0,1.0,16.7,1.0,1.0,13.0
103,Mike Maignan,fr FRA,PO,Milan,it Serie A,27,1995,22.0,21.0,2.0,1.0,2.0,0.0,20.3,0.28,-0.7,-0.03,76,193,39.4,725.0,119,22.8,29.8,85.0,32.9,35.1,221.0,15.0,6.8,32.0,1.46,17.8
104,Giorgi Mamardashvili,ge GEO,PO,Valencia,es La Liga,21,2000,38.0,45.0,2.0,0.0,7.0,2.0,42.9,0.28,-0.1,0.0,177,522,33.9,843.0,142,40.8,35.1,239.0,74.5,54.2,457.0,35.0,7.7,47.0,1.24,16.3
105,Steve Mandanda,fr FRA,PO,Rennes,fr Ligue 1,37,1985,33.5,31.0,2.0,0.0,5.0,1.0,32.4,0.28,2.4,0.07,163,420,38.8,1022.0,166,30.6,31.5,192.0,55.7,41.5,382.0,35.0,9.2,51.0,1.52,16.7
106,Vito Mannone,it ITA,PO,Lorient,fr Ligue 1,34,1988,17.9,24.0,1.0,2.0,2.0,0.0,25.2,0.29,1.2,0.07,56,176,31.8,471.0,101,25.9,29.5,112.0,48.2,37.5,344.0,12.0,3.5,9.0,0.5,10.6
107,Agustín Marchesín,ar ARG,PO,Celta Vigo,es La Liga,34,1988,19.0,29.0,2.0,1.0,4.0,1.0,20.7,0.24,-7.3,-0.38,103,267,38.6,500.0,75,39.8,35.3,131.0,51.9,42.9,253.0,14.0,5.5,25.0,1.32,18.1
108,Federico Marchetti,it ITA,PO,Spezia,it Serie A,39,1983,0.7,2.0,0.0,0.0,0.0,0.0,1.5,0.48,-0.5,-0.74,2,4,50.0,10.0,2,10.0,24.3,8.0,37.5,32.4,8.0,0.0,0.0,1.0,1.36,22.0
109,Diego Mariño,es ESP,PO,Almería,es La Liga,32,1990,0.5,2.0,0.0,0.0,0.0,0.0,1.4,0.28,-0.6,-1.25,2,3,66.7,3.0,1,33.3,35.7,5.0,40.0,45.6,12.0,0.0,0.0,0.0,0.0,7.0
110,Emiliano Martínez,ar ARG,PO,Aston Villa,eng Premier League,29,1992,34.9,38.0,4.0,1.0,6.0,4.0,36.6,0.24,2.6,0.07,199,523,38.0,1171.0,135,35.5,33.0,212.0,50.5,40.7,483.0,60.0,12.4,73.0,2.09,16.6
111,Jordi Masip,es ESP,PO,Valladolid,es La Liga,33,1989,27.9,42.0,5.0,0.0,0.0,1.0,45.8,0.27,4.8,0.17,133,389,34.2,722.0,121,36.8,35.9,239.0,51.5,41.9,396.0,15.0,3.8,14.0,0.5,12.7
112,Luís Maximiano,pt POR,PO,Lazio,it Serie A,23,1999,0.1,,,,,,,,,,2,3,66.7,,1,,,,,,,,,,,19.0
113,Alex McCarthy,eng ENG,PO,Southampton,eng Premier League,32,1989,6.0,17.0,1.0,0.0,1.0,1.0,10.9,0.34,-5.1,-0.84,22,113,19.5,194.0,29,48.5,36.5,52.0,36.5,31.0,92.0,6.0,6.5,7.0,1.17,13.5
114,Edouard Mendy,sn SEN,PO,Chelsea,eng Premier League,30,1992,9.5,14.0,0.0,0.0,4.0,0.0,11.9,0.33,-2.1,-0.22,27,77,35.1,226.0,47,22.1,27.6,63.0,42.9,34.4,128.0,9.0,7.0,11.0,1.16,13.7
115,Alex Meret,it ITA,PO,Napoli,it Serie A,25,1997,34.0,24.0,1.0,0.0,1.0,0.0,25.0,0.25,1.0,0.03,56,145,38.6,733.0,121,14.3,26.1,198.0,20.2,26.9,335.0,11.0,3.3,39.0,1.15,17.0
116,Illan Meslier,fr FRA,PO,Leeds United,eng Premier League,22,2000,34.0,67.0,3.0,1.0,7.0,1.0,53.6,0.32,-12.4,-0.36,106,449,23.6,794.0,194,39.4,33.7,242.0,56.2,43.5,432.0,34.0,7.9,66.0,1.94,15.8
117,Alexander Meyer,de GER,PO,Dortmund,de Bundesliga,31,1991,7.0,12.0,0.0,0.0,2.0,0.0,7.9,0.25,-4.1,-0.58,24,60,40.0,278.0,35,16.2,27.3,44.0,34.1,35.0,91.0,8.0,8.8,18.0,2.57,19.8
118,Vanja Milinković-Savić,rs SRB,PO,Torino,it Serie A,25,1997,38.0,41.0,5.0,0.0,6.0,0.0,35.8,0.23,-5.2,-0.14,285,939,30.4,1506.0,185,45.0,39.7,286.0,91.3,70.0,469.0,36.0,7.7,70.0,1.84,16.2
119,Antonio Mirante,it ITA,PO,Milan,it Serie A,39,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,,3.0,0,0.0,27.0,1.0,0.0,15.0,0.0,0.0,,0.0,0.0,
120,Lorenzo Montipò,it ITA,PO,Hellas Verona,it Serie A,26,1996,37.0,59.0,1.0,1.0,4.0,3.0,49.6,0.27,-6.4,-0.17,360,775,46.5,905.0,124,62.9,44.3,284.0,72.5,52.1,496.0,26.0,5.2,55.0,1.49,15.3
121,Florian Müller,de GER,PO,Stuttgart,de Bundesliga,24,1997,19.0,34.0,1.0,2.0,3.0,0.0,27.2,0.3,-6.8,-0.36,98,212,46.2,599.0,98,26.9,29.2,133.0,38.3,36.6,260.0,6.0,2.3,28.0,1.47,18.9
122,Juan Musso,ar ARG,PO,Atalanta,it Serie A,28,1994,23.1,27.0,2.0,0.0,3.0,2.0,21.7,0.23,-3.3,-0.14,109,276,39.5,547.0,152,32.5,32.1,157.0,62.4,48.6,253.0,14.0,5.5,24.0,1.04,15.6
123,Yvon Mvogo,ch SUI,PO,Lorient,fr Ligue 1,28,1994,20.1,29.0,1.0,0.0,4.0,1.0,27.1,0.27,-0.9,-0.04,86,228,37.7,473.0,85,34.0,32.1,145.0,46.2,36.6,381.0,21.0,5.5,7.0,0.35,8.5
124,Keylor Navas,cr CRC,PO,Nott'ham Forest,eng Premier League,35,1986,17.0,32.0,4.0,1.0,3.0,0.0,29.3,0.32,-2.7,-0.16,106,320,33.1,378.0,65,56.3,41.3,151.0,70.9,48.1,295.0,14.0,4.7,9.0,0.53,9.2
125,Neto,br BRA,PO,Bournemouth,eng Premier League,33,1989,26.5,39.0,4.0,0.0,8.0,1.0,39.7,0.26,1.7,0.06,160,437,36.6,601.0,136,47.4,37.8,231.0,65.8,44.6,510.0,35.0,6.9,25.0,0.94,12.1
126,Manuel Neuer,de GER,PO,Bayern Munich,de Bundesliga,36,1986,12.0,11.0,2.0,0.0,0.0,0.0,14.7,0.29,3.7,0.31,39,79,49.4,435.0,81,16.6,26.8,69.0,10.1,23.8,103.0,4.0,3.9,23.0,1.92,19.5
127,Alexander Nübel,de GER,PO,Monaco,fr Ligue 1,25,1996,38.0,58.0,5.0,1.0,4.0,3.0,49.5,0.24,-5.5,-0.14,189,445,42.5,875.0,203,32.2,32.8,266.0,61.3,45.6,454.0,36.0,7.9,33.0,0.87,12.7
128,Ørjan Nyland,no NOR,PO,RB Leipzig,de Bundesliga,31,1990,2.0,2.0,0.0,0.0,1.0,1.0,1.8,0.36,0.8,0.39,11,33,33.3,83.0,9,32.5,33.6,15.0,40.0,36.7,28.0,0.0,0.0,0.0,0.0,12.5
129,Jan Oblak,si SVN,PO,Atlético Madrid,es La Liga,29,1993,27.7,20.0,1.0,1.0,1.0,0.0,21.9,0.27,1.9,0.07,120,374,32.1,586.0,115,40.4,36.1,228.0,60.1,46.0,358.0,25.0,7.0,19.0,0.69,14.2
130,Guillermo Ochoa,mx MEX,PO,Salernitana,it Serie A,37,1985,20.0,33.0,3.0,1.0,6.0,0.0,34.8,0.3,1.8,0.09,135,430,31.4,556.0,45,53.6,40.9,200.0,66.0,47.3,311.0,11.0,3.5,10.0,0.5,12.3
131,Jan Olschowsky,de GER,PO,M'Gladbach,de Bundesliga,20,2001,4.0,11.0,1.0,0.0,1.0,0.0,11.4,0.39,0.4,0.09,11,37,29.7,123.0,25,28.5,30.5,36.0,5.6,20.9,59.0,6.0,10.2,4.0,1.0,12.9
132,Robin Olsen,se SWE,PO,Aston Villa,eng Premier League,32,1990,3.1,8.0,1.0,0.0,3.0,0.0,6.2,0.29,-1.8,-0.57,15,62,24.2,101.0,18,44.6,37.6,28.0,60.7,46.8,45.0,5.0,11.1,3.0,0.96,14.2
133,Jonas Omlin,ch SUI,PO,Montpellier,fr Ligue 1,28,1994,13.0,26.0,3.0,0.0,2.0,2.0,24.1,0.28,0.1,0.0,53,161,32.9,330.0,77,32.1,31.7,85.0,64.7,47.3,209.0,14.0,6.7,12.0,0.93,12.0
134,Jonas Omlin,ch SUI,PO,M'Gladbach,de Bundesliga,28,1994,14.3,18.0,2.0,0.0,0.0,0.0,18.1,0.29,0.1,0.0,57,177,32.2,638.0,74,22.3,28.7,100.0,35.0,35.3,220.0,15.0,6.8,20.0,1.4,14.8
135,André Onana,cm CMR,PO,Inter,it Serie A,26,1996,24.0,24.0,2.0,0.0,5.0,2.0,19.3,0.21,-2.7,-0.11,105,270,38.9,875.0,115,25.5,29.6,152.0,30.9,35.4,283.0,15.0,5.3,10.0,0.42,12.5
136,Stefan Ortega,de GER,PO,Manchester City,eng Premier League,29,1992,3.0,1.0,0.0,0.0,0.0,0.0,4.1,0.27,3.1,1.02,11,24,45.8,155.0,16,14.8,23.9,12.0,8.3,20.3,26.0,1.0,3.8,7.0,2.33,21.1
137,Fernando Pacheco,es ESP,PO,Almería,es La Liga,30,1992,1.0,2.0,0.0,0.0,1.0,0.0,1.6,0.32,-0.4,-0.42,3,12,25.0,26.0,8,42.3,40.2,4.0,25.0,36.0,16.0,1.0,6.3,2.0,2.0,14.5
138,Fernando Pacheco,es ESP,PO,Espanyol,es La Liga,30,1992,16.0,33.0,4.0,0.0,3.0,0.0,26.6,0.25,-6.4,-0.4,127,272,46.7,417.0,56,42.4,36.2,137.0,69.3,49.6,242.0,16.0,6.6,19.0,1.19,13.8
139,Rui Patrício,pt POR,PO,Roma,it Serie A,34,1988,35.0,35.0,2.0,1.0,4.0,1.0,27.6,0.23,-6.4,-0.18,135,328,41.2,644.0,121,37.6,33.6,240.0,35.8,34.8,402.0,16.0,4.0,25.0,0.71,13.8
140,Jiří Pavlenka,cz CZE,PO,Werder Bremen,de Bundesliga,30,1992,32.3,61.0,2.0,0.0,5.0,2.0,51.9,0.29,-7.1,-0.22,198,497,39.8,893.0,152,40.1,36.3,279.0,49.8,42.9,481.0,22.0,4.6,38.0,1.18,14.9
141,Gianluca Pegolo,it ITA,PO,Sassuolo,it Serie A,41,1981,2.0,3.0,1.0,0.0,0.0,0.0,3.2,0.38,0.2,0.12,9,18,50.0,61.0,10,21.3,29.7,16.0,31.3,28.3,28.0,2.0,7.1,0.0,0.0,9.0
142,Iñaki Peña,es ESP,PO,Barcelona,es La Liga,23,1999,0.8,2.0,0.0,0.0,0.0,0.0,1.4,0.36,-0.6,-0.7,1,3,33.3,23.0,5,13.0,25.2,4.0,0.0,22.8,7.0,0.0,0.0,2.0,2.47,16.5
143,Patrick Pentz,at AUT,PO,Reims,fr Ligue 1,25,1997,7.0,14.0,2.0,0.0,2.0,1.0,11.9,0.34,-1.1,-0.16,29,94,30.9,152.0,25,44.7,36.3,59.0,44.1,38.7,103.0,8.0,7.8,4.0,0.57,12.2
144,Simone Perilli,it ITA,PO,Hellas Verona,it Serie A,27,1995,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.19,0.8,0.75,6,30,20.0,21.0,0,81.0,57.3,13.0,100.0,69.8,19.0,1.0,5.3,1.0,1.0,12.0
145,Mattia Perin,it ITA,PO,Juventus,it Serie A,29,1992,10.5,7.0,1.0,0.0,1.0,0.0,11.2,0.23,4.2,0.39,32,107,29.9,287.0,54,28.6,30.8,63.0,39.7,35.9,154.0,4.0,2.6,11.0,1.04,15.7
146,Samuele Perisan,it ITA,PO,Empoli,it Serie A,24,1997,7.0,9.0,0.0,0.0,2.0,0.0,7.5,0.31,-1.5,-0.22,25,75,33.3,153.0,39,32.0,32.7,75.0,34.7,34.3,134.0,5.0,3.7,4.0,0.57,11.6
147,Jordan Pickford,eng ENG,PO,Everton,eng Premier League,28,1994,37.0,57.0,5.0,2.0,4.0,0.0,60.0,0.31,3.0,0.08,270,801,33.7,992.0,151,58.1,43.0,315.0,71.4,52.7,566.0,22.0,3.9,52.0,1.41,16.2
148,Nick Pope,eng ENG,PO,Newcastle Utd,eng Premier League,30,1992,36.2,32.0,2.0,0.0,8.0,1.0,31.3,0.24,0.3,0.01,120,368,32.6,683.0,232,33.1,33.0,207.0,68.6,50.7,411.0,34.0,8.3,74.0,2.04,18.2
149,Ivan Provedel,it ITA,PO,Lazio,it Serie A,28,1994,37.9,30.0,1.0,0.0,5.0,1.0,31.4,0.25,2.4,0.06,158,373,42.4,1121.0,166,27.4,32.2,198.0,33.3,33.2,493.0,21.0,4.3,55.0,1.45,16.5
150,Ghjuvanni Quilichini,fr FRA,PO,Ajaccio,fr Ligue 1,19,2002,0.9,0.0,0.0,0.0,0.0,0.0,0.8,0.24,0.8,0.93,6,24,25.0,26.0,2,61.5,43.8,8.0,100.0,61.0,25.0,2.0,8.0,0.0,0.0,7.5
151,Ionuț Radu,ro ROU,PO,Cremonese,it Serie A,25,1997,9.0,19.0,3.0,0.0,3.0,0.0,21.0,0.29,2.0,0.22,38,143,26.6,265.0,34,41.1,37.3,67.0,50.7,46.3,107.0,6.0,5.6,9.0,1.0,14.5
152,Ionuț Radu,ro ROU,PO,Auxerre,fr Ligue 1,25,1997,17.0,20.0,0.0,0.0,0.0,1.0,21.9,0.27,2.9,0.17,117,349,33.5,469.0,65,52.9,41.3,128.0,78.9,53.1,273.0,14.0,5.1,13.0,0.76,12.7
153,Predrag Rajković,rs SRB,PO,Mallorca,es La Liga,26,1995,36.0,40.0,6.0,0.0,3.0,0.0,39.2,0.25,-0.8,-0.02,323,786,41.1,899.0,125,61.8,45.4,309.0,74.4,54.0,608.0,32.0,5.3,19.0,0.53,11.7
154,Diant Ramaj,de GER,PO,Eint Frankfurt,de Bundesliga,20,2001,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.2,0.0,0.01,1,3,33.3,21.0,7,9.5,29.1,4.0,25.0,22.0,15.0,1.0,6.7,1.0,1.0,11.5
155,Aaron Ramsdale,eng ENG,PO,Arsenal,eng Premier League,24,1998,38.0,43.0,3.0,0.0,6.0,1.0,40.0,0.28,-2.0,-0.05,109,429,25.4,956.0,174,35.4,33.3,153.0,59.5,49.2,381.0,22.0,5.8,43.0,1.13,16.1
156,Nicola Ravaglia,it ITA,PO,Sampdoria,it Serie A,33,1988,9.0,23.0,2.0,0.0,3.0,0.0,17.9,0.26,-5.1,-0.57,49,145,33.8,226.0,45,42.5,35.6,99.0,49.5,37.6,155.0,10.0,6.5,1.0,0.11,10.5
157,David Raya,es ESP,PO,Brentford,eng Premier League,26,1995,38.0,46.0,2.0,0.0,9.0,3.0,48.0,0.24,5.0,0.13,347,882,39.3,1367.0,160,50.7,39.5,269.0,70.3,51.8,598.0,52.0,8.7,54.0,1.42,15.8
158,Pepe Reina,es ESP,PO,Villarreal,es La Liga,39,1982,22.0,27.0,4.0,0.0,3.0,1.0,28.9,0.29,2.9,0.13,64,207,30.9,736.0,112,22.1,28.8,118.0,37.3,35.7,315.0,15.0,4.8,20.0,0.91,14.6
159,Álex Remiro,es ESP,PO,Real Sociedad,es La Liga,27,1995,38.0,35.0,1.0,1.0,3.0,2.0,32.8,0.24,-0.2,0.0,244,572,42.7,1090.0,138,39.8,35.9,216.0,63.9,51.3,453.0,18.0,4.0,47.0,1.24,15.9
160,Manuel Riemann,de GER,PO,Bochum,de Bundesliga,33,1988,34.0,72.0,8.0,2.0,9.0,3.0,69.0,0.3,0.0,0.0,554,1175,47.1,1489.0,83,66.8,44.7,261.0,69.0,50.6,536.0,31.0,5.8,121.0,3.56,22.2
161,Rémy Riou,fr FRA,PO,Lyon,fr Ligue 1,34,1987,6.7,8.0,4.0,0.0,0.0,1.0,8.8,0.2,1.8,0.27,12,49,24.5,178.0,30,22.5,28.7,47.0,19.1,26.0,78.0,6.0,7.7,10.0,1.5,17.2
162,Joel Robles,es ESP,PO,Leeds United,eng Premier League,32,1990,4.0,11.0,2.0,0.0,0.0,0.0,10.5,0.32,-0.5,-0.12,18,71,25.4,90.0,20,52.2,41.1,32.0,75.0,49.4,43.0,2.0,4.7,3.0,0.75,11.6
163,Marek Rodák,sk SVK,PO,Fulham,eng Premier League,25,1996,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.51,0.0,0.01,16,47,34.0,46.0,3,73.9,46.0,15.0,86.7,60.0,26.0,1.0,3.8,2.0,1.0,14.0
164,Leonardo Román,es ESP,PO,Mallorca,es La Liga,22,2000,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.1,0.11,9,21,42.9,30.0,3,40.0,35.2,12.0,75.0,48.8,30.0,1.0,3.3,2.0,2.0,17.4
165,Francesco Rossi,it ITA,PO,Atalanta,it Serie A,31,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,1,0.0,3.0,0,0.0,17.3,1.0,100.0,65.0,1.0,0.0,0.0,0.0,0.0,
166,Gerónimo Rulli,ar ARG,PO,Villarreal,es La Liga,30,1992,14.0,10.0,0.0,0.0,1.0,0.0,12.5,0.23,2.5,0.18,50,119,42.0,451.0,70,19.3,28.8,92.0,34.8,37.9,215.0,20.0,9.3,21.0,1.5,15.5
167,Alessandro Russo,it ITA,PO,Sassuolo,it Serie A,21,2001,1.0,3.0,0.0,0.0,0.0,0.0,2.8,0.4,-0.2,-0.22,0,12,0.0,42.0,2,28.6,30.7,8.0,0.0,18.3,14.0,0.0,0.0,0.0,0.0,10.0
168,Frederik Rønnow,dk DEN,PO,Union Berlin,de Bundesliga,29,1992,29.0,27.0,5.0,0.0,5.0,0.0,35.2,0.26,8.2,0.28,240,605,39.7,1115.0,109,44.6,36.5,163.0,66.3,49.4,434.0,43.0,9.9,29.0,1.0,13.5
169,José Sá,pt POR,PO,Wolves,eng Premier League,29,1993,36.0,55.0,2.0,0.0,6.0,1.0,48.4,0.28,-5.6,-0.16,120,435,27.6,935.0,182,29.3,30.9,260.0,61.9,46.2,540.0,43.0,8.0,28.0,0.78,12.6
170,Brice Samba,fr FRA,PO,Lens,fr Ligue 1,28,1994,37.0,28.0,3.0,0.0,6.0,1.0,32.4,0.24,5.4,0.15,174,435,40.0,1075.0,140,35.5,33.3,160.0,33.1,32.7,384.0,34.0,8.9,41.0,1.11,15.4
171,Robert Sánchez,es ESP,PO,Brighton,eng Premier League,24,1997,23.0,30.0,5.0,0.0,4.0,3.0,24.2,0.25,-2.8,-0.12,60,205,29.3,645.0,103,24.2,28.9,131.0,37.4,35.1,229.0,17.0,7.4,13.0,0.57,12.3
172,Mouhamadou Sarr,sn SEN,PO,Cremonese,it Serie A,25,1997,2.0,3.0,0.0,0.0,1.0,0.0,2.9,0.36,-0.1,-0.05,19,38,50.0,71.0,12,40.8,35.7,12.0,75.0,53.6,18.0,0.0,0.0,1.0,0.5,8.6
173,Kasper Schmeichel,dk DEN,PO,Nice,fr Ligue 1,35,1986,36.0,35.0,3.0,2.0,5.0,0.0,35.9,0.23,0.9,0.02,170,388,43.8,909.0,119,30.7,32.7,278.0,39.2,35.7,455.0,24.0,5.3,23.0,0.64,12.9
174,Marvin Schwäbe,de GER,PO,Köln,de Bundesliga,27,1995,34.0,54.0,4.0,4.0,4.0,3.0,42.3,0.3,-8.7,-0.26,154,404,38.1,1203.0,117,28.8,31.3,185.0,31.4,33.9,468.0,19.0,4.1,22.0,0.65,13.4
175,Alexander Schwolow,de GER,PO,Schalke 04,de Bundesliga,30,1992,22.6,58.0,4.0,1.0,6.0,0.0,45.8,0.31,-12.2,-0.54,180,441,40.8,676.0,79,46.4,38.4,174.0,73.0,55.2,321.0,7.0,2.2,23.0,1.02,15.0
176,Matz Sels,be BEL,PO,Strasbourg,fr Ligue 1,30,1992,38.0,59.0,10.0,1.0,6.0,0.0,56.5,0.27,-2.5,-0.06,159,455,34.9,775.0,130,44.8,36.9,196.0,55.1,43.9,504.0,31.0,6.2,32.0,0.84,12.8
177,Luigi Sepe,it ITA,PO,Salernitana,it Serie A,31,1991,17.0,27.0,4.0,0.0,0.0,0.0,30.3,0.27,3.3,0.2,76,274,27.7,490.0,84,40.6,35.9,154.0,48.7,41.1,222.0,16.0,7.2,13.0,0.76,14.2
178,Rui Silva,pt POR,PO,Betis,es La Liga,28,1994,26.0,32.0,2.0,1.0,6.0,1.0,32.9,0.3,1.9,0.07,154,410,37.6,668.0,107,40.7,35.6,214.0,64.5,47.5,369.0,18.0,4.9,37.0,1.42,16.6
179,Marco Silvestri,it ITA,PO,Udinese,it Serie A,31,1991,38.0,48.0,6.0,2.0,3.0,2.0,48.7,0.31,2.7,0.07,144,380,37.9,872.0,142,31.9,32.0,302.0,33.8,34.1,547.0,13.0,2.4,21.0,0.55,12.2
180,Unai Simón,es ESP,PO,Athletic Club,es La Liga,25,1997,30.5,37.0,3.0,1.0,1.0,3.0,31.7,0.28,-2.3,-0.08,134,351,38.2,762.0,154,30.6,33.2,186.0,63.4,49.4,355.0,18.0,5.1,40.0,1.31,17.5
181,Tobias Sippel,de GER,PO,M'Gladbach,de Bundesliga,34,1988,5.7,12.0,1.0,0.0,3.0,0.0,11.6,0.33,-0.4,-0.08,25,106,23.6,212.0,23,33.5,32.7,48.0,72.9,53.1,88.0,2.0,2.3,4.0,0.71,13.1
182,Salvatore Sirigu,it ITA,PO,Fiorentina,it Serie A,35,1987,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19,1.0,0.96,6,16,37.5,30.0,9,40.0,37.7,8.0,50.0,41.8,12.0,0.0,0.0,2.0,2.0,26.3
183,Łukasz Skorupski,pl POL,PO,Bologna,it Serie A,31,1991,37.0,49.0,7.0,1.0,6.0,3.0,47.8,0.25,1.8,0.05,146,371,39.4,933.0,206,29.8,31.7,278.0,33.5,33.0,492.0,29.0,5.9,24.0,0.65,12.9
184,François-Joseph Sollacaro,fr FRA,PO,Ajaccio,fr Ligue 1,28,1994,6.0,14.0,1.0,0.0,1.0,1.0,9.1,0.34,-3.9,-0.65,19,87,21.8,102.0,11,56.9,40.7,40.0,72.5,48.2,93.0,6.0,6.5,6.0,1.0,11.5
185,Yann Sommer,ch SUI,PO,Bayern Munich,de Bundesliga,33,1988,19.0,25.0,7.0,1.0,1.0,0.0,23.7,0.32,-1.3,-0.07,48,118,40.7,651.0,83,14.6,25.1,98.0,23.5,28.7,212.0,12.0,5.7,27.0,1.42,16.7
186,Yann Sommer,ch SUI,PO,M'Gladbach,de Bundesliga,33,1988,10.0,14.0,2.0,1.0,0.0,1.0,16.7,0.25,3.7,0.37,48,141,34.0,517.0,52,23.0,28.2,90.0,24.4,28.6,162.0,5.0,3.1,13.0,1.3,14.6
187,David Soria,es ESP,PO,Getafe,es La Liga,29,1993,38.0,45.0,4.0,0.0,7.0,2.0,45.5,0.23,2.5,0.07,409,904,45.2,782.0,99,75.1,49.8,347.0,91.4,59.8,586.0,36.0,6.1,46.0,1.21,15.0
188,Marco Sportiello,it ITA,PO,Atalanta,it Serie A,30,1992,14.9,21.0,1.0,1.0,2.0,0.0,19.6,0.29,-1.4,-0.1,52,148,35.1,346.0,85,20.5,28.8,116.0,66.4,49.7,200.0,18.0,9.0,18.0,1.21,15.0
189,Jason Steele,eng ENG,PO,Brighton,eng Premier League,31,1990,15.0,23.0,1.0,0.0,2.0,3.0,18.5,0.29,-1.5,-0.1,34,74,45.9,483.0,48,14.9,24.2,55.0,3.6,13.9,126.0,10.0,7.9,19.0,1.27,15.7
190,Mile Svilar,rs SRB,PO,Roma,it Serie A,22,1999,3.0,3.0,0.0,0.0,0.0,0.0,2.9,0.29,-0.1,-0.03,16,44,36.4,61.0,13,50.8,41.4,16.0,81.3,60.1,42.0,6.0,14.3,4.0,1.33,12.1
191,Wojciech Szczęsny,pl POL,PO,Juventus,it Serie A,32,1990,27.5,26.0,3.0,0.0,5.0,0.0,26.0,0.25,0.0,0.0,128,270,47.4,634.0,128,32.2,33.5,153.0,43.1,38.3,389.0,11.0,2.8,21.0,0.76,14.7
192,Ciprian Tătărușanu,ro ROU,PO,Milan,it Serie A,36,1986,16.0,22.0,2.0,2.0,4.0,1.0,16.8,0.25,-4.2,-0.26,94,195,48.2,473.0,75,32.1,32.9,83.0,51.8,41.8,195.0,9.0,4.6,13.0,0.81,14.4
193,Marc-André ter Stegen,de GER,PO,Barcelona,es La Liga,30,1992,37.2,18.0,3.0,0.0,2.0,3.0,23.7,0.21,8.7,0.23,168,335,50.1,1215.0,185,22.1,28.9,197.0,34.0,35.2,368.0,18.0,4.9,41.0,1.1,16.4
194,Pietro Terracciano,it ITA,PO,Fiorentina,it Serie A,32,1990,29.0,38.0,6.0,0.0,3.0,2.0,33.1,0.28,-2.9,-0.1,155,375,41.3,871.0,113,32.7,33.2,198.0,45.5,40.5,271.0,12.0,4.4,55.0,1.9,18.4
195,Kevin Trapp,de GER,PO,Eint Frankfurt,de Bundesliga,32,1990,33.0,51.0,2.0,1.0,7.0,1.0,42.3,0.32,-7.7,-0.23,80,326,24.5,664.0,128,39.2,34.8,219.0,30.1,34.1,401.0,17.0,4.2,24.0,0.73,14.4
196,Mark Travers,ie IRL,PO,Bournemouth,eng Premier League,23,1999,11.5,32.0,2.0,0.0,8.0,2.0,24.0,0.34,-6.0,-0.52,71,154,46.1,250.0,54,35.6,31.9,118.0,55.1,43.8,229.0,5.0,2.2,5.0,0.43,10.5
197,Martin Turk,si SVN,PO,Sampdoria,it Serie A,18,2003,4.0,9.0,1.0,0.0,3.0,0.0,8.0,0.26,-1.0,-0.25,35,78,44.9,99.0,15,41.4,35.1,43.0,86.0,56.3,60.0,0.0,0.0,2.0,0.5,12.3
198,Samir Ujkani,xk KVX,PO,Empoli,it Serie A,34,1988,0.1,1.0,0.0,0.0,0.0,0.0,0.2,0.25,-0.8,-9.69,0,0,,2.0,1,0.0,18.5,1.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,
199,Sven Ulreich,de GER,PO,Bayern Munich,de Bundesliga,33,1988,3.0,2.0,0.0,0.0,1.0,0.0,2.4,0.18,0.4,0.13,9,26,34.6,112.0,21,20.5,26.0,18.0,16.7,23.4,34.0,2.0,5.9,4.0,1.33,17.5
200,Guglielmo Vicario,it ITA,PO,Empoli,it Serie A,25,1996,30.9,39.0,4.0,0.0,8.0,1.0,40.9,0.27,2.9,0.09,138,455,30.3,1106.0,151,33.5,33.8,170.0,50.0,42.9,606.0,34.0,5.6,22.0,0.71,11.5
