RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG
2323,Daniele Rugani,it ITA,DF,Juventus,it Serie A,27,1994,12,9,879,9.8,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,3,28,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
2324,Matteo Ruggeri,it ITA,DF,Salernitana,it Serie A,19,2002,14,8,676,7.5,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,10,16,19,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06
2325,Mário Rui,pt POR,DF,Napoli,it Serie A,30,1991,34,34,2992,33.2,0,5,5,0,0,0,7,0,1.6,1.6,3.3,4.9,67,150,155,0.00,0.15,0.15,0.00,0.15,0.05,0.10,0.15,0.05,0.15
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG
2326,Aitor Ruibal,es ESP,"DL,DF",Betis,es La Liga,25,1996,19,9,856,9.5,0,0,0,0,0,0,6,0,1.0,1.0,1.0,2.0,21,28,72,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.21,0.11,0.21
2327,Isma Ruiz,es ESP,CC,Granada,es La Liga,20,2001,8,3,283,3.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,3,2,3,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08
2328,Fabián Ruiz Peña,es ESP,CC,Napoli,it Serie A,25,1996,32,29,2384,26.5,7,4,11,7,0,0,2,0,1.6,1.6,2.9,4.5,58,220,80,0.26,0.15,0.42,0.26,0.42,0.06,0.11,0.17,0.06,0.17
2329,Víctor Ruiz,es ESP,DF,Betis,es La Liga,32,1989,18,17,1424,15.8,0,0,0,0,0,0,2,0,0.9,0.9,0.1,1.0,5,54,2,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06
2330,Gerónimo Rulli,ar ARG,PO,Villarreal,es La Liga,29,1992,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2331,Lukas Rupp,de GER,CC,Norwich City,eng Premier League,30,1991,19,7,769,8.5,0,0,0,0,0,0,0,0,0.7,0.7,1.4,2.0,17,35,23,0.00,0.00,0.00,0.00,0.00,0.08,0.16,0.24,0.08,0.24
2332,Alessandro Russo,it ITA,CC,Salernitana,it Serie A,17,2003,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2333,Franco Russo,ar ARG,DF,Mallorca,es La Liga,26,1994,19,17,1464,16.3,1,0,1,1,0,0,7,2,0.2,0.2,0.2,0.4,4,41,3,0.06,0.00,0.06,0.06,0.06,0.01,0.01,0.02,0.01,0.02
2334,Georginio Rutter,fr FRA,"DL,CC",Hoffenheim,de Bundesliga,19,2002,33,13,1611,17.9,8,2,10,8,0,0,2,0,7.0,7.0,4.2,11.2,38,42,124,0.45,0.11,0.56,0.45,0.56,0.39,0.23,0.63,0.39,0.63
2335,Mathew Ryan,au AUS,PO,Real Sociedad,es La Liga,29,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2336,Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,23,1997,28,13,1429,15.9,2,0,2,2,0,0,3,0,1.3,1.3,1.5,2.8,30,50,50,0.13,0.00,0.13,0.13,0.13,0.08,0.09,0.18,0.08,0.18
2337,Frederik Rønnow,dk DEN,PO,Union Berlin,de Bundesliga,28,1992,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2338,José Sá,pt POR,PO,Wolves,eng Premier League,28,1993,37,37,3285,36.5,0,1,1,0,0,0,3,0,0.0,0.0,0.9,0.9,0,2,0,0.00,0.03,0.03,0.00,0.03,0.00,0.02,0.02,0.00,0.02
2339,Roli Pereira de Sa,fr FRA,CC,Nantes,fr Ligue 1,24,1996,17,5,573,6.4,0,0,0,0,0,0,1,0,0.6,0.6,0.6,1.2,14,16,20,0.00,0.00,0.00,0.00,0.00,0.09,0.10,0.19,0.09,0.19
2340,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,28,1993,10,9,788,8.8,0,1,1,0,0,0,1,0,0.1,0.1,0.5,0.6,24,30,35,0.00,0.11,0.11,0.00,0.11,0.01,0.06,0.07,0.01,0.07
2341,Mathys Saban,fr FRA,"DL,CC",Saint-Étienne,fr Ligue 1,19,2002,3,0,73,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2342,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,28,1993,7,5,348,3.9,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,11,14,21,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06
2343,Abdelhamid Sabiri,ma MAR,"CC,DL",Sampdoria,it Serie A,24,1996,14,9,893,9.9,3,2,5,3,0,0,3,0,1.4,1.4,1.6,3.0,13,35,36,0.30,0.20,0.50,0.30,0.50,0.14,0.16,0.31,0.14,0.31
2344,Marcel Sabitzer,at AUT,"CC,DL",RB Leipzig,de Bundesliga,27,1994,2,0,49,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,3,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
2345,Marcel Sabitzer,at AUT,"CC,DF",Bayern Munich,de Bundesliga,27,1994,25,8,905,10.1,1,1,2,1,0,0,0,0,2.1,2.1,1.7,3.8,20,66,54,0.10,0.10,0.20,0.10,0.20,0.21,0.17,0.38,0.21,0.38
2346,Falaye Sacko,ml MLI,DF,Saint-Étienne,fr Ligue 1,26,1995,9,8,667,7.4,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,6,38,6,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
2347,Alexis Saelemaekers,be BEL,DL,Milan,it Serie A,22,1999,36,22,1865,20.7,1,3,4,1,0,0,2,0,2.9,2.9,3.3,6.1,63,54,161,0.05,0.14,0.19,0.05,0.19,0.14,0.16,0.30,0.14,0.30
2348,Rafiki Said,km COM,"CC,DL",Brest,fr Ligue 1,21,2000,14,0,122,1.4,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,6,4,20,0.00,0.00,0.00,0.00,0.00,0.22,0.10,0.32,0.22,0.32
2349,Wesley Saïd,fr FRA,"DL,CC",Lens,fr Ligue 1,26,1995,21,7,654,7.3,5,0,5,5,0,0,2,0,4.3,4.3,0.9,5.2,21,32,49,0.69,0.00,0.69,0.69,0.69,0.60,0.12,0.72,0.60,0.72
2350,Allan Saint-Maximin,fr FRA,"DL,CC",Newcastle Utd,eng Premier League,24,1997,35,31,2804,31.2,5,5,10,5,0,0,6,0,5.2,5.2,4.3,9.5,180,87,167,0.16,0.16,0.32,0.16,0.32,0.17,0.14,0.30,0.17,0.30
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG
2351,Romain Saïss,ma MAR,DF,Wolves,eng Premier League,31,1990,31,31,2705,30.1,2,0,2,2,0,0,6,0,2.7,2.7,0.3,3.1,18,137,9,0.07,0.00,0.07,0.07,0.07,0.09,0.01,0.10,0.09,0.10
2352,Bukayo Saka,eng ENG,"DL,CC",Arsenal,eng Premier League,19,2001,38,36,2978,33.1,11,7,18,9,2,2,6,0,10.3,8.7,7.5,16.3,140,101,388,0.33,0.21,0.54,0.27,0.48,0.31,0.23,0.54,0.26,0.49
2353,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,31,1990,29,29,2575,28.6,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.2,7,84,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01
2354,Bakary Sako,ml MLI,"DL,CC",Saint-Étienne,fr Ligue 1,33,1988,7,1,156,1.7,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,3,4,11,0.00,0.00,0.00,0.00,0.00,0.18,0.02,0.20,0.18,0.20
2355,Jacopo Sala,it ITA,CC,Spezia,it Serie A,29,1991,18,13,880,9.8,1,0,1,1,0,0,3,0,0.1,0.1,0.4,0.5,7,41,9,0.10,0.00,0.10,0.10,0.10,0.01,0.04,0.05,0.01,0.05
2356,Mohamed Salah,eg EGY,DL,Liverpool,eng Premier League,29,1992,35,30,2762,30.7,23,13,36,18,5,6,1,0,22.7,17.8,10.0,27.8,125,122,451,0.75,0.42,1.17,0.59,1.01,0.74,0.33,1.07,0.58,0.91
2357,Eddie Salcedo,it ITA,"CC,DL",Spezia,it Serie A,19,2001,12,5,429,4.8,0,0,0,0,0,0,1,0,1.5,1.5,0.2,1.7,8,17,29,0.00,0.00,0.00,0.00,0.00,0.31,0.05,0.35,0.31,0.35
2358,William Saliba,fr FRA,DF,Marseille,fr Ligue 1,20,2001,36,36,3240,36.0,0,0,0,0,0,0,5,0,1.7,1.7,0.4,2.1,50,220,14,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06
2359,Romain Salin,fr FRA,PO,Rennes,fr Ligue 1,37,1984,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2360,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,22,1999,34,33,2972,33.0,0,0,0,0,0,0,10,1,2.0,2.0,0.8,2.7,31,136,7,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08
2361,Roland Sallai,hu HUN,"CC,DL",Freiburg,de Bundesliga,24,1997,31,18,1551,17.2,4,4,8,4,0,0,1,0,6.0,6.0,3.8,9.8,44,46,136,0.23,0.23,0.46,0.23,0.46,0.35,0.22,0.57,0.35,0.57
2362,Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,28,1992,31,30,2668,29.6,0,1,1,0,0,0,5,0,0.9,0.9,0.7,1.6,37,94,8,0.00,0.03,0.03,0.00,0.03,0.03,0.02,0.05,0.03,0.05
2363,Salvi,es ESP,"CC,DL",Cádiz,es La Liga,30,1991,23,17,1395,15.5,2,1,3,2,0,1,3,1,2.6,1.8,1.2,3.0,36,25,88,0.13,0.06,0.19,0.13,0.19,0.17,0.08,0.24,0.12,0.19
2364,Lazar Samardzic,rs SRB,"CC,DL",Udinese,it Serie A,19,2002,22,1,490,5.4,2,2,4,2,0,0,0,0,1.0,1.0,1.3,2.3,10,22,29,0.37,0.37,0.73,0.37,0.73,0.19,0.23,0.42,0.19,0.42
2365,Diadie Samassékou,ml MLI,CC,Hoffenheim,de Bundesliga,25,1996,24,21,1655,18.4,2,0,2,2,0,0,7,0,1.1,1.1,1.0,2.2,8,62,23,0.11,0.00,0.11,0.11,0.11,0.06,0.06,0.12,0.06,0.12
2366,Mama Samba Baldé,gw GNB,"CC,DL",Troyes,fr Ligue 1,25,1995,30,20,1717,19.1,3,2,5,3,0,1,1,1,6.5,5.8,1.1,6.9,44,48,141,0.16,0.10,0.26,0.16,0.26,0.34,0.06,0.40,0.30,0.36
2367,Albert Sambi Lokonga,be BEL,CC,Arsenal,eng Premier League,21,1999,19,12,1134,12.6,0,0,0,0,0,0,5,0,0.6,0.6,1.0,1.6,28,84,16,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.13,0.05,0.13
2368,Junior Sambia,fr FRA,"DF,DL",Montpellier,fr Ligue 1,24,1996,30,16,1533,17.0,1,0,1,1,0,0,5,1,1.6,1.6,0.7,2.2,54,52,108,0.06,0.00,0.06,0.06,0.06,0.09,0.04,0.13,0.09,0.13
2369,Luigi Samele,it ITA,DL,Sassuolo,it Serie A,19,2002,2,0,5,0.1,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,0,0,1,0.00,18.00,18.00,0.00,18.00,0.00,8.64,8.64,0.00,8.64
2370,Fede San Emeterio,es ESP,CC,Cádiz,es La Liga,24,1997,12,10,830,9.2,0,0,0,0,0,0,3,0,0.0,0.0,0.3,0.3,1,22,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
2371,Antonio Sanabria,py PAR,DL,Torino,it Serie A,25,1996,29,22,1803,20.0,6,1,7,6,0,0,3,0,8.3,8.3,1.8,10.1,11,24,123,0.30,0.05,0.35,0.30,0.35,0.41,0.09,0.50,0.41,0.50
2372,Oihan Sancet,es ESP,DL,Athletic Club,es La Liga,21,2000,27,16,1422,15.8,6,4,10,6,0,0,2,0,3.4,3.4,2.9,6.3,28,76,152,0.38,0.25,0.63,0.38,0.63,0.21,0.19,0.40,0.21,0.40
2373,Renato Sanches,pt POR,"CC,DL",Lille,fr Ligue 1,23,1997,25,20,1651,18.3,2,5,7,2,0,0,8,1,0.9,0.9,3.3,4.2,59,171,71,0.11,0.27,0.38,0.11,0.38,0.05,0.18,0.23,0.05,0.23
2374,Alexis Sánchez,cl CHI,DL,Inter,it Serie A,32,1988,27,7,881,9.8,5,2,7,5,0,0,0,0,4.3,4.3,2.0,6.3,22,76,77,0.51,0.20,0.72,0.51,0.72,0.44,0.20,0.64,0.44,0.64
2375,Antonio Sánchez,es ESP,"CC,DL",Mallorca,es La Liga,24,1997,29,19,1616,18.0,1,0,1,1,0,0,3,1,1.4,1.4,0.4,1.8,24,66,50,0.06,0.00,0.06,0.06,0.06,0.08,0.02,0.10,0.08,0.10
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG
2376,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,25,1996,23,17,1631,18.1,2,0,2,2,0,0,4,0,2.1,2.1,0.3,2.4,21,65,8,0.11,0.00,0.11,0.11,0.11,0.11,0.02,0.13,0.11,0.13
2377,Germán Sánchez,es ESP,DF,Granada,es La Liga,34,1986,32,25,2299,25.5,2,1,3,2,0,0,11,1,1.4,1.4,0.2,1.6,10,41,5,0.08,0.04,0.12,0.08,0.12,0.06,0.01,0.06,0.06,0.06
2378,Manu Sánchez,es ESP,DF,Osasuna,es La Liga,20,2000,33,25,2257,25.1,1,3,4,1,0,0,6,0,0.4,0.4,1.9,2.3,43,97,117,0.04,0.12,0.16,0.04,0.16,0.02,0.08,0.09,0.02,0.09
2379,Robert Sánchez,es ESP,PO,Brighton,eng Premier League,23,1997,37,37,3329,37.0,0,0,0,0,0,0,3,1,0.0,0.0,0.4,0.4,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
2380,Jadon Sancho,eng ENG,"DL,CC",Manchester Utd,eng Premier League,21,2000,29,20,1900,21.1,3,3,6,3,0,0,0,0,3.6,3.6,4.1,7.7,111,88,222,0.14,0.14,0.28,0.14,0.28,0.17,0.19,0.37,0.17,0.37
2381,Philippe Sandler,nl NED,DF,Troyes,fr Ligue 1,24,1997,2,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2382,Alex Sandro,br BRA,DF,Juventus,it Serie A,30,1991,28,17,1780,19.8,0,1,1,0,0,0,3,0,0.9,0.9,1.3,2.2,68,80,86,0.00,0.05,0.05,0.00,0.05,0.04,0.07,0.11,0.04,0.11
2383,Leroy Sané,de GER,"DL,CC",Bayern Munich,de Bundesliga,25,1996,32,22,1976,22.0,7,7,14,7,0,0,3,0,11.4,11.4,6.2,17.6,80,117,203,0.32,0.32,0.64,0.32,0.64,0.52,0.28,0.80,0.52,0.80
2384,Oier Sanjurjo,es ESP,CC,Osasuna,es La Liga,35,1986,25,8,758,8.4,1,0,1,1,0,0,3,0,0.7,0.7,0.2,0.9,3,34,25,0.12,0.00,0.12,0.12,0.12,0.08,0.02,0.11,0.08,0.11
2385,Mohamed Sankoh,nl NED,DL,Stuttgart,de Bundesliga,17,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,0,0.00,0.00,0.00,0.00,0.00,2.18,0.00,2.18,2.18,2.18
2386,Morgan Sanson,fr FRA,CC,Aston Villa,eng Premier League,26,1994,10,3,356,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,16,21,10,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
2387,Nicola Sansone,it ITA,"DL,CC",Bologna,it Serie A,29,1991,27,6,896,10.0,2,3,5,2,0,0,6,0,3.5,3.5,2.0,5.5,21,22,64,0.20,0.30,0.50,0.20,0.50,0.35,0.21,0.55,0.35,0.55
2388,Baptiste Santamaria,fr FRA,"CC,DF",Rennes,fr Ligue 1,26,1995,34,28,2518,28.0,2,1,3,2,0,0,7,0,1.9,1.9,0.9,2.7,19,133,37,0.07,0.04,0.11,0.07,0.11,0.07,0.03,0.10,0.07,0.10
2389,Baptiste Santamaria,fr FRA,CC,Freiburg,de Bundesliga,26,1995,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2390,Federico Santander,py PAR,"DL,DF",Bologna,it Serie A,30,1991,7,0,67,0.7,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,0,3,7,1.34,0.00,1.34,1.34,1.34,0.83,0.10,0.94,0.83,0.94
2391,Jesús Santiago,es ESP,CC,Valencia,es La Liga,17,2004,3,0,82,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2392,Samir Santos,br BRA,DF,Watford,eng Premier League,26,1994,19,19,1673,18.6,0,0,0,0,0,0,4,0,0.5,0.5,0.1,0.6,1,24,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
2393,Samir Santos,br BRA,DF,Udinese,it Serie A,26,1994,17,17,1421,15.8,0,0,0,0,0,0,5,0,0.8,0.8,0.1,0.8,14,46,11,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
2394,Sergio Santos,es ESP,DF,Real Madrid,es La Liga,20,2001,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.56,0.00,0.56
2395,Alvaro Sanz,es ESP,CC,Barcelona,es La Liga,20,2001,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
2396,Riccardo Saponara,it ITA,DL,Fiorentina,it Serie A,29,1991,29,13,1284,14.3,3,3,6,3,0,0,1,0,2.2,2.2,3.2,5.4,84,93,123,0.21,0.21,0.42,0.21,0.42,0.15,0.23,0.38,0.15,0.38
2397,Pablo Sarabia,es ESP,DL,Paris S-G,fr Ligue 1,29,1992,2,0,22,0.2,1,0,1,1,0,0,1,0,1.0,1.0,0.0,1.0,0,0,5,4.09,0.00,4.09,4.09,4.09,4.16,0.00,4.16,4.16,4.16
2398,Marcelo Saracchi,uy URU,DF,Levante,es La Liga,23,1998,4,2,186,2.1,0,1,1,0,0,0,2,0,0.0,0.0,0.2,0.2,4,8,14,0.00,0.48,0.48,0.00,0.48,0.00,0.11,0.11,0.00,0.11
2399,Josh Sargent,us USA,"DL,CC",Norwich City,eng Premier League,21,2000,26,18,1572,17.5,2,1,3,2,0,0,1,0,2.5,2.5,0.9,3.4,21,12,88,0.11,0.06,0.17,0.11,0.17,0.14,0.05,0.19,0.14,0.19
2400,Jeremy Sarmiento,ec ECU,"DL,CC",Brighton,eng Premier League,19,2002,5,1,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG
2401,Bouna Sarr,sn SEN,DF,Bayern Munich,de Bundesliga,29,1992,5,0,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,4,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
2402,Ismaila Sarr,sn SEN,"DL,CC",Watford,eng Premier League,23,1998,22,21,1861,20.7,5,2,7,5,0,1,2,0,4.8,4.0,2.9,6.9,79,52,158,0.24,0.10,0.34,0.24,0.34,0.23,0.14,0.37,0.19,0.34
2403,Malang Sarr,fr FRA,DF,Chelsea,eng Premier League,22,1999,8,6,546,6.1,0,0,0,0,0,0,2,0,0.0,0.0,0.4,0.4,9,23,15,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07
2404,Joan Sastre Vanrell,es ESP,DF,Mallorca,es La Liga,24,1997,7,2,258,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,3,5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
2405,Giacomo Satalino,it ITA,PO,Sassuolo,it Serie A,22,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2406,Martin Satriano,uy URU,"DL,CC",Inter,it Serie A,20,2001,4,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
2407,Martin Satriano,uy URU,DL,Brest,fr Ligue 1,20,2001,15,11,932,10.4,4,0,4,4,0,0,5,0,3.4,3.4,0.1,3.5,6,7,52,0.39,0.00,0.39,0.39,0.39,0.33,0.01,0.34,0.33,0.34
2408,Téji Savanier,fr FRA,CC,Montpellier,fr Ligue 1,29,1991,29,28,2414,26.8,8,7,15,5,3,4,9,2,7.1,3.9,5.9,9.8,59,183,122,0.30,0.26,0.56,0.19,0.45,0.26,0.22,0.48,0.15,0.37
2409,Esteban Saveljich,me MNE,DF,Rayo Vallecano,es La Liga,30,1991,21,21,1700,18.9,0,0,0,0,0,0,4,0,0.6,0.6,0.0,0.6,2,20,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
2410,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,30,1991,28,28,2440,27.1,0,0,0,0,0,0,12,0,1.9,1.9,0.1,2.0,30,74,6,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.08,0.07,0.08
2411,Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,18,2002,30,20,1909,21.2,1,2,3,1,0,0,4,0,1.4,1.4,1.9,3.3,35,57,104,0.05,0.09,0.14,0.05,0.14,0.07,0.09,0.16,0.07,0.16
2412,Giorgio Scalvini,it ITA,"DF,CC",Atalanta,it Serie A,17,2003,18,9,763,8.5,1,0,1,1,0,0,1,0,1.3,1.3,0.9,2.2,9,53,15,0.12,0.00,0.12,0.12,0.12,0.16,0.10,0.26,0.16,0.26
2413,Gianluca Scamacca,it ITA,DL,Sassuolo,it Serie A,22,1999,36,25,2146,23.8,16,0,16,15,1,1,7,0,11.0,10.2,1.9,12.2,21,36,149,0.67,0.00,0.67,0.63,0.63,0.46,0.08,0.54,0.43,0.51
2414,Dane Scarlett,eng ENG,CC,Tottenham,eng Premier League,17,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2415,Kevin Schade,de GER,"CC,DL",Freiburg,de Bundesliga,19,2001,21,7,831,9.2,4,1,5,4,0,0,2,0,2.1,2.0,0.9,2.9,23,16,63,0.43,0.11,0.54,0.43,0.54,0.23,0.10,0.33,0.22,0.32
2416,András Schäfer,hu HUN,CC,Union Berlin,de Bundesliga,22,1999,8,1,239,2.7,1,1,2,1,0,0,2,0,0.6,0.6,0.1,0.7,4,13,8,0.38,0.38,0.75,0.38,0.75,0.23,0.04,0.27,0.23,0.27
2417,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,29,1991,25,25,2158,24.0,2,2,4,2,0,0,4,0,1.2,1.2,1.1,2.3,20,59,2,0.08,0.08,0.17,0.08,0.17,0.05,0.05,0.10,0.05,0.10
2418,Louis Schaub,at AUT,"CC,DL",Köln,de Bundesliga,26,1994,28,6,654,7.3,1,2,3,1,0,0,0,0,1.3,1.3,1.2,2.4,28,37,68,0.14,0.28,0.41,0.14,0.41,0.17,0.16,0.33,0.17,0.33
2419,Andrea Schiavone,it ITA,CC,Salernitana,it Serie A,28,1993,14,5,571,6.3,1,0,1,1,0,0,1,0,0.2,0.2,0.6,0.7,5,19,7,0.16,0.00,0.16,0.16,0.16,0.02,0.09,0.11,0.02,0.11
2420,Patrik Schick,cz CZE,DL,Leverkusen,de Bundesliga,25,1996,27,26,2076,23.1,24,3,27,23,1,2,0,0,18.1,16.5,2.5,19.0,21,25,138,1.04,0.13,1.17,1.00,1.13,0.78,0.11,0.89,0.72,0.83
2421,Kingsley Schindler,gh GHA,"DF,DL",Köln,de Bundesliga,28,1993,18,1,349,3.9,1,2,3,1,0,0,1,0,0.4,0.4,1.1,1.5,6,24,27,0.26,0.52,0.77,0.26,0.77,0.09,0.29,0.38,0.09,0.38
2422,Xaver Schlager,at AUT,CC,Wolfsburg,de Bundesliga,23,1997,14,13,1040,11.6,0,1,1,0,0,0,2,0,0.3,0.3,0.6,0.9,21,55,29,0.00,0.09,0.09,0.00,0.09,0.03,0.05,0.08,0.03,0.08
2423,Keven Schlotterbeck,de GER,"DF,DL",Freiburg,de Bundesliga,24,1997,12,3,315,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,0,5,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
2424,Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,21,1999,32,32,2785,30.9,4,1,5,4,0,0,5,0,3.6,3.6,1.5,5.1,35,173,21,0.13,0.03,0.16,0.13,0.16,0.11,0.05,0.16,0.11,0.16
