RL2021-2022,Jugador2021-2022,País2021-2022,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,Nacimiento2021-2022,90 s2021-2022,Cmp2021-2022,Int.2021-2022,% Cmp2021-2022,Dist. tot.2021-2022,Dist. prg.2021-2022,Cmp.12021-2022,Int..12021-2022,% Cmp.12021-2022,Cmp.22021-2022,Int..22021-2022,% Cmp.22021-2022,Cmp.32021-2022,Int..32021-2022,% Cmp.32021-2022,Ass2021-2022,xAG2021-2022,xA2021-2022,A-xAG2021-2022,PC2021-2022,1/32021-2022,PPA2021-2022,CrAP2021-2022,PrgP2021-2022
871,Álex Fernández,es ESP,CC,Cádiz,es La Liga,28,1992,22.8,807.0,1042.0,77.4,14636.0,4344.0,360.0,400.0,90.0,312.0,381.0,81.9,105.0,192.0,54.7,2,1.3,1.7,0.7,21.0,83.0,15.0,7.0,122.0
872,Álvaro Fernández,es ESP,PO,Brentford,eng Premier League,23,1998,12.0,336.0,517.0,65.0,8817.0,5774.0,77.0,79.0,97.5,149.0,154.0,96.8,109.0,282.0,38.7,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0
873,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,32,1989,5.8,182.0,211.0,86.3,3540.0,1534.0,60.0,63.0,95.2,99.0,108.0,91.7,21.0,35.0,60.0,0,0.3,0.2,-0.3,1.0,6.0,0.0,0.0,12.0
874,Fernandinho,br BRA,"CC,DF",Manchester City,eng Premier League,36,1985,10.7,746.0,842.0,88.6,12820.0,3829.0,344.0,368.0,93.5,326.0,360.0,90.6,56.0,79.0,70.9,1,1.0,1.1,0.0,10.0,74.0,17.0,1.0,81.0
875,Fernando,br BRA,"CC,DF",Sevilla,es La Liga,34,1987,20.6,1115.0,1253.0,89.0,22507.0,6147.0,376.0,416.0,90.4,564.0,587.0,96.1,163.0,214.0,76.2,1,0.4,0.4,0.6,6.0,82.0,4.0,0.0,86.0
876,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,27,1994,18.3,683.0,823.0,83.0,13341.0,4623.0,197.0,229.0,86.0,418.0,456.0,91.7,59.0,108.0,54.6,0,0.0,0.1,0.0,2.0,37.0,3.0,1.0,39.0
877,Salvador Ferrer,es ESP,"DF,CC",Spezia,it Serie A,23,1998,16.6,573.0,763.0,75.1,10266.0,3534.0,242.0,293.0,82.6,258.0,324.0,79.6,62.0,103.0,60.2,3,1.3,1.3,1.7,15.0,50.0,16.0,11.0,67.0
878,Jordan Ferri,fr FRA,CC,Montpellier,fr Ligue 1,29,1992,32.3,2136.0,2558.0,83.5,39888.0,14656.0,870.0,960.0,90.6,886.0,1002.0,88.4,305.0,457.0,66.7,2,3.4,3.0,-1.4,30.0,221.0,27.0,7.0,290.0
879,Riccardo Fiamozzi,it ITA,DF,Empoli,it Serie A,28,1993,6.9,291.0,387.0,75.2,5066.0,2188.0,134.0,155.0,86.5,105.0,133.0,78.9,36.0,61.0,59.0,1,0.6,0.5,0.4,6.0,23.0,6.0,3.0,23.0
880,Fidel,es ESP,CC,Elche,es La Liga,31,1989,25.1,802.0,1112.0,72.1,12158.0,4732.0,454.0,523.0,86.8,232.0,303.0,76.6,70.0,163.0,42.9,6,4.4,4.1,1.6,40.0,87.0,24.0,10.0,135.0
881,Karol Fila,pl POL,DF,Strasbourg,fr Ligue 1,23,1998,6.2,294.0,377.0,78.0,4658.0,1891.0,156.0,171.0,91.2,123.0,159.0,77.4,12.0,31.0,38.7,0,0.5,0.8,-0.5,2.0,19.0,10.0,3.0,39.0
882,Alfreð Finnbogason,is ISL,DL,Augsburg,de Bundesliga,32,1989,3.2,42.0,68.0,61.8,645.0,190.0,22.0,34.0,64.7,12.0,18.0,66.7,6.0,9.0,66.7,1,0.8,0.8,0.2,5.0,7.0,1.0,0.0,8.0
883,Luca Fiordilino,it ITA,CC,Venezia,it Serie A,25,1996,7.3,260.0,307.0,84.7,4177.0,1037.0,129.0,144.0,89.6,90.0,97.0,92.8,25.0,34.0,73.5,0,0.4,0.3,-0.4,6.0,19.0,4.0,4.0,23.0
884,Vincenzo Fiorillo,it ITA,PO,Salernitana,it Serie A,31,1990,1.0,23.0,31.0,74.2,897.0,732.0,0.0,0.0,0.0,8.0,8.0,100.0,15.0,23.0,65.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,Roberto Firmino,br BRA,DL,Liverpool,eng Premier League,29,1991,11.0,390.0,501.0,77.8,5132.0,1178.0,237.0,266.0,89.1,107.0,150.0,71.3,15.0,21.0,71.4,4,1.7,1.7,2.3,16.0,31.0,12.0,1.0,40.0
886,Junior Firpo,es ESP,"DF,CC",Leeds United,eng Premier League,24,1996,19.0,768.0,952.0,80.7,12029.0,4281.0,417.0,475.0,87.8,299.0,362.0,82.6,38.0,71.0,53.5,2,1.9,1.6,0.1,22.0,70.0,16.0,6.0,111.0
887,Mark Flekken,nl NED,PO,Freiburg,de Bundesliga,28,1993,32.0,915.0,1333.0,68.6,29868.0,22866.0,127.0,129.0,98.4,404.0,412.0,98.1,383.0,786.0,48.7,0,0.0,0.4,0.0,1.0,45.0,3.0,0.0,2.0
888,Ashley Fletcher,eng ENG,DL,Watford,eng Premier League,25,1995,0.3,3.0,7.0,42.9,23.0,10.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889,Alexis Flips,fr FRA,"CC,DF",Reims,fr Ligue 1,21,2000,11.7,310.0,508.0,61.0,5434.0,2092.0,141.0,167.0,84.4,124.0,188.0,66.0,33.0,105.0,31.4,4,3.0,3.1,1.0,29.0,19.0,18.0,10.0,29.0
890,Alessandro Florenzi,it ITA,"DF,DL",Milan,it Serie A,30,1991,12.8,646.0,812.0,79.6,11893.0,3909.0,290.0,316.0,91.8,261.0,302.0,86.4,82.0,151.0,54.3,0,0.9,1.5,-0.9,11.0,62.0,21.0,8.0,68.0
891,Phil Foden,eng ENG,DL,Manchester City,eng Premier League,21,2000,23.6,881.0,1102.0,79.9,12909.0,2621.0,542.0,595.0,91.1,235.0,294.0,79.9,56.0,115.0,48.7,5,6.3,5.3,-1.3,40.0,50.0,37.0,9.0,98.0
892,Mamadou Fofana,ml MLI,DF,Metz,fr Ligue 1,23,1998,0.4,3.0,5.0,60.0,70.0,50.0,1.0,1.0,100.0,1.0,1.0,100.0,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,Seko Fofana,ci CIV,CC,Lens,fr Ligue 1,26,1995,37.3,1574.0,1786.0,88.1,23818.0,4758.0,870.0,945.0,92.1,542.0,607.0,89.3,97.0,131.0,74.0,1,3.1,2.7,-2.1,40.0,99.0,39.0,6.0,178.0
894,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,20,2000,7.0,470.0,528.0,89.0,8686.0,2839.0,168.0,183.0,91.8,266.0,284.0,93.7,29.0,50.0,58.0,0,0.0,0.1,0.0,2.0,25.0,0.0,0.0,28.0
895,Youssouf Fofana,fr FRA,CC,Monaco,fr Ligue 1,22,1999,24.3,895.0,1187.0,75.4,15117.0,4697.0,424.0,517.0,82.0,369.0,439.0,84.1,76.0,162.0,46.9,4,2.6,2.3,1.4,20.0,142.0,23.0,2.0,146.0
896,Thomas Foket,be BEL,"DF,DL",Reims,fr Ligue 1,26,1994,24.8,834.0,1076.0,77.5,13826.0,4823.0,434.0,479.0,90.6,300.0,390.0,76.9,80.0,145.0,55.2,0,1.6,2.0,-1.6,19.0,42.0,24.0,13.0,72.0
897,Thomas Fontaine,mg MAD,DF,Lorient,fr Ligue 1,30,1991,1.9,49.0,57.0,86.0,1002.0,408.0,18.0,18.0,100.0,21.0,25.0,84.0,8.0,9.0,88.9,0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0
898,José Fontán,es ESP,DF,Celta Vigo,es La Liga,21,2000,3.1,170.0,205.0,82.9,3299.0,776.0,61.0,68.0,89.7,86.0,99.0,86.9,21.0,34.0,61.8,0,0.1,0.1,-0.1,2.0,4.0,2.0,2.0,7.0
899,José Fonte,pt POR,DF,Lille,fr Ligue 1,37,1983,38.0,1821.0,2097.0,86.8,37156.0,12895.0,576.0,646.0,89.2,946.0,1013.0,93.4,266.0,369.0,72.1,2,1.1,0.7,0.9,10.0,118.0,5.0,2.0,117.0
900,Fernando Forestieri,it ITA,"DL,CC",Udinese,it Serie A,31,1990,0.6,18.0,24.0,75.0,224.0,91.0,12.0,12.0,100.0,3.0,6.0,50.0,1.0,3.0,33.3,1,0.0,0.4,1.0,1.0,2.0,2.0,1.0,3.0
901,Pablo Fornals,es ESP,"DL,CC",West Ham,eng Premier League,25,1996,31.1,1052.0,1417.0,74.2,17266.0,5582.0,529.0,613.0,86.3,363.0,484.0,75.0,111.0,205.0,54.1,3,6.3,4.5,-3.3,48.0,111.0,51.0,8.0,191.0
902,Emil Forsberg,se SWE,CC,RB Leipzig,de Bundesliga,29,1991,19.0,624.0,766.0,81.5,8731.0,2325.0,357.0,406.0,87.9,191.0,225.0,84.9,30.0,61.0,49.2,2,3.5,3.4,-1.5,24.0,53.0,33.0,2.0,80.0
903,Adam Forshaw,eng ENG,CC,Leeds United,eng Premier League,29,1991,17.0,695.0,842.0,82.5,11652.0,3225.0,342.0,389.0,87.9,253.0,290.0,87.2,73.0,103.0,70.9,1,1.0,0.7,0.0,13.0,68.0,8.0,0.0,80.0
904,Marcus Forss,fi FIN,"DL,CC",Brentford,eng Premier League,22,1999,2.3,22.0,38.0,57.9,341.0,115.0,12.0,19.0,63.2,5.0,9.0,55.6,3.0,3.0,100.0,1,0.2,0.0,0.8,1.0,5.0,1.0,0.0,6.0
905,Fraser Forster,eng ENG,PO,Southampton,eng Premier League,33,1988,19.0,360.0,603.0,59.7,11459.0,8540.0,48.0,49.0,98.0,167.0,173.0,96.5,144.0,377.0,38.2,0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
906,Philipp Förster,de GER,"CC,DL",Stuttgart,de Bundesliga,26,1995,10.7,377.0,444.0,84.9,5090.0,1267.0,222.0,243.0,91.4,114.0,129.0,88.4,16.0,18.0,88.9,1,1.3,1.8,-0.3,9.0,33.0,14.0,3.0,46.0
907,Francesco Forte,it ITA,DL,Venezia,it Serie A,28,1993,4.7,52.0,75.0,69.3,672.0,159.0,31.0,42.0,73.8,19.0,27.0,70.4,0.0,1.0,0.0,0,0.6,0.1,-0.6,4.0,2.0,3.0,0.0,7.0
908,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,29,1992,1.0,27.0,28.0,96.4,602.0,188.0,8.0,8.0,100.0,11.0,11.0,100.0,8.0,9.0,88.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
909,Ben Foster,eng ENG,PO,Watford,eng Premier League,38,1983,26.0,428.0,886.0,48.3,16732.0,14440.0,38.0,39.0,97.4,137.0,148.0,92.6,253.0,692.0,36.6,1,0.1,0.1,0.9,1.0,33.0,1.0,0.0,0.0
910,Tariqe Fosu,gh GHA,DF,Brentford,eng Premier League,25,1995,0.2,6.0,7.0,85.7,103.0,13.0,2.0,2.0,100.0,4.0,5.0,80.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
911,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,23,1998,1.6,73.0,94.0,77.7,1150.0,452.0,39.0,46.0,84.8,23.0,32.0,71.9,8.0,11.0,72.7,0,0.7,0.6,-0.7,2.0,2.0,2.0,2.0,2.0
1825,Dimitri Foulquier,fr FRA,DF,Granada,es La Liga,28,1993,28.0,748.0,1086.0,133.1,12649.0,5556.0,374.0,434.0,170.2,296.0,412.0,137.2,61.0,160.0,58.7,1,0.6,0.7,0.4,12.0,69.0,13.0,8.0,84.0
914,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,23,1998,21.4,982.0,1178.0,83.4,16074.0,6119.0,491.0,546.0,89.9,410.0,486.0,84.4,68.0,100.0,68.0,1,1.1,0.9,-0.1,10.0,78.0,11.0,1.0,91.0
915,Gianluca Frabotta,it ITA,"DF,CC",Hellas Verona,it Serie A,22,1999,0.2,4.0,10.0,40.0,53.0,31.0,1.0,4.0,25.0,2.0,4.0,50.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
916,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,25,1995,9.4,297.0,445.0,66.7,5006.0,2451.0,148.0,186.0,79.6,105.0,155.0,67.7,34.0,77.0,44.2,0,0.6,0.8,-0.6,12.0,28.0,16.0,10.0,36.0
917,Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,26,1995,27.2,1156.0,1449.0,79.8,17885.0,4839.0,604.0,677.0,89.2,435.0,534.0,81.5,70.0,116.0,60.3,5,3.7,3.5,1.3,37.0,60.0,33.0,10.0,89.0
918,Enric Franquesa,es ESP,"DF,DL",Levante,es La Liga,24,1997,6.9,198.0,263.0,75.3,2823.0,876.0,124.0,136.0,91.2,62.0,84.0,73.8,8.0,19.0,42.1,0,0.1,0.2,-0.1,3.0,11.0,3.0,1.0,15.0
919,Fransérgio,br BRA,CC,Bordeaux,fr Ligue 1,30,1990,14.0,379.0,533.0,71.1,7089.0,1936.0,157.0,208.0,75.5,146.0,185.0,78.9,59.0,96.0,61.5,1,0.4,0.2,0.6,8.0,46.0,2.0,0.0,46.0
920,Ryan Fraser,sct SCO,"DL,CC",Newcastle Utd,eng Premier League,27,1994,16.3,334.0,482.0,69.3,5352.0,1620.0,197.0,234.0,84.2,86.0,128.0,67.2,40.0,84.0,47.6,3,2.1,2.3,0.9,25.0,18.0,24.0,15.0,34.0
921,Davide Frattesi,it ITA,CC,Sassuolo,it Serie A,21,1999,31.7,1035.0,1249.0,82.9,15946.0,3992.0,565.0,644.0,87.7,369.0,420.0,87.9,61.0,88.0,69.3,3,3.6,2.1,-0.6,30.0,86.0,21.0,3.0,113.0
922,Fred,br BRA,CC,Manchester Utd,eng Premier League,28,1993,22.5,1137.0,1358.0,83.7,18842.0,5515.0,547.0,626.0,87.4,448.0,506.0,88.5,92.0,118.0,78.0,4,2.2,3.0,1.8,28.0,131.0,13.0,1.0,138.0
923,Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,28,1992,3.4,113.0,150.0,75.3,1514.0,465.0,72.0,85.0,84.7,34.0,48.0,70.8,3.0,6.0,50.0,0,0.1,0.1,-0.1,2.0,2.0,2.0,1.0,6.0
924,Morten Frendrup,dk DEN,"DF,CC",Genoa,it Serie A,20,2001,7.7,239.0,349.0,68.5,3865.0,1541.0,114.0,141.0,80.9,92.0,127.0,72.4,21.0,44.0,47.7,0,0.4,0.3,-0.4,4.0,22.0,4.0,2.0,25.0
925,Remo Freuler,ch SUI,CC,Atalanta,it Serie A,29,1992,26.3,1486.0,1728.0,86.0,23572.0,7197.0,728.0,796.0,91.5,621.0,697.0,89.1,85.0,131.0,64.9,3,1.3,2.6,1.7,23.0,178.0,38.0,4.0,208.0
1853,Marvin Friedrich,de GER,DF,M'Gladbach,de Bundesliga,25,1995,19.7,888.0,1107.0,162.60000000000002,17365.0,6797.0,286.0,326.0,176.0,508.0,562.0,181.60000000000002,89.0,192.0,98.69999999999999,0,0.9,1.9000000000000001,-0.9,5.0,50.0,4.0,2.0,57.0
928,Jeremie Frimpong,nl NED,DF,Leverkusen,de Bundesliga,20,2000,22.8,970.0,1211.0,80.1,14028.0,3966.0,580.0,653.0,88.8,311.0,379.0,82.1,51.0,101.0,50.5,6,4.2,4.3,1.8,30.0,45.0,22.0,10.0,70.0
929,Christian Früchtl,de GER,PO,Bayern Munich,de Bundesliga,21,2000,0.1,4.0,4.0,100.0,72.0,50.0,3.0,3.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930,Jorge de Frutos,es ESP,"CC,DL",Levante,es La Liga,24,1997,19.6,320.0,499.0,64.1,5109.0,1866.0,177.0,221.0,80.1,98.0,149.0,65.8,28.0,65.0,43.1,7,3.3,3.2,3.7,22.0,26.0,26.0,11.0,49.0
931,Leo Fuhr Hjelde,no NOR,"CC,DF",Leeds United,eng Premier League,17,2003,1.7,79.0,108.0,73.1,1120.0,430.0,48.0,57.0,84.2,22.0,32.0,68.8,5.0,13.0,38.5,0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0
932,Chris Führich,de GER,"DL,CC",Stuttgart,de Bundesliga,23,1998,19.0,553.0,698.0,79.2,8245.0,2406.0,292.0,331.0,88.2,173.0,212.0,81.6,42.0,77.0,54.5,2,4.2,4.9,-2.2,32.0,39.0,28.0,5.0,69.0
933,Angelo Fulgini,fr FRA,"CC,DL",Angers,fr Ligue 1,24,1996,32.5,1108.0,1376.0,80.5,16460.0,4014.0,574.0,638.0,90.0,382.0,468.0,81.6,72.0,134.0,53.7,4,4.0,3.1,0.0,48.0,91.0,26.0,8.0,147.0
934,Marius Funk,de GER,PO,Greuther Fürth,de Bundesliga,25,1996,8.0,225.0,361.0,62.3,7130.0,5241.0,34.0,34.0,100.0,101.0,103.0,98.1,89.0,218.0,40.8,0,0.2,0.0,-0.2,3.0,9.0,0.0,0.0,0.0
935,Stephan Fürstner,de GER,CC,Mainz 05,de Bundesliga,33,1987,0.1,1.0,4.0,25.0,14.0,14.0,1.0,1.0,100.0,0.0,2.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
936,Matteo Gabbia,it ITA,DF,Milan,it Serie A,21,1999,6.0,377.0,437.0,86.3,7780.0,2598.0,104.0,119.0,87.4,211.0,227.0,93.0,59.0,84.0,70.2,0,0.1,0.1,-0.1,1.0,21.0,2.0,0.0,22.0
937,Manolo Gabbiadini,it ITA,"DL,CC",Sampdoria,it Serie A,29,1991,12.7,213.0,338.0,63.0,2869.0,943.0,129.0,167.0,77.2,58.0,93.0,62.4,11.0,38.0,28.9,2,2.0,1.4,0.0,17.0,20.0,11.0,4.0,29.0
938,Mijat Gaćinović,rs SRB,"DL,CC",Hoffenheim,de Bundesliga,26,1995,1.2,39.0,53.0,73.6,658.0,255.0,16.0,19.0,84.2,18.0,20.0,90.0,4.0,8.0,50.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
939,Gianluca Gaetano,it ITA,CC,Napoli,it Serie A,21,2000,0.2,9.0,12.0,75.0,113.0,31.0,6.0,7.0,85.7,3.0,3.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
940,Luca Gagliano,it ITA,"DL,DF",Cagliari,it Serie A,21,2000,0.1,3.0,6.0,50.0,51.0,5.0,1.0,1.0,100.0,2.0,4.0,50.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
941,Roberto Gagliardini,it ITA,CC,Inter,it Serie A,27,1994,7.2,285.0,336.0,84.8,4261.0,1080.0,167.0,186.0,89.8,99.0,113.0,87.6,13.0,22.0,59.1,2,1.5,0.8,0.5,6.0,27.0,3.0,0.0,33.0
942,Riccardo Gagliolo,se SWE,DF,Salernitana,it Serie A,31,1990,12.6,392.0,510.0,76.9,7567.0,3287.0,134.0,166.0,80.7,199.0,239.0,83.3,50.0,82.0,61.0,1,0.6,0.3,0.4,2.0,37.0,3.0,3.0,46.0
943,Javi Galán,es ESP,DF,Celta Vigo,es La Liga,26,1994,36.6,1697.0,2182.0,77.8,27626.0,8103.0,831.0,941.0,88.3,679.0,834.0,81.4,124.0,260.0,47.7,3,2.4,3.1,0.6,23.0,73.0,38.0,26.0,104.0
944,Iñigo Ruiz de Galarreta,es ESP,CC,Mallorca,es La Liga,27,1993,15.3,616.0,761.0,80.9,10417.0,3377.0,295.0,333.0,88.6,233.0,279.0,83.5,63.0,93.0,67.7,0,0.6,1.1,-0.6,11.0,86.0,12.0,1.0,105.0
945,Nicolas Galazzi,it ITA,CC,Venezia,it Serie A,20,2000,0.2,5.0,8.0,62.5,68.0,14.0,2.0,3.0,66.7,3.0,4.0,75.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
946,Pablo Galdames Millán,cl CHI,CC,Genoa,it Serie A,24,1996,11.4,324.0,443.0,73.1,5772.0,2027.0,142.0,172.0,82.6,130.0,168.0,77.4,41.0,74.0,55.4,0,1.0,1.5,-1.0,13.0,26.0,9.0,3.0,45.0
947,Thiago Galhardo,br BRA,"DL,CC",Celta Vigo,es La Liga,32,1989,12.8,170.0,276.0,61.6,2103.0,626.0,102.0,137.0,74.5,37.0,68.0,54.4,7.0,15.0,46.7,2,1.9,1.6,0.1,12.0,12.0,12.0,2.0,23.0
948,Conor Gallagher,eng ENG,CC,Crystal Palace,eng Premier League,21,2000,31.6,890.0,1188.0,74.9,14543.0,3809.0,443.0,517.0,85.7,305.0,386.0,79.0,88.0,173.0,50.9,3,3.1,3.1,-0.1,38.0,86.0,20.0,9.0,94.0
949,Gauthier Gallon,fr FRA,PO,Troyes,fr Ligue 1,28,1993,31.0,755.0,1062.0,71.1,21393.0,15894.0,155.0,157.0,98.7,314.0,321.0,97.8,277.0,573.0,48.3,0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
950,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,31,1989,19.1,694.0,984.0,70.5,14026.0,6486.0,243.0,274.0,88.7,325.0,440.0,73.9,116.0,226.0,51.3,0,0.9,1.7,-0.9,13.0,74.0,18.0,11.0,74.0
951,Kévin Gameiro,fr FRA,DL,Strasbourg,fr Ligue 1,34,1987,26.5,628.0,802.0,78.3,7763.0,1157.0,403.0,468.0,86.1,154.0,192.0,80.2,20.0,35.0,57.1,3,3.0,3.4,0.0,28.0,20.0,23.0,1.0,62.0
952,Idrissa Gana Gueye,sn SEN,CC,Paris S-G,fr Ligue 1,31,1989,18.2,1298.0,1394.0,93.1,19520.0,5530.0,697.0,734.0,95.0,469.0,494.0,94.9,68.0,76.0,89.5,1,1.7,1.3,-0.7,15.0,138.0,7.0,0.0,132.0
953,Ignatius Ganago,cm CMR,DL,Lens,fr Ligue 1,22,1999,11.4,142.0,196.0,72.4,1845.0,236.0,78.0,100.0,78.0,43.0,57.0,75.4,5.0,9.0,55.6,1,1.1,0.5,-0.1,11.0,8.0,4.0,0.0,14.0
954,Silvère Ganvoula M'Boussy,cg CGO,DL,Bochum,de Bundesliga,25,1996,1.7,34.0,59.0,57.6,529.0,85.0,18.0,31.0,58.1,12.0,18.0,66.7,2.0,3.0,66.7,0,0.0,0.1,0.0,0.0,2.0,0.0,0.0,7.0
955,Álvaro García,es ESP,"DL,CC",Rayo Vallecano,es La Liga,28,1992,33.3,640.0,1046.0,61.2,10222.0,3488.0,325.0,421.0,77.2,225.0,349.0,64.5,57.0,164.0,34.8,4,4.7,6.8,-0.7,43.0,35.0,51.0,28.0,86.0
956,Dani García,es ESP,CC,Athletic Club,es La Liga,31,1990,24.2,804.0,1036.0,77.6,14471.0,4403.0,334.0,403.0,82.9,343.0,405.0,84.7,90.0,161.0,55.9,0,0.6,1.3,-0.6,9.0,92.0,7.0,1.0,115.0
957,David García,es ESP,DF,Osasuna,es La Liga,27,1994,34.5,1169.0,1466.0,79.7,24413.0,10143.0,329.0,404.0,81.4,654.0,749.0,87.3,174.0,284.0,61.3,0,0.5,0.8,-0.5,9.0,101.0,1.0,0.0,117.0
958,Eric García,es ESP,DF,Barcelona,es La Liga,20,2001,22.7,1568.0,1689.0,92.8,29467.0,10517.0,565.0,596.0,94.8,844.0,885.0,95.4,139.0,172.0,80.8,0,0.1,0.7,-0.1,4.0,157.0,3.0,0.0,137.0
959,Fran Garcia,es ESP,DF,Rayo Vallecano,es La Liga,21,1999,33.6,1310.0,1690.0,77.5,21253.0,7515.0,667.0,734.0,90.9,515.0,647.0,79.6,95.0,213.0,44.6,0,1.7,2.0,-1.7,29.0,96.0,35.0,22.0,133.0
960,Joan García,es ESP,PO,Espanyol,es La Liga,20,2001,1.2,27.0,34.0,79.4,685.0,509.0,8.0,8.0,100.0,12.0,12.0,100.0,6.0,13.0,46.2,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
961,Manu García,es ESP,CC,Alavés,es La Liga,23,1998,12.0,437.0,578.0,75.6,8330.0,2818.0,207.0,240.0,86.3,150.0,179.0,83.8,72.0,131.0,55.0,1,1.1,1.7,-0.1,19.0,72.0,13.0,4.0,79.0
962,Raúl García,es ESP,DL,Athletic Club,es La Liga,35,1986,20.0,364.0,609.0,59.8,5420.0,1852.0,215.0,285.0,75.4,112.0,205.0,54.6,21.0,57.0,36.8,2,2.7,1.7,-0.7,18.0,40.0,17.0,2.0,87.0
963,Rubén García,es ESP,"CC,DL",Osasuna,es La Liga,28,1993,26.4,899.0,1268.0,70.9,15312.0,4754.0,466.0,550.0,84.7,278.0,390.0,71.3,109.0,219.0,49.8,6,3.4,4.2,2.6,58.0,64.0,50.0,21.0,96.0
964,Saúl García,es ESP,CC,Alavés,es La Liga,26,1994,0.0,1.0,3.0,33.3,32.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965,Unai García,es ESP,DF,Osasuna,es La Liga,29,1992,15.6,411.0,555.0,74.1,9682.0,3347.0,95.0,109.0,87.2,227.0,275.0,82.5,87.0,162.0,53.7,0,0.1,0.1,-0.1,3.0,43.0,2.0,0.0,37.0
966,Alejandro Garnacho,ar ARG,"DL,CC",Manchester Utd,eng Premier League,17,2004,0.1,3.0,3.0,100.0,22.0,1.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
967,Mario Gaspar,es ESP,DF,Villarreal,es La Liga,30,1990,6.9,295.0,370.0,79.7,4777.0,1922.0,159.0,176.0,90.3,111.0,132.0,84.1,20.0,43.0,46.5,0,0.6,0.9,-0.6,5.0,20.0,5.0,2.0,22.0
968,Djeidi Gassama,fr FRA,DL,Paris S-G,fr Ligue 1,17,2003,0.0,2.0,2.0,100.0,23.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969,Johan Gastien,fr FRA,CC,Clermont Foot,fr Ligue 1,33,1988,30.5,2160.0,2635.0,82.0,44870.0,16624.0,780.0,895.0,87.2,919.0,1032.0,89.1,413.0,598.0,69.1,1,1.8,2.6,-0.8,25.0,233.0,22.0,5.0,227.0
970,Gavi,es ESP,"CC,DL",Barcelona,es La Liga,16,2004,25.7,1086.0,1262.0,86.1,14787.0,2659.0,658.0,697.0,94.4,300.0,350.0,85.7,55.0,88.0,62.5,5,3.2,4.1,1.8,20.0,104.0,25.0,6.0,115.0
971,Dwight Gayle,eng ENG,"DL,DF",Newcastle Utd,eng Premier League,30,1990,0.4,13.0,16.0,81.3,104.0,12.0,11.0,12.0,91.7,0.0,1.0,0.0,0.0,0.0,0.0,0,0.3,0.1,-0.3,2.0,1.0,0.0,0.0,0.0
972,Jean-Philippe Gbamin,ci CIV,CC,Everton,eng Premier League,25,1995,0.7,16.0,22.0,72.7,207.0,38.0,11.0,13.0,84.6,4.0,6.0,66.7,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
973,David de Gea,es ESP,PO,Manchester Utd,eng Premier League,30,1990,38.0,677.0,924.0,73.3,16463.0,11234.0,176.0,178.0,98.9,332.0,343.0,96.8,166.0,397.0,41.8,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
