Unnamed: 0,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,Gls.2017-2018,Dis2017-2018,DaP2017-2018,% de TT2017-2018,T/902017-2018,TalArc/902017-2018,G/T2017-2018,G/TalArc2017-2018,Dist2017-2018,FK2017-2018,TP2017-2018,TPint2017-2018,xG2017-2018,npxG2017-2018,npxG/Sh2017-2018,G-xG2017-2018,np:G-xG2017-2018,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,Gls.2018-2019,Dis2018-2019,DaP2018-2019,% de TT2018-2019,T/902018-2019,TalArc/902018-2019,G/T2018-2019,G/TalArc2018-2019,Dist2018-2019,FK2018-2019,TP2018-2019,TPint2018-2019,xG2018-2019,npxG2018-2019,npxG/Sh2018-2019,G-xG2018-2019,np:G-xG2018-2019,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,90 s2019-2020,Gls.2019-2020,Dis2019-2020,DaP2019-2020,% de TT2019-2020,T/902019-2020,TalArc/902019-2020,G/T2019-2020,G/TalArc2019-2020,Dist2019-2020,FK2019-2020,TP2019-2020,TPint2019-2020,xG2019-2020,npxG2019-2020,npxG/Sh2019-2020,G-xG2019-2020,np:G-xG2019-2020,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,90 s2020-2021,Gls.2020-2021,Dis2020-2021,DaP2020-2021,% de TT2020-2021,T/902020-2021,TalArc/902020-2021,G/T2020-2021,G/TalArc2020-2021,Dist2020-2021,FK2020-2021,TP2020-2021,TPint2020-2021,xG2020-2021,npxG2020-2021,npxG/Sh2020-2021,G-xG2020-2021,np:G-xG2020-2021,País2021-2022,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,Nacimiento2021-2022,90 s2021-2022,Gls.2021-2022,Dis2021-2022,DaP2021-2022,% de TT2021-2022,T/902021-2022,TalArc/902021-2022,G/T2021-2022,G/TalArc2021-2022,Dist2021-2022,FK2021-2022,TP2021-2022,TPint2021-2022,xG2021-2022,npxG2021-2022,npxG/Sh2021-2022,G-xG2021-2022,np:G-xG2021-2022,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,Gls.2022-2023,Dis2022-2023,DaP2022-2023,% de TT2022-2023,T/902022-2023,TalArc/902022-2023,G/T2022-2023,G/TalArc2022-2023,Dist2022-2023,FK2022-2023,TP2022-2023,TPint2022-2023,xG2022-2023,npxG2022-2023,npxG/Sh2022-2023,G-xG2022-2023,np:G-xG2022-2023
23,Martin Agirregabiria,43,4,2,4,21.0,1996.0,20.3,0.0,3.0,1.0,33.3,0.15,0.05,0.0,0.0,36.8,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1,43,4,2,4,22.0,1996.0,22.6,0.0,1.0,0.0,0.0,0.04,0.0,0.0,0.0,23.8,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,43,4,2,4,23.0,1996.0,23.3,1.0,3.0,1.0,33.3,0.13,0.04,0.33,1.0,24.1,0.0,0.0,0.0,0.8,0.8,0.26,0.2,0.2,43,5,2,4,24.0,1996.0,17.3,0.0,2.0,0.0,0.0,0.12,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1,43,4,2,4,25.0,1996.0,18.0,0.0,4.0,0.0,0.0,0.22,0.0,0.0,0.0,19.1,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Imanol Agirretxe,43,8,109,4,30.0,1987.0,2.6,0.0,6.0,2.0,33.3,2.33,0.78,0.0,0.0,10.4,0.0,0.0,0.0,1.2,1.2,0.19,-1.2,-1.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Sergio Agüero,6,8,85,3,29.0,1988.0,21.8,21.0,90.0,38.0,42.2,4.13,1.74,0.19,0.45,13.9,1.0,4.0,4.0,16.2,13.1,0.15,4.8,3.9,6,8,85,3,30.0,1988.0,27.3,21.0,116.0,41.0,35.3,4.25,1.5,0.16,0.46,15.0,3.0,2.0,2.0,18.1,16.5,0.14,2.9,2.5,6,8,85,3,31.0,1988.0,16.1,16.0,73.0,24.0,32.9,4.52,1.49,0.19,0.58,13.7,0.0,2.0,3.0,14.5,12.1,0.17,1.5,1.9,6,8,85,3,32.0,1988.0,6.2,4.0,17.0,10.0,58.8,2.74,1.61,0.18,0.3,14.6,0.0,1.0,2.0,3.5,1.9,0.11,0.5,1.1,6,8,14,4,33.0,1988.0,1.7,1.0,6.0,1.0,16.7,3.58,0.6,0.17,1.0,12.0,0.0,0.0,0.0,1.0,1.0,0.17,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Ruben Aguilar,46,4,91,5,24.0,1993.0,27.3,0.0,16.0,4.0,25.0,0.59,0.15,0.0,0.0,18.6,0.0,0.0,0.0,0.7,0.7,0.05,-0.7,-0.7,46,4,91,5,25.0,1993.0,28.1,1.0,13.0,4.0,30.8,0.46,0.14,0.08,0.25,20.1,0.0,0.0,0.0,0.9,0.9,0.07,0.1,0.1,46,4,90,5,26.0,1993.0,11.9,0.0,6.0,2.0,33.3,0.5,0.17,0.0,0.0,22.6,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,46,5,90,5,27.0,1993.0,24.7,1.0,8.0,3.0,37.5,0.32,0.12,0.13,0.33,11.0,0.0,0.0,0.0,0.9,0.9,0.11,0.1,0.1,46,4,90,5,28.0,1993.0,23.8,0.0,10.0,2.0,20.0,0.42,0.08,0.0,0.0,22.8,0.0,0.0,0.0,0.3,0.3,0.03,-0.3,-0.3,46,4,90,5,29.0,1993.0,13.0,0.0,4.0,2.0,50.0,0.31,0.15,0.0,0.0,17.5,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2
27,Matías Aguirregaray,130,4,69,4,28.0,1989.0,12.8,0.0,9.0,0.0,0.0,0.7,0.0,0.0,0.0,21.1,0.0,0.0,0.0,0.6,0.6,0.07,-0.6,-0.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Jean-Eudes Aholou,24,1,124,5,23.0,1994.0,33.4,5.0,39.0,7.0,17.9,1.17,0.21,0.13,0.71,23.8,0.0,0.0,0.0,2.2,2.2,0.06,2.8,2.8,24,1,90,5,24.0,1994.0,11.9,0.0,13.0,3.0,23.1,1.09,0.25,0.0,0.0,18.8,0.0,0.0,0.0,0.8,0.8,0.06,-0.8,-0.8,24,1,114,5,25.0,1994.0,7.0,1.0,10.0,4.0,40.0,1.43,0.57,0.1,0.25,17.7,0.0,0.0,0.0,0.7,0.7,0.07,0.3,0.3,24,1,124,5,26.0,1994.0,24.2,2.0,33.0,7.0,69.4,6.3,2.75,0.06,0.33,38.1,0.0,0.0,0.0,2.4,2.2,0.12,-0.4,-0.2,24,1,124,5,27.0,1994.0,11.2,1.0,17.0,2.0,11.8,1.52,0.18,0.06,0.5,21.2,0.0,0.0,0.0,1.9,1.9,0.11,-0.9,-0.9,24,1,124,5,28.0,1994.0,14.4,3.0,21.0,8.0,38.1,1.45,0.55,0.14,0.38,25.0,0.0,0.0,0.0,1.2,1.2,0.06,1.8,1.8
29,Ailton,17,5,125,2,22.0,1995.0,1.2,0.0,1.0,0.0,0.0,0.83,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Youssef Aït Bennasser,85,1,27,5,21.0,1996.0,22.7,0.0,23.0,3.0,13.0,1.01,0.13,0.0,0.0,31.5,0.0,0.0,0.0,0.7,0.7,0.03,-0.7,-0.7,85,1,114,5,22.0,1996.0,22.3,0.0,15.0,2.0,26.8,1.34,0.18,0.0,0.0,55.5,0.0,0.0,0.0,0.6,0.6,0.07,-0.6,-0.6,85,1,20,5,23.0,1996.0,6.0,0.0,2.0,0.0,0.0,0.34,0.0,0.0,0.0,30.5,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Arlind Ajeti,3,4,35,6,23.0,1993.0,14.1,0.0,8.0,0.0,0.0,0.57,0.0,0.0,0.0,19.5,0.0,0.0,0.0,0.9,0.9,0.12,-0.9,-0.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Manuel Akanji,23,4,39,2,22.0,1995.0,10.0,0.0,5.0,2.0,40.0,0.5,0.2,0.0,0.0,20.3,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,23,4,39,2,23.0,1995.0,24.5,1.0,7.0,2.0,28.6,0.29,0.08,0.14,0.5,13.2,0.0,0.0,0.0,0.5,0.5,0.07,0.5,0.5,23,4,39,2,24.0,1995.0,25.7,0.0,8.0,2.0,25.0,0.31,0.08,0.0,0.0,21.2,0.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4,23,4,39,2,25.0,1995.0,26.1,2.0,19.0,4.0,21.1,0.73,0.15,0.11,0.5,13.9,0.0,0.0,0.0,1.7,1.7,0.09,0.3,0.3,23,4,39,2,26.0,1995.0,25.1,1.0,13.0,3.0,23.1,0.52,0.12,0.08,0.33,11.2,1.0,0.0,0.0,1.9,1.9,0.15,-0.9,-0.9,23,4,85,3,27.0,1995.0,25.4,0.0,15.0,2.0,13.3,0.59,0.08,0.0,0.0,15.9,0.0,0.0,0.0,1.3,1.3,0.09,-1.3,-1.3
33,Nathan Aké,101,4,21,3,22.0,1995.0,37.3,2.0,18.0,8.0,44.4,0.48,0.21,0.11,0.25,11.2,0.0,0.0,0.0,1.4,1.4,0.08,0.6,0.6,101,4,21,3,23.0,1995.0,37.9,4.0,25.0,8.0,32.0,0.66,0.21,0.16,0.5,9.4,0.0,0.0,0.0,3.4,3.4,0.13,0.6,0.6,101,4,21,3,24.0,1995.0,27.8,2.0,25.0,7.0,28.0,0.9,0.25,0.08,0.29,10.3,0.0,0.0,0.0,3.0,3.0,0.12,-1.0,-1.0,101,4,85,3,25.0,1995.0,8.9,1.0,3.0,1.0,33.3,0.34,0.11,0.33,1.0,15.5,0.0,0.0,0.0,0.3,0.3,0.09,0.7,0.7,101,4,85,3,26.0,1995.0,10.3,2.0,5.0,2.0,40.0,0.49,0.2,0.4,1.0,7.3,0.0,0.0,0.0,0.7,0.7,0.13,1.3,1.3,101,4,85,3,27.0,1995.0,20.8,1.0,9.0,2.0,22.2,0.43,0.1,0.11,0.5,10.5,0.0,0.0,0.0,1.6,1.6,0.17,-0.6,-0.6
34,Ager Aketxe,43,1,10,4,23.0,1993.0,0.4,0.0,2.0,0.0,0.0,4.86,0.0,0.0,0.0,26.2,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Chadrac Akolo,20,3,125,2,22.0,1995.0,12.2,5.0,32.0,15.0,46.9,2.61,1.23,0.16,0.33,18.0,0.0,0.0,1.0,4.7,4.0,0.12,0.3,1.0,20,3,125,2,23.0,1995.0,5.8,0.0,14.0,3.0,21.4,2.4,0.51,0.0,0.0,20.2,0.0,0.0,0.0,0.9,0.9,0.07,-0.9,-0.9,20,9,4,5,24.0,1995.0,6.0,2.0,9.0,4.0,44.4,1.49,0.66,0.22,0.5,19.1,0.0,0.0,0.0,1.1,1.1,0.13,0.9,0.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Kevin Akpoguma,99,4,62,2,22.0,1995.0,18.8,0.0,5.0,2.0,40.0,0.27,0.11,0.0,0.0,20.4,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2,99,4,62,2,23.0,1995.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,4,62,2,24.0,1995.0,12.7,0.0,2.0,0.0,0.0,0.16,0.0,0.0,0.0,19.5,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1,99,4,62,2,25.0,1995.0,13.2,1.0,2.0,2.0,100.0,0.15,0.15,0.5,0.5,21.0,0.0,0.0,0.0,0.1,0.1,0.04,0.9,0.9,99,6,62,2,26.0,1995.0,17.0,2.0,12.0,4.0,33.3,0.71,0.24,0.17,0.5,12.8,0.0,0.0,0.0,1.2,1.2,0.1,0.8,0.8,99,4,62,2,27.0,1995.0,21.7,0.0,8.0,1.0,12.5,0.37,0.05,0.0,0.0,19.3,0.0,0.0,0.0,0.6,0.6,0.08,-0.6,-0.6
37,David Alaba,7,4,15,2,25.0,1992.0,17.2,2.0,24.0,7.0,29.2,1.39,0.41,0.08,0.29,26.9,8.0,0.0,0.0,1.3,1.3,0.05,0.7,0.7,7,4,15,2,26.0,1992.0,28.1,3.0,47.0,16.0,34.0,1.67,0.57,0.06,0.19,25.8,16.0,0.0,0.0,3.2,3.2,0.07,-0.2,-0.2,7,4,15,2,27.0,1992.0,27.8,1.0,19.0,7.0,36.8,0.68,0.25,0.05,0.14,25.7,6.0,0.0,0.0,1.0,1.0,0.05,0.0,0.0,7,5,15,2,28.0,1992.0,29.7,2.0,21.0,6.0,28.6,0.71,0.2,0.1,0.33,23.9,3.0,0.0,0.0,1.2,1.2,0.06,0.8,0.8,7,4,108,4,29.0,1992.0,29.4,2.0,21.0,7.0,33.3,0.72,0.24,0.1,0.29,21.8,7.0,0.0,0.0,1.6,1.6,0.09,0.4,0.4,7,4,108,4,30.0,1992.0,20.4,1.0,14.0,3.0,21.4,0.69,0.15,0.07,0.33,19.8,5.0,0.0,0.0,0.8,0.8,0.06,0.2,0.2
38,Lucas Alario,6,8,77,2,24.0,1992.0,17.2,9.0,56.0,20.0,35.7,3.25,1.16,0.14,0.4,13.1,1.0,1.0,2.0,10.5,8.9,0.16,-1.5,-0.9,6,9,77,2,25.0,1992.0,14.1,9.0,43.0,16.0,37.2,3.06,1.14,0.21,0.56,11.7,0.0,0.0,0.0,6.7,6.7,0.15,2.3,2.3,6,8,77,2,26.0,1992.0,13.0,7.0,49.0,18.0,36.7,3.76,1.38,0.12,0.33,12.7,0.0,1.0,1.0,7.3,6.5,0.13,-0.3,-0.5,6,8,77,2,27.0,1992.0,13.8,11.0,39.0,18.0,46.2,2.82,1.3,0.23,0.5,13.4,0.0,2.0,2.0,7.2,5.7,0.14,3.8,3.3,6,8,77,2,28.0,1992.0,7.3,6.0,22.0,13.0,59.1,3.02,1.79,0.27,0.46,11.7,0.0,0.0,1.0,6.0,5.2,0.24,0.0,0.8,6,9,42,2,29.0,1992.0,3.7,1.0,11.0,4.0,36.4,2.99,1.09,0.09,0.25,14.7,0.0,0.0,0.0,1.4,1.4,0.13,-0.4,-0.4
39,David Alba,43,4,53,4,18.0,1999.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Jordi Alba,43,4,14,4,28.0,1989.0,30.5,2.0,15.0,5.0,33.3,0.49,0.16,0.13,0.4,14.4,0.0,0.0,0.0,2.1,2.1,0.14,-0.1,-0.1,43,4,14,4,29.0,1989.0,33.2,2.0,13.0,4.0,30.8,0.39,0.12,0.15,0.5,14.7,0.0,0.0,0.0,1.8,1.8,0.14,0.2,0.2,43,4,14,4,30.0,1989.0,24.3,2.0,7.0,3.0,42.9,0.29,0.12,0.29,0.67,16.4,0.0,0.0,0.0,1.4,1.4,0.2,0.6,0.6,43,6,14,4,31.0,1989.0,33.6,3.0,27.0,10.0,37.0,0.8,0.3,0.11,0.3,20.2,1.0,0.0,0.0,1.9,1.9,0.07,1.1,1.1,43,4,14,4,32.0,1989.0,29.4,2.0,31.0,6.0,19.4,1.06,0.2,0.06,0.33,23.2,1.0,0.0,0.0,1.5,1.5,0.05,0.5,0.5,43,4,14,4,33.0,1989.0,15.8,2.0,13.0,4.0,30.8,0.82,0.25,0.15,0.5,23.3,0.0,0.0,0.0,0.8,0.8,0.06,1.2,1.2
41,Raúl Albentosa,43,4,68,4,28.0,1988.0,19.4,1.0,11.0,2.0,18.2,0.57,0.1,0.09,0.5,9.6,0.0,0.0,0.0,1.5,1.5,0.13,-0.5,-0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Luis Alberto,43,9,70,6,24.0,1992.0,29.7,11.0,79.0,23.0,29.1,2.66,0.78,0.13,0.43,22.3,9.0,1.0,2.0,7.2,5.7,0.07,3.8,4.3,43,3,70,6,25.0,1992.0,22.1,4.0,67.0,12.0,17.9,3.03,0.54,0.04,0.25,22.5,7.0,1.0,1.0,4.2,3.4,0.05,-0.2,-0.4,43,1,70,6,26.0,1992.0,34.6,6.0,97.0,27.0,27.8,2.8,0.78,0.05,0.19,21.6,11.0,1.0,1.0,6.6,5.8,0.06,-0.6,-0.8,43,1,70,6,27.0,1992.0,29.1,9.0,69.0,29.0,42.0,2.37,1.0,0.13,0.31,21.3,3.0,0.0,0.0,5.1,5.0,0.07,3.9,4.0,43,1,70,6,28.0,1992.0,26.1,5.0,47.0,16.0,34.0,1.8,0.61,0.11,0.31,21.0,2.0,0.0,0.0,3.3,3.3,0.07,1.7,1.7,43,1,70,6,29.0,1992.0,27.1,6.0,45.0,17.0,37.8,1.66,0.63,0.11,0.29,23.2,4.0,1.0,2.0,4.4,2.7,0.06,1.6,2.3
43,Raúl Albiol,43,4,95,6,31.0,1985.0,30.5,3.0,17.0,7.0,41.2,0.56,0.23,0.18,0.43,11.1,0.0,0.0,0.0,1.4,1.4,0.08,1.6,1.6,43,4,95,6,32.0,1985.0,19.0,1.0,4.0,1.0,25.0,0.21,0.05,0.25,1.0,10.0,0.0,0.0,0.0,0.3,0.3,0.07,0.7,0.7,43,4,136,4,33.0,1985.0,36.0,1.0,15.0,4.0,26.7,0.42,0.11,0.07,0.25,10.8,0.0,0.0,0.0,2.3,2.3,0.15,-1.3,-1.3,43,4,136,4,34.0,1985.0,34.6,0.0,8.0,1.0,12.5,0.23,0.03,0.0,0.0,14.6,0.0,0.0,0.0,0.9,0.9,0.11,-0.9,-0.9,43,4,136,4,35.0,1985.0,27.4,0.0,5.0,1.0,20.0,0.18,0.04,0.0,0.0,7.5,0.0,0.0,0.0,0.4,0.4,0.08,-0.4,-0.4,43,4,136,4,36.0,1985.0,23.5,0.0,2.0,1.0,50.0,0.08,0.04,0.0,0.0,25.2,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
44,Miiko Albornoz,25,5,59,2,26.0,1990.0,7.8,0.0,4.0,1.0,25.0,0.51,0.13,0.0,0.0,16.2,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2,25,5,59,2,27.0,1990.0,18.4,1.0,11.0,4.0,36.4,0.6,0.22,0.09,0.25,25.5,0.0,0.0,0.0,0.3,0.3,0.03,0.7,0.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Marc Albrighton,42,3,74,3,27.0,1989.0,28.2,2.0,20.0,6.0,30.0,0.71,0.21,0.1,0.33,20.5,1.0,0.0,0.0,1.6,1.6,0.08,0.4,0.4,42,9,74,3,28.0,1989.0,18.1,2.0,19.0,7.0,36.8,1.05,0.39,0.11,0.29,21.4,0.0,0.0,0.0,1.2,1.2,0.06,0.8,0.8,42,2,74,3,29.0,1989.0,9.6,0.0,10.0,2.0,20.0,1.04,0.21,0.0,0.0,20.7,0.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4,42,6,74,3,30.0,1989.0,19.4,1.0,21.0,9.0,42.9,1.08,0.46,0.05,0.11,21.2,0.0,0.0,0.0,1.2,1.2,0.06,-0.2,-0.2,42,10,74,3,31.0,1989.0,12.6,1.0,4.0,1.0,25.0,0.32,0.08,0.25,1.0,16.3,0.0,0.0,0.0,0.5,0.5,0.12,0.5,0.5,42,9,74,3,32.0,1989.0,2.6,1.0,2.0,1.0,50.0,0.76,0.38,0.5,1.0,8.0,0.0,0.0,0.0,0.3,0.3,0.17,0.7,0.7
