,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,GC2017-2018,PD2017-2018,TL2017-2018,TE2017-2018,GC.12017-2018,PSxG2017-2018,PSxG/SoT2017-2018,PSxG+/-2017-2018,/902017-2018,Cmp2017-2018,Int.2017-2018,% Cmp2017-2018,Int..12017-2018,TI2017-2018,%deLanzamientos2017-2018,Long. prom.2017-2018,Int..22017-2018,%deLanzamientos.12017-2018,Long. prom..12017-2018,Opp2017-2018,Stp2017-2018,% de Stp2017-2018,Núm. de OPA2017-2018,Núm. de OPA/902017-2018,DistProm.2017-2018,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,GC2018-2019,PD2018-2019,TL2018-2019,TE2018-2019,GC.12018-2019,PSxG2018-2019,PSxG/SoT2018-2019,PSxG+/-2018-2019,/902018-2019,Cmp2018-2019,Int.2018-2019,% Cmp2018-2019,Int..12018-2019,TI2018-2019,%deLanzamientos2018-2019,Long. prom.2018-2019,Int..22018-2019,%deLanzamientos.12018-2019,Long. prom..12018-2019,Opp2018-2019,Stp2018-2019,% de Stp2018-2019,Núm. de OPA2018-2019,Núm. de OPA/902018-2019,DistProm.2018-2019,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,90 s2019-2020,GC2019-2020,PD2019-2020,TL2019-2020,TE2019-2020,GC.12019-2020,PSxG2019-2020,PSxG/SoT2019-2020,PSxG+/-2019-2020,/902019-2020,Cmp2019-2020,Int.2019-2020,% Cmp2019-2020,Int..12019-2020,TI2019-2020,%deLanzamientos2019-2020,Long. prom.2019-2020,Int..22019-2020,%deLanzamientos.12019-2020,Long. prom..12019-2020,Opp2019-2020,Stp2019-2020,% de Stp2019-2020,Núm. de OPA2019-2020,Núm. de OPA/902019-2020,DistProm.2019-2020,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,90 s2020-2021,GC2020-2021,PD2020-2021,TL2020-2021,TE2020-2021,GC.12020-2021,PSxG2020-2021,PSxG/SoT2020-2021,PSxG+/-2020-2021,/902020-2021,Cmp2020-2021,Int.2020-2021,% Cmp2020-2021,Int..12020-2021,TI2020-2021,%deLanzamientos2020-2021,Long. prom.2020-2021,Int..22020-2021,%deLanzamientos.12020-2021,Long. prom..12020-2021,Opp2020-2021,Stp2020-2021,% de Stp2020-2021,Núm. de OPA2020-2021,Núm. de OPA/902020-2021,DistProm.2020-2021,País2021-2022,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,Nacimiento2021-2022,90 s2021-2022,GC2021-2022,PD2021-2022,TL2021-2022,TE2021-2022,GC.12021-2022,PSxG2021-2022,PSxG/SoT2021-2022,PSxG+/-2021-2022,/902021-2022,Cmp2021-2022,Int.2021-2022,% Cmp2021-2022,Int..12021-2022,TI2021-2022,%deLanzamientos2021-2022,Long. prom.2021-2022,Int..22021-2022,%deLanzamientos.12021-2022,Long. prom..12021-2022,Opp2021-2022,Stp2021-2022,% de Stp2021-2022,Núm. de OPA2021-2022,Núm. de OPA/902021-2022,DistProm.2021-2022,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,GC2022-2023,PD2022-2023,TL2022-2023,TE2022-2023,GC.12022-2023,PSxG2022-2023,PSxG/SoT2022-2023,PSxG+/-2022-2023,/902022-2023,Cmp2022-2023,Int.2022-2023,% Cmp2022-2023,Int..12022-2023,TI2022-2023,%deLanzamientos2022-2023,Long. prom.2022-2023,Int..22022-2023,%deLanzamientos.12022-2023,Long. prom..12022-2023,Opp2022-2023,Stp2022-2023,% de Stp2022-2023,Núm. de OPA2022-2023,Núm. de OPA/902022-2023,DistProm.2022-2023
130,Manuel Neuer,de GER,PO,Bayern Munich,de Bundesliga,31.0,1986.0,3.0,2.0,0.0,0.0,0.0,0.0,2.6,0.38,0.6,0.21,12.0,23.0,52.2,78.0,11.0,25.6,31.8,17.0,17.6,31.6,15.0,1.0,6.7,4.0,1.33,15.1,de GER,PO,Bayern Munich,de Bundesliga,32.0,1986.0,25.6,23.0,3.0,0.0,2.0,1.0,19.8,0.31,-2.2,-0.08,92.0,210.0,43.8,794.0,114.0,23.8,28.8,128.0,16.4,31.3,188.0,10.0,5.3,44.0,1.72,20.6,de GER,PO,Bayern Munich,de Bundesliga,33.0,1986.0,33.0,31.0,3.0,0.0,6.0,1.0,34.6,0.28,4.6,0.14,139.0,276.0,50.4,1267.0,203.0,19.6,26.4,180.0,15.6,27.8,303.0,10.0,3.3,123.0,3.73,23.7,de GER,PO,Bayern Munich,de Bundesliga,34.0,1986.0,33.0,42.0,1.0,0.0,5.0,0.0,44.2,0.35,2.2,0.07,123.0,256.0,48.0,1131.0,188.0,20.5,28.8,186.0,12.9,27.2,349.0,5.0,1.4,105.0,3.18,23.6,de GER,PO,Bayern Munich,de Bundesliga,35.0,1986.0,27.9,26.0,1.0,0.0,1.0,0.0,23.9,0.26,-2.1,-0.07,110.0,223.0,49.3,1085.0,163.0,19.0,27.6,166.0,10.2,25.3,262.0,9.0,3.4,95.0,3.41,26.2,de GER,PO,Bayern Munich,de Bundesliga,36.0,1986.0,12.0,11.0,2.0,0.0,0.0,0.0,14.7,0.29,3.7,0.31,39.0,79.0,49.4,435.0,81.0,16.6,26.8,69.0,10.1,23.8,103.0,4.0,3.9,23.0,1.92,19.5
131,Alexander Nübel,de GER,PO,Schalke 04,de Bundesliga,20.0,1996.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.14,0.3,0.55,5.0,13.0,38.5,13.0,3.0,46.2,39.2,9.0,77.8,52.4,7.0,0.0,0.0,1.0,2.0,30.0,de GER,PO,Schalke 04,de Bundesliga,21.0,1996.0,17.6,29.0,3.0,0.0,0.0,0.0,29.9,0.32,0.9,0.05,113.0,274.0,41.2,385.0,56.0,43.9,36.7,134.0,78.4,53.3,229.0,11.0,4.8,11.0,0.62,13.6,de GER,PO,Schalke 04,de Bundesliga,22.0,1996.0,25.7,40.0,4.0,1.0,5.0,2.0,35.8,0.28,-2.2,-0.09,132.0,394.0,33.5,791.0,109.0,34.8,33.8,207.0,57.5,45.0,339.0,22.0,6.5,23.0,0.89,13.8,de GER,PO,Bayern Munich,de Bundesliga,23.0,1996.0,1.0,2.0,0.0,0.0,1.0,0.0,1.1,0.28,-0.9,-0.88,1.0,3.0,33.3,28.0,2.0,10.7,23.4,8.0,0.0,20.4,12.0,1.0,8.3,0.0,0.0,7.7,de GER,PO,Monaco,fr Ligue 1,24.0,1996.0,38.0,40.0,8.0,0.0,5.0,3.0,41.5,0.24,4.5,0.12,160.0,415.0,38.6,839.0,173.0,31.9,32.5,280.0,52.5,42.5,427.0,23.0,5.4,46.0,1.21,17.1,de GER,PO,Monaco,fr Ligue 1,25.0,1996.0,38.0,58.0,5.0,1.0,4.0,3.0,49.5,0.24,-5.5,-0.14,189.0,445.0,42.5,875.0,203.0,32.2,32.8,266.0,61.3,45.6,454.0,36.0,7.9,33.0,0.87,12.7
132,Jan Oblak,si SVN,PO,Atlético Madrid,es La Liga,24.0,1993.0,37.0,22.0,1.0,1.0,2.0,1.0,32.7,0.23,11.7,0.32,191.0,566.0,33.7,632.0,108.0,55.1,42.4,275.0,79.3,53.8,534.0,25.0,4.7,13.0,0.35,11.9,si SVN,PO,Atlético Madrid,es La Liga,25.0,1993.0,37.0,27.0,5.0,0.0,3.0,2.0,39.3,0.27,14.3,0.39,215.0,580.0,37.1,570.0,102.0,56.7,41.0,291.0,88.3,57.4,537.0,22.0,4.1,16.0,0.43,12.0,si SVN,PO,Atlético Madrid,es La Liga,26.0,1993.0,37.7,27.0,3.0,1.0,4.0,3.0,29.8,0.25,5.8,0.15,232.0,589.0,39.4,635.0,111.0,56.7,41.2,316.0,72.5,49.9,532.0,12.0,2.3,12.0,0.32,13.1,si SVN,PO,Atlético Madrid,es La Liga,27.0,1993.0,38.0,25.0,1.0,0.0,5.0,3.0,33.1,0.25,11.1,0.29,202.0,539.0,37.5,710.0,131.0,49.7,39.1,293.0,63.5,45.9,513.0,14.0,2.7,27.0,0.71,15.7,si SVN,PO,Atlético Madrid,es La Liga,28.0,1993.0,38.0,43.0,7.0,2.0,4.0,3.0,32.3,0.23,-7.7,-0.2,170.0,598.0,28.4,810.0,155.0,49.9,39.0,283.0,68.6,48.6,477.0,27.0,5.7,29.0,0.76,13.8,si SVN,PO,Atlético Madrid,es La Liga,29.0,1993.0,27.7,20.0,1.0,1.0,1.0,0.0,21.9,0.27,1.9,0.07,120.0,374.0,32.1,586.0,115.0,40.4,36.1,228.0,60.1,46.0,358.0,25.0,7.0,19.0,0.69,14.2
133,Oier Olazábal,es ESP,PO,Levante,es La Liga,27.0,1989.0,26.0,39.0,5.0,0.0,4.0,3.0,38.0,0.28,2.0,0.08,168.0,481.0,34.9,501.0,78.0,59.9,44.1,225.0,80.4,54.2,402.0,22.0,5.5,23.0,0.88,14.7,es ESP,PO,Levante,es La Liga,28.0,1989.0,21.0,40.0,4.0,1.0,3.0,1.0,40.7,0.27,1.7,0.08,116.0,318.0,36.5,351.0,97.0,48.7,40.5,224.0,65.6,47.5,363.0,14.0,3.9,14.0,0.67,11.8,es ESP,PO,Espanyol,es La Liga,29.0,1989.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.18,0.5,0.27,6.0,17.0,35.3,51.0,15.0,21.6,31.1,12.0,50.0,41.4,21.0,3.0,14.3,0.0,0.0,7.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,PO,Espanyol,es La Liga,31.0,1989.0,1.5,1.0,1.0,0.0,0.0,0.0,2.4,0.15,1.4,0.91,9.0,27.0,33.3,33.0,5.0,51.5,40.8,10.0,100.0,57.2,30.0,3.0,10.0,0.0,0.0,3.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,David Ospina,co COL,PO,Arsenal,eng Premier League,28.0,1988.0,4.2,3.0,0.0,0.0,0.0,0.0,2.5,0.21,-0.5,-0.12,15.0,46.0,32.6,116.0,27.0,22.4,29.3,28.0,71.4,47.5,82.0,6.0,7.3,7.0,1.65,13.1,co COL,PO,Napoli,it Serie A,29.0,1988.0,16.2,20.0,1.0,1.0,3.0,0.0,16.4,0.25,-3.6,-0.22,43.0,134.0,32.1,347.0,70.0,23.9,29.5,115.0,44.3,38.9,186.0,12.0,6.5,10.0,0.62,13.0,co COL,PO,Napoli,it Serie A,30.0,1988.0,16.3,17.0,2.0,1.0,2.0,0.0,14.8,0.25,-2.2,-0.13,34.0,77.0,44.2,383.0,55.0,16.2,25.7,85.0,17.6,22.1,184.0,11.0,6.0,17.0,1.04,16.2,co COL,PO,Napoli,it Serie A,31.0,1988.0,16.0,12.0,3.0,0.0,0.0,0.0,13.9,0.26,1.9,0.12,57.0,119.0,47.9,488.0,51.0,22.7,28.6,57.0,14.0,22.9,192.0,15.0,7.8,11.0,0.69,12.6,co COL,PO,Napoli,it Serie A,32.0,1988.0,31.0,25.0,1.0,0.0,3.0,1.0,27.6,0.26,3.6,0.12,73.0,193.0,37.8,842.0,124.0,20.7,28.6,135.0,14.1,22.5,353.0,18.0,5.1,31.0,1.0,17.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Alexandre Oukidja,dz ALG,PO,Strasbourg,fr Ligue 1,29.0,1988.0,16.2,29.0,4.0,0.0,1.0,0.0,27.7,0.33,-1.3,-0.08,140.0,341.0,41.1,358.0,58.0,62.3,43.5,130.0,90.8,60.2,232.0,12.0,5.2,12.0,0.74,13.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dz ALG,PO,Metz,fr Ligue 1,31.0,1988.0,26.5,31.0,3.0,0.0,5.0,0.0,30.4,0.22,-0.6,-0.02,186.0,593.0,31.4,675.0,101.0,60.6,43.8,208.0,88.5,59.4,471.0,32.0,6.8,31.0,1.17,14.1,dz ALG,PO,Metz,fr Ligue 1,32.0,1988.0,34.0,38.0,9.0,0.0,4.0,1.0,38.4,0.23,1.4,0.04,207.0,526.0,39.4,752.0,184.0,43.6,38.4,286.0,69.2,51.2,536.0,39.0,7.3,47.0,1.38,16.1,dz ALG,PO,Metz,fr Ligue 1,33.0,1988.0,20.8,39.0,3.0,1.0,2.0,2.0,29.8,0.3,-7.2,-0.35,131.0,335.0,39.1,431.0,137.0,48.0,39.7,167.0,76.6,54.9,319.0,39.0,12.2,42.0,2.02,14.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Ramazan Özcan,at AUT,PO,Leverkusen,de Bundesliga,33.0,1984.0,1.0,4.0,0.0,0.0,0.0,0.0,4.1,0.39,0.1,0.09,3.0,10.0,30.0,33.0,6.0,30.3,31.0,6.0,0.0,27.0,14.0,0.0,0.0,1.0,1.0,17.0,at AUT,PO,Leverkusen,de Bundesliga,34.0,1984.0,2.0,5.0,1.0,0.0,1.0,1.0,4.9,0.24,0.9,0.43,12.0,38.0,31.6,54.0,7.0,53.7,40.5,14.0,64.3,47.8,23.0,1.0,4.3,2.0,1.0,10.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Fernando Pacheco,es ESP,PO,Alavés,es La Liga,25.0,1992.0,37.3,50.0,7.0,2.0,7.0,2.0,49.2,0.25,1.2,0.03,325.0,773.0,42.0,698.0,101.0,65.3,43.4,355.0,89.3,56.5,646.0,17.0,2.6,19.0,0.51,12.5,es ESP,PO,Alavés,es La Liga,26.0,1992.0,35.0,46.0,6.0,3.0,1.0,2.0,50.0,0.3,6.0,0.17,292.0,714.0,40.9,749.0,87.0,61.0,42.8,294.0,87.4,56.0,557.0,19.0,3.4,40.0,1.14,15.6,es ESP,PO,Alavés,es La Liga,27.0,1992.0,26.2,37.0,8.0,3.0,2.0,0.0,34.3,0.24,-2.7,-0.1,262.0,572.0,45.8,558.0,85.0,62.0,42.5,250.0,90.4,56.7,386.0,8.0,2.1,11.0,0.42,13.1,es ESP,PO,Alavés,es La Liga,28.0,1992.0,37.2,57.0,3.0,0.0,5.0,0.0,51.1,0.35,-5.9,-0.16,305.0,601.0,50.7,777.0,112.0,53.7,40.3,299.0,61.5,44.6,535.0,18.0,3.4,37.0,0.99,14.5,es ESP,PO,Alavés,es La Liga,29.0,1992.0,33.9,60.0,5.0,0.0,9.0,0.0,51.8,0.31,-8.2,-0.24,331.0,693.0,47.8,721.0,85.0,64.2,44.5,308.0,74.7,50.6,545.0,24.0,4.4,43.0,1.27,15.7,es ESP,PO,Almería,es La Liga,30.0,1992.0,17.0,35.0,4.0,0.0,4.0,0.0,28.200000000000003,0.5700000000000001,-6.800000000000001,-0.8200000000000001,130.0,284.0,71.7,443.0,64.0,84.69999999999999,76.4,141.0,94.3,85.6,258.0,17.0,12.9,21.0,3.19,28.3
138,Costel Pantilimon,ro ROU,PO,La Coruña,es La Liga,30.0,1987.0,6.0,9.0,1.0,1.0,0.0,1.0,8.3,0.29,0.3,0.05,45.0,101.0,44.6,117.0,25.0,56.4,39.4,49.0,71.4,51.6,77.0,4.0,5.2,0.0,0.0,11.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Jiří Pavlenka,cz CZE,PO,Werder Bremen,de Bundesliga,25.0,1992.0,34.0,40.0,2.0,0.0,6.0,2.0,42.0,0.25,4.0,0.12,234.0,576.0,40.6,915.0,185.0,44.7,38.6,256.0,65.2,49.6,482.0,27.0,5.6,17.0,0.5,10.7,cz CZE,PO,Werder Bremen,de Bundesliga,26.0,1992.0,33.1,47.0,3.0,2.0,5.0,0.0,47.1,0.3,0.1,0.0,211.0,495.0,42.6,925.0,160.0,36.4,34.8,304.0,52.0,43.1,494.0,13.0,2.6,25.0,0.76,13.4,cz CZE,PO,Werder Bremen,de Bundesliga,27.0,1992.0,33.0,67.0,1.0,1.0,11.0,3.0,49.5,0.29,-14.5,-0.44,198.0,490.0,40.4,894.0,152.0,37.6,35.0,298.0,51.7,41.7,593.0,12.0,2.0,30.0,0.91,14.0,cz CZE,PO,Werder Bremen,de Bundesliga,28.0,1992.0,34.0,57.0,4.0,0.0,7.0,3.0,48.7,0.28,-5.3,-0.16,211.0,461.0,45.8,865.0,168.0,37.8,33.9,279.0,48.0,40.9,567.0,17.0,3.0,30.0,0.88,14.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cz CZE,PO,Werder Bremen,de Bundesliga,30.0,1992.0,32.3,61.0,2.0,0.0,5.0,2.0,51.9,0.29,-7.1,-0.22,198.0,497.0,39.8,893.0,152.0,40.1,36.3,279.0,49.8,42.9,481.0,22.0,4.6,38.0,1.18,14.9
140,Gianluca Pegolo,it ITA,PO,Sassuolo,it Serie A,36.0,1981.0,1.2,1.0,0.0,0.0,0.0,1.0,1.3,0.21,1.3,1.1,3.0,23.0,13.0,27.0,7.0,51.9,39.3,12.0,75.0,45.9,19.0,0.0,0.0,0.0,0.0,5.0,it ITA,PO,Sassuolo,it Serie A,37.0,1981.0,2.3,4.0,0.0,0.0,2.0,0.0,3.8,0.34,-0.2,-0.1,17.0,37.0,45.9,45.0,9.0,40.0,35.1,29.0,65.5,44.2,33.0,1.0,3.0,0.0,0.0,7.3,it ITA,PO,Sassuolo,it Serie A,38.0,1981.0,5.0,4.0,0.0,0.0,0.0,1.0,5.7,0.22,2.7,0.54,12.0,29.0,41.4,122.0,24.0,18.9,24.2,36.0,16.7,19.9,71.0,1.0,1.4,5.0,1.0,17.4,it ITA,PO,Sassuolo,it Serie A,39.0,1981.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.13,0.1,0.13,0.0,1.0,0.0,14.0,2.0,7.1,19.1,8.0,0.0,14.0,15.0,1.0,6.7,1.0,1.0,15.3,it ITA,PO,Sassuolo,it Serie A,40.0,1981.0,1.0,3.0,0.0,0.0,1.0,0.0,1.8,0.37,-1.2,-1.17,2.0,5.0,40.0,26.0,4.0,15.4,26.7,8.0,12.5,19.8,8.0,1.0,12.5,0.0,0.0,6.0,it ITA,PO,Sassuolo,it Serie A,41.0,1981.0,2.0,3.0,1.0,0.0,0.0,0.0,3.2,0.38,0.2,0.12,9.0,18.0,50.0,61.0,10.0,21.3,29.7,16.0,31.3,28.3,28.0,2.0,7.1,0.0,0.0,9.0
141,Yohann Pelé,fr FRA,PO,Marseille,fr Ligue 1,34.0,1982.0,8.2,10.0,1.0,0.0,0.0,1.0,8.0,0.26,-1.0,-0.12,33.0,83.0,39.8,174.0,41.0,30.5,31.8,61.0,49.2,41.4,96.0,7.0,7.3,10.0,1.22,15.8,fr FRA,PO,Marseille,fr Ligue 1,35.0,1982.0,7.6,12.0,4.0,1.0,0.0,0.0,10.7,0.24,-1.3,-0.17,38.0,76.0,50.0,185.0,41.0,28.1,30.6,57.0,42.1,37.5,85.0,4.0,4.7,9.0,1.19,15.0,fr FRA,PO,Marseille,fr Ligue 1,36.0,1982.0,1.7,2.0,0.0,0.0,0.0,0.0,2.4,0.2,0.4,0.25,3.0,12.0,25.0,33.0,7.0,15.2,25.0,14.0,50.0,40.8,22.0,0.0,0.0,3.0,1.8,16.2,fr FRA,PO,Marseille,fr Ligue 1,37.0,1982.0,1.0,2.0,0.0,0.0,0.0,0.0,1.7,0.35,-0.3,-0.26,0.0,0.0,0.0,20.0,7.0,0.0,17.2,3.0,0.0,18.3,12.0,0.0,0.0,1.0,1.0,12.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Mattia Perin,it ITA,PO,Genoa,it Serie A,24.0,1992.0,37.0,42.0,4.0,1.0,2.0,2.0,42.2,0.23,2.2,0.06,330.0,769.0,42.9,919.0,125.0,51.9,40.8,347.0,84.1,56.0,541.0,24.0,4.4,25.0,0.68,13.1,it ITA,PO,Juventus,it Serie A,25.0,1992.0,9.0,8.0,1.0,0.0,1.0,0.0,8.4,0.28,0.4,0.05,36.0,79.0,45.6,161.0,39.0,29.8,31.0,68.0,45.6,40.0,116.0,2.0,1.7,3.0,0.33,10.1,it ITA,PO,Genoa,it Serie A,26.0,1992.0,21.0,38.0,1.0,1.0,3.0,1.0,34.6,0.33,-2.4,-0.12,129.0,373.0,34.6,538.0,90.0,51.3,40.1,189.0,51.3,41.6,341.0,18.0,5.3,12.0,0.57,12.8,it ITA,PO,Genoa,it Serie A,27.0,1992.0,32.0,44.0,7.0,0.0,5.0,2.0,47.5,0.27,5.5,0.17,187.0,554.0,33.8,882.0,140.0,47.4,37.1,275.0,49.5,38.4,540.0,19.0,3.5,18.0,0.56,12.6,it ITA,PO,Juventus,it Serie A,28.0,1992.0,4.5,7.0,0.0,0.0,1.0,1.0,5.4,0.35,-0.6,-0.14,13.0,34.0,38.2,108.0,17.0,25.9,29.6,26.0,23.1,29.2,77.0,1.0,1.3,4.0,0.89,12.6,it ITA,PO,Juventus,it Serie A,29.0,1992.0,10.5,7.0,1.0,0.0,1.0,0.0,11.2,0.23,4.2,0.39,32.0,107.0,29.9,287.0,54.0,28.6,30.8,63.0,39.7,35.9,154.0,4.0,2.6,11.0,1.04,15.7
143,Jordan Pickford,eng ENG,PO,Everton,eng Premier League,23.0,1994.0,38.0,58.0,3.0,0.0,6.0,0.0,56.1,0.3,-1.9,-0.05,322.0,945.0,34.1,984.0,162.0,64.0,47.8,340.0,92.6,67.2,591.0,27.0,4.6,51.0,1.34,14.9,eng ENG,PO,Everton,eng Premier League,24.0,1994.0,38.0,46.0,2.0,2.0,9.0,2.0,45.3,0.3,1.3,0.03,253.0,724.0,34.9,979.0,152.0,54.0,42.3,291.0,67.0,53.7,431.0,14.0,3.2,40.0,1.05,17.3,eng ENG,PO,Everton,eng Premier League,25.0,1994.0,38.0,56.0,3.0,3.0,5.0,3.0,50.2,0.32,-2.8,-0.07,270.0,730.0,37.0,1115.0,195.0,50.8,40.1,264.0,62.1,48.5,510.0,24.0,4.7,25.0,0.66,13.4,eng ENG,PO,Everton,eng Premier League,26.0,1994.0,30.5,39.0,2.0,1.0,5.0,1.0,37.9,0.28,-0.1,0.0,230.0,590.0,39.0,951.0,151.0,47.4,37.8,198.0,70.2,52.4,468.0,20.0,4.3,31.0,1.02,13.3,eng ENG,PO,Everton,eng Premier League,27.0,1994.0,35.0,58.0,1.0,2.0,10.0,4.0,51.7,0.31,-2.3,-0.07,272.0,782.0,34.8,873.0,119.0,64.6,46.4,267.0,81.6,60.5,518.0,23.0,4.4,35.0,1.0,14.9,eng ENG,PO,Everton,eng Premier League,28.0,1994.0,37.0,57.0,5.0,2.0,4.0,0.0,60.0,0.31,3.0,0.08,270.0,801.0,33.7,992.0,151.0,58.1,43.0,315.0,71.4,52.7,566.0,22.0,3.9,52.0,1.41,16.2
