,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,ACT2017-2018,SCA902017-2018,PassLive2017-2018,PassDead2017-2018,HASTA2017-2018,Dis2017-2018,FR2017-2018,Def2017-2018,ACG2017-2018,GCA902017-2018,PassLive.12017-2018,PassDead.12017-2018,HASTA.12017-2018,Dis.12017-2018,FR.12017-2018,Def.12017-2018,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,ACT2018-2019,SCA902018-2019,PassLive2018-2019,PassDead2018-2019,HASTA2018-2019,Dis2018-2019,FR2018-2019,Def2018-2019,ACG2018-2019,GCA902018-2019,PassLive.12018-2019,PassDead.12018-2019,HASTA.12018-2019,Dis.12018-2019,FR.12018-2019,Def.12018-2019,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,90 s2019-2020,ACT2019-2020,SCA902019-2020,PassLive2019-2020,PassDead2019-2020,HASTA2019-2020,Dis2019-2020,FR2019-2020,Def2019-2020,ACG2019-2020,GCA902019-2020,PassLive.12019-2020,PassDead.12019-2020,HASTA.12019-2020,Dis.12019-2020,FR.12019-2020,Def.12019-2020,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,90 s2020-2021,ACT2020-2021,SCA902020-2021,PassLive2020-2021,PassDead2020-2021,HASTA2020-2021,Dis2020-2021,FR2020-2021,Def2020-2021,ACG2020-2021,GCA902020-2021,PassLive.12020-2021,PassDead.12020-2021,HASTA.12020-2021,Dis.12020-2021,FR.12020-2021,Def.12020-2021,País2021-2022,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,Nacimiento2021-2022,90 s2021-2022,ACT2021-2022,SCA902021-2022,PassLive2021-2022,PassDead2021-2022,HASTA2021-2022,Dis2021-2022,FR2021-2022,Def2021-2022,ACG2021-2022,GCA902021-2022,PassLive.12021-2022,PassDead.12021-2022,HASTA.12021-2022,Dis.12021-2022,FR.12021-2022,Def.12021-2022,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,ACT2022-2023,SCA902022-2023,PassLive2022-2023,PassDead2022-2023,HASTA2022-2023,Dis2022-2023,FR2022-2023,Def2022-2023,ACG2022-2023,GCA902022-2023,PassLive.12022-2023,PassDead.12022-2023,HASTA.12022-2023,Dis.12022-2023,FR.12022-2023,Def.12022-2023
22,Benik Afobe,cd COD,DL,Bournemouth,eng Premier League,24.0,1993.0,6.8,11.0,1.84,6.0,0.0,1.0,2.0,2.0,0.0,1.0,0.17,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,21.0,1996.0,20.3,25.0,1.23,20.0,5.0,0.0,0.0,0.0,0.0,5.0,0.25,5.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Alavés,es La Liga,22.0,1996.0,22.6,22.0,0.97,21.0,0.0,1.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Alavés,es La Liga,23.0,1996.0,23.3,25.0,1.07,18.0,2.0,3.0,0.0,2.0,0.0,3.0,0.13,3.0,0.0,0.0,0.0,0.0,0.0,es ESP,"DF,CC",Alavés,es La Liga,24.0,1996.0,17.3,28.0,1.62,16.0,9.0,0.0,0.0,3.0,0.0,3.0,0.17,2.0,1.0,0.0,0.0,0.0,0.0,es ESP,DF,Alavés,es La Liga,25.0,1996.0,18.0,32.0,1.78,25.0,3.0,2.0,0.0,2.0,0.0,3.0,0.17,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Imanol Agirretxe,es ESP,DL,Real Sociedad,es La Liga,30.0,1987.0,2.6,2.0,0.78,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.78,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Sergio Agüero,ar ARG,DL,Manchester City,eng Premier League,29.0,1988.0,21.8,80.0,3.67,57.0,0.0,14.0,5.0,3.0,1.0,12.0,0.55,8.0,0.0,3.0,0.0,0.0,1.0,ar ARG,DL,Manchester City,eng Premier League,30.0,1988.0,27.3,91.0,3.33,60.0,1.0,11.0,10.0,7.0,2.0,19.0,0.7,14.0,0.0,2.0,2.0,1.0,0.0,ar ARG,DL,Manchester City,eng Premier League,31.0,1988.0,16.1,57.0,3.53,31.0,0.0,9.0,12.0,5.0,0.0,7.0,0.43,3.0,0.0,1.0,2.0,1.0,0.0,ar ARG,DL,Manchester City,eng Premier League,32.0,1988.0,6.2,18.0,2.9,13.0,0.0,3.0,1.0,0.0,1.0,3.0,0.48,2.0,0.0,1.0,0.0,0.0,0.0,ar ARG,DL,Barcelona,es La Liga,33.0,1988.0,1.7,3.0,1.78,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Ruben Aguilar,fr FRA,DF,Montpellier,fr Ligue 1,24.0,1993.0,27.3,72.0,2.64,55.0,5.0,5.0,2.0,5.0,0.0,7.0,0.26,6.0,0.0,0.0,1.0,0.0,0.0,fr FRA,DF,Montpellier,fr Ligue 1,25.0,1993.0,28.1,103.0,3.67,80.0,8.0,6.0,2.0,7.0,0.0,7.0,0.25,6.0,0.0,0.0,1.0,0.0,0.0,fr FRA,DF,Monaco,fr Ligue 1,26.0,1993.0,11.9,36.0,3.02,31.0,2.0,0.0,0.0,2.0,1.0,4.0,0.34,4.0,0.0,0.0,0.0,0.0,0.0,fr FRA,"DF,CC",Monaco,fr Ligue 1,27.0,1993.0,24.7,78.0,3.15,56.0,10.0,2.0,1.0,7.0,2.0,7.0,0.28,4.0,1.0,1.0,0.0,1.0,0.0,fr FRA,DF,Monaco,fr Ligue 1,28.0,1993.0,23.8,32.0,1.35,25.0,3.0,1.0,1.0,2.0,0.0,4.0,0.17,3.0,1.0,0.0,0.0,0.0,0.0,fr FRA,DF,Monaco,fr Ligue 1,29.0,1993.0,13.0,18.0,1.38,14.0,1.0,0.0,1.0,1.0,1.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0
27,Matías Aguirregaray,uy URU,DF,Las Palmas,es La Liga,28.0,1989.0,12.8,19.0,1.48,16.0,0.0,1.0,2.0,0.0,0.0,2.0,0.16,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Jean-Eudes Aholou,ci CIV,CC,Strasbourg,fr Ligue 1,23.0,1994.0,33.4,42.0,1.26,31.0,0.0,1.0,6.0,3.0,1.0,6.0,0.18,3.0,0.0,0.0,1.0,2.0,0.0,ci CIV,CC,Monaco,fr Ligue 1,24.0,1994.0,11.9,28.0,2.34,20.0,0.0,3.0,3.0,1.0,1.0,3.0,0.25,2.0,0.0,0.0,1.0,0.0,0.0,ci CIV,CC,Saint-Étienne,fr Ligue 1,25.0,1994.0,7.0,13.0,1.86,7.0,0.0,0.0,0.0,2.0,4.0,1.0,0.14,0.0,0.0,0.0,0.0,0.0,1.0,ci CIV,CC,Strasbourg,fr Ligue 1,26.0,1994.0,24.2,34.0,3.88,25.0,0.0,1.0,3.0,3.0,2.0,4.0,0.17,2.0,0.0,0.0,1.0,0.0,1.0,ci CIV,CC,Strasbourg,fr Ligue 1,27.0,1994.0,11.2,23.0,2.06,19.0,0.0,1.0,1.0,1.0,1.0,3.0,0.27,3.0,0.0,0.0,0.0,0.0,0.0,ci CIV,CC,Strasbourg,fr Ligue 1,28.0,1994.0,14.4,28.0,1.94,21.0,1.0,0.0,1.0,2.0,3.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0
29,Ailton,br BRA,"DF,CC",Stuttgart,de Bundesliga,22.0,1995.0,1.2,2.0,1.65,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Youssef Aït Bennasser,ma MAR,CC,Caen,fr Ligue 1,21.0,1996.0,22.7,53.0,2.33,41.0,1.0,7.0,0.0,4.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,ma MAR,CC,Saint-Étienne,fr Ligue 1,22.0,1996.0,22.3,47.0,4.19,44.0,0.0,2.0,0.0,0.0,1.0,5.0,0.42,4.0,0.0,1.0,0.0,0.0,0.0,ma MAR,CC,Bordeaux,fr Ligue 1,23.0,1996.0,6.0,10.0,1.68,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.34,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Arlind Ajeti,al ALB,DF,Crotone,it Serie A,23.0,1993.0,14.1,14.0,0.99,9.0,0.0,0.0,1.0,1.0,3.0,2.0,0.14,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,22.0,1995.0,10.0,7.0,0.7,5.0,0.0,1.0,0.0,0.0,1.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,ch SUI,DF,Dortmund,de Bundesliga,23.0,1995.0,24.5,18.0,0.73,14.0,0.0,1.0,0.0,2.0,1.0,4.0,0.16,2.0,0.0,0.0,0.0,1.0,1.0,ch SUI,DF,Dortmund,de Bundesliga,24.0,1995.0,25.7,13.0,0.51,12.0,1.0,0.0,0.0,0.0,0.0,5.0,0.19,5.0,0.0,0.0,0.0,0.0,0.0,ch SUI,DF,Dortmund,de Bundesliga,25.0,1995.0,26.1,22.0,0.84,16.0,1.0,0.0,3.0,1.0,1.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,ch SUI,DF,Dortmund,de Bundesliga,26.0,1995.0,25.1,16.0,0.64,12.0,2.0,1.0,1.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,ch SUI,DF,Manchester City,eng Premier League,27.0,1995.0,25.4,23.0,0.91,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,22.0,1995.0,37.3,20.0,0.54,17.0,0.0,3.0,0.0,0.0,0.0,5.0,0.13,5.0,0.0,0.0,0.0,0.0,0.0,nl NED,DF,Bournemouth,eng Premier League,23.0,1995.0,37.9,24.0,0.63,19.0,0.0,0.0,4.0,1.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,1.0,0.0,nl NED,DF,Bournemouth,eng Premier League,24.0,1995.0,27.8,14.0,0.5,8.0,0.0,1.0,4.0,1.0,0.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,nl NED,DF,Manchester City,eng Premier League,25.0,1995.0,8.9,5.0,0.56,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,nl NED,DF,Manchester City,eng Premier League,26.0,1995.0,10.3,5.0,0.49,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nl NED,DF,Manchester City,eng Premier League,27.0,1995.0,20.8,24.0,1.15,20.0,1.0,0.0,2.0,0.0,1.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0
34,Ager Aketxe,es ESP,CC,Athletic Club,es La Liga,23.0,1993.0,0.4,3.0,7.3,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.43,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Chadrac Akolo,cd COD,"CC,DL",Stuttgart,de Bundesliga,22.0,1995.0,12.2,37.0,3.02,25.0,1.0,5.0,4.0,1.0,1.0,4.0,0.33,0.0,0.0,3.0,1.0,0.0,0.0,cd COD,"CC,DL",Stuttgart,de Bundesliga,23.0,1995.0,5.8,21.0,3.6,15.0,0.0,3.0,2.0,1.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,cd COD,"DL,CC",Amiens,fr Ligue 1,24.0,1995.0,6.0,13.0,2.15,9.0,0.0,0.0,2.0,1.0,1.0,2.0,0.33,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,22.0,1995.0,18.8,15.0,0.8,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,ng NGA,DF,Hoffenheim,de Bundesliga,23.0,1995.0,9.0,11.0,2.41,10.0,0.0,0.0,0.0,1.0,0.0,2.0,0.36,1.0,0.0,0.0,0.0,1.0,0.0,ng NGA,DF,Hoffenheim,de Bundesliga,24.0,1995.0,12.7,4.0,0.32,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ng NGA,DF,Hoffenheim,de Bundesliga,25.0,1995.0,13.2,7.0,0.53,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ng NGA,"DF,DL",Hoffenheim,de Bundesliga,26.0,1995.0,17.0,32.0,1.89,23.0,1.0,3.0,3.0,2.0,0.0,2.0,0.12,1.0,0.0,0.0,1.0,0.0,0.0,ng NGA,DF,Hoffenheim,de Bundesliga,27.0,1995.0,21.7,17.0,0.79,14.0,0.0,3.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
37,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,25.0,1992.0,17.2,53.0,3.07,44.0,4.0,1.0,3.0,0.0,1.0,4.0,0.23,4.0,0.0,0.0,0.0,0.0,0.0,at AUT,DF,Bayern Munich,de Bundesliga,26.0,1992.0,28.1,84.0,2.99,64.0,4.0,4.0,10.0,2.0,0.0,9.0,0.32,7.0,1.0,1.0,0.0,0.0,0.0,at AUT,DF,Bayern Munich,de Bundesliga,27.0,1992.0,27.8,46.0,1.66,40.0,2.0,1.0,3.0,0.0,0.0,3.0,0.11,2.0,1.0,0.0,0.0,0.0,0.0,at AUT,"DF,CC",Bayern Munich,de Bundesliga,28.0,1992.0,29.7,60.0,2.02,55.0,1.0,0.0,3.0,0.0,1.0,7.0,0.24,6.0,1.0,0.0,0.0,0.0,0.0,at AUT,DF,Real Madrid,es La Liga,29.0,1992.0,29.4,45.0,1.53,37.0,2.0,1.0,4.0,0.0,1.0,8.0,0.27,7.0,0.0,0.0,1.0,0.0,0.0,at AUT,DF,Real Madrid,es La Liga,30.0,1992.0,20.4,27.0,1.32,23.0,3.0,0.0,1.0,0.0,0.0,4.0,0.2,3.0,0.0,0.0,1.0,0.0,0.0
38,Lucas Alario,ar ARG,DL,Leverkusen,de Bundesliga,24.0,1992.0,17.2,40.0,2.33,27.0,0.0,7.0,1.0,4.0,1.0,7.0,0.41,4.0,0.0,2.0,0.0,1.0,0.0,ar ARG,"DL,CC",Leverkusen,de Bundesliga,25.0,1992.0,14.1,31.0,2.21,29.0,0.0,0.0,1.0,1.0,0.0,4.0,0.28,4.0,0.0,0.0,0.0,0.0,0.0,ar ARG,DL,Leverkusen,de Bundesliga,26.0,1992.0,13.0,27.0,2.07,21.0,0.0,0.0,6.0,0.0,0.0,2.0,0.15,1.0,0.0,0.0,1.0,0.0,0.0,ar ARG,DL,Leverkusen,de Bundesliga,27.0,1992.0,13.8,30.0,2.17,22.0,0.0,2.0,3.0,3.0,0.0,3.0,0.22,2.0,0.0,0.0,1.0,0.0,0.0,ar ARG,DL,Leverkusen,de Bundesliga,28.0,1992.0,7.3,27.0,3.69,17.0,0.0,6.0,2.0,2.0,0.0,4.0,0.55,3.0,0.0,1.0,0.0,0.0,0.0,ar ARG,"DL,CC",Eint Frankfurt,de Bundesliga,29.0,1992.0,3.7,8.0,2.17,6.0,0.0,1.0,1.0,0.0,0.0,2.0,0.54,1.0,0.0,0.0,1.0,0.0,0.0
39,David Alba,es ESP,DF,Getafe,es La Liga,18.0,1999.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Jordi Alba,es ESP,DF,Barcelona,es La Liga,28.0,1989.0,30.5,64.0,2.1,61.0,1.0,1.0,1.0,0.0,0.0,11.0,0.36,10.0,0.0,0.0,1.0,0.0,0.0,es ESP,DF,Barcelona,es La Liga,29.0,1989.0,33.2,84.0,2.53,76.0,3.0,1.0,0.0,3.0,1.0,13.0,0.39,12.0,0.0,0.0,0.0,1.0,0.0,es ESP,DF,Barcelona,es La Liga,30.0,1989.0,24.3,51.0,2.1,50.0,1.0,0.0,0.0,0.0,0.0,6.0,0.25,6.0,0.0,0.0,0.0,0.0,0.0,es ESP,"DF,DL",Barcelona,es La Liga,31.0,1989.0,33.6,96.0,2.86,93.0,2.0,1.0,0.0,0.0,0.0,9.0,0.27,8.0,0.0,1.0,0.0,0.0,0.0,es ESP,DF,Barcelona,es La Liga,32.0,1989.0,29.4,89.0,3.03,82.0,3.0,0.0,2.0,2.0,0.0,14.0,0.48,13.0,0.0,0.0,1.0,0.0,0.0,es ESP,DF,Barcelona,es La Liga,33.0,1989.0,15.8,59.0,3.74,52.0,5.0,1.0,1.0,0.0,0.0,6.0,0.38,5.0,1.0,0.0,0.0,0.0,0.0
41,Raúl Albentosa,es ESP,DF,La Coruña,es La Liga,28.0,1988.0,19.4,6.0,0.31,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Luis Alberto,es ESP,"DL,CC",Lazio,it Serie A,24.0,1992.0,29.7,183.0,6.18,112.0,50.0,12.0,7.0,2.0,0.0,25.0,0.84,13.0,8.0,3.0,0.0,1.0,0.0,es ESP,"CC,DL",Lazio,it Serie A,25.0,1992.0,22.1,154.0,6.97,103.0,34.0,4.0,10.0,2.0,1.0,10.0,0.45,4.0,4.0,0.0,2.0,0.0,0.0,es ESP,CC,Lazio,it Serie A,26.0,1992.0,34.6,225.0,6.5,149.0,40.0,17.0,14.0,1.0,4.0,29.0,0.84,23.0,2.0,0.0,1.0,1.0,2.0,es ESP,CC,Lazio,it Serie A,27.0,1992.0,29.1,157.0,5.4,118.0,25.0,7.0,4.0,2.0,1.0,7.0,0.24,6.0,0.0,1.0,0.0,0.0,0.0,es ESP,CC,Lazio,it Serie A,28.0,1992.0,26.1,120.0,4.59,83.0,26.0,3.0,3.0,5.0,0.0,16.0,0.61,6.0,7.0,1.0,2.0,0.0,0.0,es ESP,CC,Lazio,it Serie A,29.0,1992.0,27.1,115.0,4.24,80.0,30.0,0.0,4.0,0.0,1.0,15.0,0.55,13.0,2.0,0.0,0.0,0.0,0.0
43,Raúl Albiol,es ESP,DF,Napoli,it Serie A,31.0,1985.0,30.5,24.0,0.79,23.0,0.0,0.0,1.0,0.0,0.0,3.0,0.1,2.0,0.0,0.0,1.0,0.0,0.0,es ESP,DF,Napoli,it Serie A,32.0,1985.0,19.0,20.0,1.05,20.0,0.0,0.0,0.0,0.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Villarreal,es La Liga,33.0,1985.0,36.0,19.0,0.53,17.0,0.0,0.0,1.0,1.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Villarreal,es La Liga,34.0,1985.0,34.6,18.0,0.52,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Villarreal,es La Liga,35.0,1985.0,27.4,10.0,0.37,9.0,0.0,0.0,1.0,0.0,0.0,2.0,0.07,1.0,0.0,0.0,1.0,0.0,0.0,es ESP,DF,Villarreal,es La Liga,36.0,1985.0,23.5,12.0,0.51,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
