,Jugador,País2017-2018,Posc2017-2018,Equipo2017-2018,Comp2017-2018,Edad2017-2018,Nacimiento2017-2018,90 s2017-2018,Gls.2017-2018,Dis2017-2018,DaP2017-2018,% de TT2017-2018,T/902017-2018,TalArc/902017-2018,G/T2017-2018,G/TalArc2017-2018,Dist2017-2018,FK2017-2018,TP2017-2018,TPint2017-2018,xG2017-2018,npxG2017-2018,npxG/Sh2017-2018,G-xG2017-2018,np:G-xG2017-2018,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,90 s2018-2019,Gls.2018-2019,Dis2018-2019,DaP2018-2019,% de TT2018-2019,T/902018-2019,TalArc/902018-2019,G/T2018-2019,G/TalArc2018-2019,Dist2018-2019,FK2018-2019,TP2018-2019,TPint2018-2019,xG2018-2019,npxG2018-2019,npxG/Sh2018-2019,G-xG2018-2019,np:G-xG2018-2019,País2019-2020,Posc2019-2020,Equipo2019-2020,Comp2019-2020,Edad2019-2020,Nacimiento2019-2020,90 s2019-2020,Gls.2019-2020,Dis2019-2020,DaP2019-2020,% de TT2019-2020,T/902019-2020,TalArc/902019-2020,G/T2019-2020,G/TalArc2019-2020,Dist2019-2020,FK2019-2020,TP2019-2020,TPint2019-2020,xG2019-2020,npxG2019-2020,npxG/Sh2019-2020,G-xG2019-2020,np:G-xG2019-2020,País2020-2021,Posc2020-2021,Equipo2020-2021,Comp2020-2021,Edad2020-2021,Nacimiento2020-2021,90 s2020-2021,Gls.2020-2021,Dis2020-2021,DaP2020-2021,% de TT2020-2021,T/902020-2021,TalArc/902020-2021,G/T2020-2021,G/TalArc2020-2021,Dist2020-2021,FK2020-2021,TP2020-2021,TPint2020-2021,xG2020-2021,npxG2020-2021,npxG/Sh2020-2021,G-xG2020-2021,np:G-xG2020-2021,País2021-2022,Posc2021-2022,Equipo2021-2022,Comp2021-2022,Edad2021-2022,Nacimiento2021-2022,90 s2021-2022,Gls.2021-2022,Dis2021-2022,DaP2021-2022,% de TT2021-2022,T/902021-2022,TalArc/902021-2022,G/T2021-2022,G/TalArc2021-2022,Dist2021-2022,FK2021-2022,TP2021-2022,TPint2021-2022,xG2021-2022,npxG2021-2022,npxG/Sh2021-2022,G-xG2021-2022,np:G-xG2021-2022,País2022-2023,Posc2022-2023,Equipo2022-2023,Comp2022-2023,Edad2022-2023,Nacimiento2022-2023,90 s2022-2023,Gls.2022-2023,Dis2022-2023,DaP2022-2023,% de TT2022-2023,T/902022-2023,TalArc/902022-2023,G/T2022-2023,G/TalArc2022-2023,Dist2022-2023,FK2022-2023,TP2022-2023,TPint2022-2023,xG2022-2023,npxG2022-2023,npxG/Sh2022-2023,G-xG2022-2023,np:G-xG2022-2023
10,Afriyie Acquah,gh GHA,CC,Torino,it Serie A,25.0,1992.0,10.6,1.0,9.0,3.0,33.3,0.85,0.28,0.11,0.33,24.2,0.0,0.0,0.0,0.4,0.4,0.04,0.6,0.6,gh GHA,CC,Empoli,it Serie A,26.0,1992.0,16.8,2.0,22.0,7.0,31.8,1.31,0.42,0.09,0.29,20.8,0.0,0.0,0.0,1.4,1.4,0.07,0.6,0.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Charlie Adam,sct SCO,CC,Stoke City,eng Premier League,31.0,1985.0,4.6,0.0,9.0,2.0,22.2,1.97,0.44,0.0,0.0,31.5,3.0,0.0,1.0,1.6,0.9,0.09,-1.6,-0.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Antonio Adán,es ESP,PO,Betis,es La Liga,30.0,1987.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,PO,Atlético Madrid,es La Liga,31.0,1987.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,PO,Atlético Madrid,es La Liga,32.0,1987.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Aday,es ESP,DF,Girona,es La Liga,29.0,1987.0,20.4,2.0,31.0,12.0,38.7,1.52,0.59,0.03,0.08,22.8,5.0,1.0,2.0,2.8,1.3,0.04,-0.8,-0.3,es ESP,"DF,CC",Girona,es La Liga,30.0,1987.0,7.2,0.0,9.0,3.0,33.3,1.26,0.42,0.0,0.0,27.1,2.0,0.0,0.0,0.3,0.3,0.03,-0.3,-0.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Khaled Adénon,bj BEN,DF,Amiens,fr Ligue 1,32.0,1985.0,32.5,0.0,5.0,1.0,20.0,0.15,0.03,0.0,0.0,9.1,0.0,0.0,0.0,0.6,0.6,0.13,-0.6,-0.6,bj BEN,DF,Amiens,fr Ligue 1,33.0,1985.0,22.2,0.0,8.0,0.0,0.0,0.36,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.7,0.7,0.09,-0.7,-0.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Claud Adjapong,it ITA,"DF,DL",Sassuolo,it Serie A,19.0,1998.0,13.6,0.0,14.0,4.0,28.6,1.03,0.3,0.0,0.0,20.7,0.0,0.0,0.0,0.8,0.8,0.06,-0.8,-0.8,it ITA,"CC,DL",Sassuolo,it Serie A,20.0,1998.0,3.0,1.0,2.0,1.0,50.0,0.67,0.33,0.5,1.0,18.0,0.0,0.0,0.0,0.7,0.7,0.36,0.3,0.3,it ITA,DF,Hellas Verona,it Serie A,21.0,1998.0,2.6,0.0,3.0,1.0,33.3,1.17,0.39,0.0,0.0,14.1,0.0,0.0,0.0,0.2,0.2,0.08,-0.2,-0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,René Adler,de GER,PO,Mainz 05,de Bundesliga,32.0,1985.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Yacine Adli,fr FRA,DL,Paris S-G,fr Ligue 1,17.0,2000.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fr FRA,CC,Bordeaux,fr Ligue 1,18.0,2000.0,2.4,0.0,1.0,0.0,0.0,0.42,0.0,0.0,0.0,46.4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,fr FRA,CC,Bordeaux,fr Ligue 1,19.0,2000.0,11.3,3.0,17.0,6.0,35.3,1.5,0.53,0.18,0.5,23.8,1.0,0.0,0.0,0.8,0.8,0.04,2.2,2.2,fr FRA,CC,Bordeaux,fr Ligue 1,20.0,2000.0,26.9,2.0,24.0,9.0,37.5,0.89,0.33,0.08,0.22,20.0,1.0,0.0,0.0,1.9,1.9,0.08,0.1,0.1,fr FRA,"CC,DL",Bordeaux,fr Ligue 1,21.0,2000.0,25.1,1.0,32.0,15.0,46.9,1.27,0.6,0.03,0.07,21.2,4.0,0.0,0.0,2.0,2.0,0.06,-1.0,-1.0,fr FRA,"CC,DL",Milan,it Serie A,22.0,2000.0,1.6,0.0,2.0,2.0,100.0,1.25,1.25,0.0,0.0,18.5,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
18,Ali Adnan Kadhim,iq IRQ,"DF,DL",Udinese,it Serie A,23.0,1993.0,18.6,0.0,12.0,3.0,25.0,0.65,0.16,0.0,0.0,27.6,5.0,0.0,0.0,0.5,0.5,0.04,-0.5,-0.5,iq IRQ,DF,Atalanta,it Serie A,24.0,1993.0,1.8,0.0,3.0,0.0,0.0,1.63,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.2,0.2,0.08,-0.2,-0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Adrián,es ESP,PO,West Ham,eng Premier League,30.0,1987.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,PO,Liverpool,eng Premier League,32.0,1987.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,PO,Liverpool,eng Premier League,33.0,1987.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Aritz Aduriz,es ESP,DL,Athletic Club,es La Liga,36.0,1981.0,23.9,9.0,56.0,23.0,41.1,2.34,0.96,0.11,0.26,13.5,0.0,3.0,5.0,11.1,7.6,0.13,-2.1,-1.6,es ESP,DL,Athletic Club,es La Liga,37.0,1981.0,10.5,2.0,17.0,9.0,52.9,1.62,0.86,0.0,0.0,15.0,0.0,2.0,2.0,3.3,1.8,0.1,-1.3,-1.8,es ESP,"DL,CC",Athletic Club,es La Liga,38.0,1981.0,2.3,1.0,6.0,2.0,33.3,2.6,0.87,0.17,0.5,15.7,0.0,0.0,1.0,1.6,0.8,0.13,-0.6,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Ibrahim Afellay,nl NED,CC,Stoke City,eng Premier League,31.0,1986.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Benik Afobe,cd COD,DL,Bournemouth,eng Premier League,24.0,1993.0,6.8,0.0,8.0,3.0,37.5,1.18,0.44,0.0,0.0,8.6,0.0,0.0,0.0,1.6,1.6,0.21,-1.6,-1.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,21.0,1996.0,20.3,0.0,3.0,1.0,33.3,0.15,0.05,0.0,0.0,36.8,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1,es ESP,DF,Alavés,es La Liga,22.0,1996.0,22.6,0.0,1.0,0.0,0.0,0.04,0.0,0.0,0.0,23.8,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,es ESP,DF,Alavés,es La Liga,23.0,1996.0,23.3,1.0,3.0,1.0,33.3,0.13,0.04,0.33,1.0,24.1,0.0,0.0,0.0,0.8,0.8,0.26,0.2,0.2,es ESP,"DF,CC",Alavés,es La Liga,24.0,1996.0,17.3,0.0,2.0,0.0,0.0,0.12,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1,es ESP,DF,Alavés,es La Liga,25.0,1996.0,18.0,0.0,4.0,0.0,0.0,0.22,0.0,0.0,0.0,19.1,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Imanol Agirretxe,es ESP,DL,Real Sociedad,es La Liga,30.0,1987.0,2.6,0.0,6.0,2.0,33.3,2.33,0.78,0.0,0.0,10.4,0.0,0.0,0.0,1.2,1.2,0.19,-1.2,-1.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Sergio Agüero,ar ARG,DL,Manchester City,eng Premier League,29.0,1988.0,21.8,21.0,90.0,38.0,42.2,4.13,1.74,0.19,0.45,13.9,1.0,4.0,4.0,16.2,13.1,0.15,4.8,3.9,ar ARG,DL,Manchester City,eng Premier League,30.0,1988.0,27.3,21.0,116.0,41.0,35.3,4.25,1.5,0.16,0.46,15.0,3.0,2.0,2.0,18.1,16.5,0.14,2.9,2.5,ar ARG,DL,Manchester City,eng Premier League,31.0,1988.0,16.1,16.0,73.0,24.0,32.9,4.52,1.49,0.19,0.58,13.7,0.0,2.0,3.0,14.5,12.1,0.17,1.5,1.9,ar ARG,DL,Manchester City,eng Premier League,32.0,1988.0,6.2,4.0,17.0,10.0,58.8,2.74,1.61,0.18,0.3,14.6,0.0,1.0,2.0,3.5,1.9,0.11,0.5,1.1,ar ARG,DL,Barcelona,es La Liga,33.0,1988.0,1.7,1.0,6.0,1.0,16.7,3.58,0.6,0.17,1.0,12.0,0.0,0.0,0.0,1.0,1.0,0.17,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Ruben Aguilar,fr FRA,DF,Montpellier,fr Ligue 1,24.0,1993.0,27.3,0.0,16.0,4.0,25.0,0.59,0.15,0.0,0.0,18.6,0.0,0.0,0.0,0.7,0.7,0.05,-0.7,-0.7,fr FRA,DF,Montpellier,fr Ligue 1,25.0,1993.0,28.1,1.0,13.0,4.0,30.8,0.46,0.14,0.08,0.25,20.1,0.0,0.0,0.0,0.9,0.9,0.07,0.1,0.1,fr FRA,DF,Monaco,fr Ligue 1,26.0,1993.0,11.9,0.0,6.0,2.0,33.3,0.5,0.17,0.0,0.0,22.6,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,fr FRA,"DF,CC",Monaco,fr Ligue 1,27.0,1993.0,24.7,1.0,8.0,3.0,37.5,0.32,0.12,0.13,0.33,11.0,0.0,0.0,0.0,0.9,0.9,0.11,0.1,0.1,fr FRA,DF,Monaco,fr Ligue 1,28.0,1993.0,23.8,0.0,10.0,2.0,20.0,0.42,0.08,0.0,0.0,22.8,0.0,0.0,0.0,0.3,0.3,0.03,-0.3,-0.3,fr FRA,DF,Monaco,fr Ligue 1,29.0,1993.0,13.0,0.0,4.0,2.0,50.0,0.31,0.15,0.0,0.0,17.5,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2
27,Matías Aguirregaray,uy URU,DF,Las Palmas,es La Liga,28.0,1989.0,12.8,0.0,9.0,0.0,0.0,0.7,0.0,0.0,0.0,21.1,0.0,0.0,0.0,0.6,0.6,0.07,-0.6,-0.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Jean-Eudes Aholou,ci CIV,CC,Strasbourg,fr Ligue 1,23.0,1994.0,33.4,5.0,39.0,7.0,17.9,1.17,0.21,0.13,0.71,23.8,0.0,0.0,0.0,2.2,2.2,0.06,2.8,2.8,ci CIV,CC,Monaco,fr Ligue 1,24.0,1994.0,11.9,0.0,13.0,3.0,23.1,1.09,0.25,0.0,0.0,18.8,0.0,0.0,0.0,0.8,0.8,0.06,-0.8,-0.8,ci CIV,CC,Saint-Étienne,fr Ligue 1,25.0,1994.0,7.0,1.0,10.0,4.0,40.0,1.43,0.57,0.1,0.25,17.7,0.0,0.0,0.0,0.7,0.7,0.07,0.3,0.3,ci CIV,CC,Strasbourg,fr Ligue 1,26.0,1994.0,24.2,2.0,33.0,7.0,69.4,6.3,2.75,0.06,0.33,38.1,0.0,0.0,0.0,2.4,2.2,0.12,-0.4,-0.2,ci CIV,CC,Strasbourg,fr Ligue 1,27.0,1994.0,11.2,1.0,17.0,2.0,11.8,1.52,0.18,0.06,0.5,21.2,0.0,0.0,0.0,1.9,1.9,0.11,-0.9,-0.9,ci CIV,CC,Strasbourg,fr Ligue 1,28.0,1994.0,14.4,3.0,21.0,8.0,38.1,1.45,0.55,0.14,0.38,25.0,0.0,0.0,0.0,1.2,1.2,0.06,1.8,1.8
29,Ailton,br BRA,"DF,CC",Stuttgart,de Bundesliga,22.0,1995.0,1.2,0.0,1.0,0.0,0.0,0.83,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Youssef Aït Bennasser,ma MAR,CC,Caen,fr Ligue 1,21.0,1996.0,22.7,0.0,23.0,3.0,13.0,1.01,0.13,0.0,0.0,31.5,0.0,0.0,0.0,0.7,0.7,0.03,-0.7,-0.7,ma MAR,CC,Saint-Étienne,fr Ligue 1,22.0,1996.0,22.3,0.0,15.0,2.0,26.8,1.34,0.18,0.0,0.0,55.5,0.0,0.0,0.0,0.6,0.6,0.07,-0.6,-0.6,ma MAR,CC,Bordeaux,fr Ligue 1,23.0,1996.0,6.0,0.0,2.0,0.0,0.0,0.34,0.0,0.0,0.0,30.5,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
