RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,GC,PD,TL,TE,GC.1,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Int.,% Cmp,Int..1,TI,%deLanzamientos,Long. prom.,Int..2,%deLanzamientos.1,Long. prom..1,Opp,Stp,% de Stp,Núm. de OPA,Núm. de OPA/90,DistProm.
102,Steve Mandanda,fr FRA,PO,Marseille,fr Ligue 1,34,1985,26.3,27.0,4.0,0.0,2.0,2.0,30.1,0.3,5.1,0.19,117.0,365,32.1,697,133.0,39.9,35.6,144,60.4,43.8,319,21.0,6.6,21.0,0.8,14.6
103,Daniel Martín,es ESP,PO,Betis,es La Liga,21,1998,5.9,12.0,0.0,0.0,1.0,0.0,7.9,0.33,-4.1,-0.69,23.0,58,39.7,147,34.0,29.3,30.8,36,41.7,40.6,69,2.0,2.9,8.0,1.36,18.3
104,David Martin,eng ENG,PO,West Ham,eng Premier League,33,1986,4.8,6.0,0.0,0.0,1.0,0.0,6.0,0.31,0.0,-0.01,39.0,101,38.6,79,12.0,74.7,46.9,44,95.5,60.8,83,1.0,1.2,1.0,0.21,12.4
105,Emiliano Martínez,ar ARG,PO,Arsenal,eng Premier League,26,1992,8.6,9.0,1.0,0.0,3.0,0.0,11.8,0.26,2.8,0.32,28.0,98,28.6,232,48.0,29.3,31.4,61,49.2,40.2,138,8.0,5.8,4.0,0.47,13.2
106,Jordi Masip,es ESP,PO,Valladolid,es La Liga,30,1989,35.0,39.0,6.0,2.0,3.0,0.0,43.6,0.3,4.6,0.13,238.0,711,33.5,714,122.0,61.9,43.6,336,80.1,55.4,540,12.0,2.2,15.0,0.43,10.9
107,Alex McCarthy,eng ENG,PO,Southampton,eng Premier League,29,1989,28.0,35.0,1.0,0.0,4.0,1.0,37.2,0.32,3.2,0.11,191.0,528,36.2,643,76.0,59.1,41.6,178,83.1,56.6,439,25.0,5.7,27.0,0.96,12.8
108,Michael McGovern,nir NIR,PO,Norwich City,eng Premier League,35,1984,1.8,6.0,0.0,0.0,0.0,0.0,4.8,0.3,-1.2,-0.66,4.0,22,18.2,37,11.0,43.2,34.4,14,42.9,33.2,24,0.0,0.0,3.0,1.7,14.5
109,Edouard Mendy,sn SEN,PO,Rennes,fr Ligue 1,27,1992,24.0,19.0,3.0,1.0,4.0,1.0,20.7,0.22,2.7,0.11,155.0,338,45.9,624,99.0,38.0,34.5,163,62.0,43.6,334,33.0,9.9,22.0,0.92,12.9
110,Alex Meret,it ITA,PO,Napoli,it Serie A,22,1997,21.7,33.0,5.0,0.0,2.0,1.0,27.7,0.27,-4.3,-0.2,31.0,103,30.1,466,86.0,17.2,25.5,139,16.5,22.9,241,4.0,1.7,15.0,0.69,14.3
111,Antonio Mirante,it ITA,PO,Roma,it Serie A,36,1983,5.0,5.0,1.0,0.0,0.0,0.0,8.7,0.34,3.7,0.73,24.0,49,49.0,142,30.0,31.0,30.7,29,17.2,28.3,83,1.0,1.2,8.0,1.6,14.9
112,Simon Moore,eng ENG,PO,Sheffield Utd,eng Premier League,29,1990,2.0,6.0,0.0,0.0,0.0,0.0,4.5,0.41,-1.5,-0.74,10.0,39,25.6,37,4.0,75.7,51.2,11,100.0,69.5,20,0.0,0.0,0.0,0.0,7.0
113,Jessy Moulin,fr FRA,PO,Saint-Étienne,fr Ligue 1,33,1986,5.0,4.0,2.0,0.0,0.0,0.0,6.8,0.22,2.8,0.57,22.0,86,25.6,131,28.0,48.1,39.5,42,54.8,43.7,77,4.0,5.2,0.0,0.0,9.7
114,Florian Müller,de GER,PO,Mainz 05,de Bundesliga,21,1997,12.5,25.0,2.0,3.0,1.0,0.0,22.2,0.31,-2.8,-0.22,65.0,188,34.6,360,79.0,31.4,32.1,118,63.6,46.6,208,13.0,6.3,18.0,1.44,15.8
115,Juan Musso,ar ARG,PO,Udinese,it Serie A,25,1994,38.0,51.0,8.0,2.0,4.0,0.0,52.1,0.22,1.1,0.03,184.0,421,43.7,812,171.0,34.5,32.7,358,39.4,34.1,581,25.0,4.3,20.0,0.53,11.6
116,Yvon Mvogo,ch SUI,PO,RB Leipzig,de Bundesliga,25,1994,2.0,3.0,0.0,0.0,0.0,0.0,1.5,0.3,-1.5,-0.76,4.0,13,30.8,70,9.0,14.3,25.9,10,30.0,31.0,20,1.0,5.0,3.0,1.5,17.6
117,Keylor Navas,cr CRC,PO,Paris S-G,fr Ligue 1,32,1986,21.0,18.0,0.0,0.0,0.0,1.0,17.5,0.27,0.5,0.02,35.0,91,38.5,405,76.0,16.5,26.8,137,17.5,26.7,188,3.0,1.6,8.0,0.38,12.5
118,Neto,br BRA,PO,Barcelona,es La Liga,30,1989,2.0,2.0,0.0,0.0,0.0,0.0,1.6,0.54,-0.4,-0.19,5.0,10,50.0,46,5.0,15.2,24.5,15,20.0,24.2,22,1.0,4.5,4.0,2.0,16.6
119,Manuel Neuer,de GER,PO,Bayern Munich,de Bundesliga,33,1986,33.0,31.0,3.0,0.0,6.0,1.0,34.6,0.28,4.6,0.14,139.0,276,50.4,1267,203.0,19.6,26.4,180,15.6,27.8,303,10.0,3.3,123.0,3.73,23.7
120,Moritz Nicolas,de GER,PO,Union Berlin,de Bundesliga,21,1997,1.0,4.0,0.0,0.0,0.0,0.0,3.0,0.37,-1.0,-1.01,9.0,18,50.0,28,1.0,50.0,42.3,7,57.1,47.4,11,0.0,0.0,1.0,1.0,16.0
121,Alexander Nübel,de GER,PO,Schalke 04,de Bundesliga,22,1996,25.7,40.0,4.0,1.0,5.0,2.0,35.8,0.28,-2.2,-0.09,132.0,394,33.5,791,109.0,34.8,33.8,207,57.5,45.0,339,22.0,6.5,23.0,0.89,13.8
122,Ørjan Nyland,no NOR,PO,Aston Villa,eng Premier League,28,1990,6.0,12.0,0.0,0.0,0.0,0.0,8.5,0.31,-3.5,-0.59,33.0,104,31.7,128,29.0,46.9,40.0,53,83.0,57.1,80,4.0,5.0,1.0,0.17,9.9
123,Jan Oblak,si SVN,PO,Atlético Madrid,es La Liga,26,1993,37.7,27.0,3.0,1.0,4.0,3.0,29.8,0.25,5.8,0.15,232.0,589,39.4,635,111.0,56.7,41.2,316,72.5,49.9,532,12.0,2.3,12.0,0.32,13.1
124,Oier Olazábal,es ESP,PO,Espanyol,es La Liga,29,1989,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.18,0.5,0.27,6.0,17,35.3,51,15.0,21.6,31.1,12,50.0,41.4,21,3.0,14.3,0.0,0.0,7.8
125,Robin Olsen,se SWE,PO,Cagliari,it Serie A,29,1990,16.9,24.0,4.0,0.0,1.0,2.0,23.2,0.22,1.2,0.07,87.0,246,35.4,328,62.0,49.7,40.2,159,52.2,42.4,293,8.0,2.7,5.0,0.3,10.1
126,David Ospina,co COL,PO,Napoli,it Serie A,30,1988,16.3,17.0,2.0,1.0,2.0,0.0,14.8,0.25,-2.2,-0.13,34.0,77,44.2,383,55.0,16.2,25.7,85,17.6,22.1,184,11.0,6.0,17.0,1.04,16.2
127,Alexandre Oukidja,dz ALG,PO,Metz,fr Ligue 1,31,1988,26.5,31.0,3.0,0.0,5.0,0.0,30.4,0.22,-0.6,-0.02,186.0,593,31.4,675,101.0,60.6,43.8,208,88.5,59.4,471,32.0,6.8,31.0,1.17,14.1
128,Fernando Pacheco,es ESP,PO,Alavés,es La Liga,27,1992,26.2,37.0,8.0,3.0,2.0,0.0,34.3,0.24,-2.7,-0.1,262.0,572,45.8,558,85.0,62.0,42.5,250,90.4,56.7,386,8.0,2.1,11.0,0.42,13.1
129,Daniele Padelli,it ITA,PO,Inter,it Serie A,33,1985,3.0,4.0,1.0,0.0,2.0,0.0,3.7,0.34,-0.3,-0.1,3.0,17,17.6,69,14.0,20.3,29.9,24,12.5,25.2,55,2.0,3.6,2.0,0.67,12.2
130,Miquel Parera,es ESP,PO,Mallorca,es La Liga,23,1996,1.0,2.0,0.0,0.0,0.0,0.0,0.6,0.12,-1.4,-1.41,6.0,12,50.0,21,3.0,47.6,37.6,4,50.0,57.0,12,0.0,0.0,0.0,0.0,
131,Rui Patrício,pt POR,PO,Wolves,eng Premier League,31,1988,38.0,40.0,1.0,1.0,6.0,1.0,35.5,0.26,-3.5,-0.09,250.0,528,47.3,578,127.0,53.1,39.0,283,78.1,48.7,530,20.0,3.8,11.0,0.29,11.7
132,Jiří Pavlenka,cz CZE,PO,Werder Bremen,de Bundesliga,27,1992,33.0,67.0,1.0,1.0,11.0,3.0,49.5,0.29,-14.5,-0.44,198.0,490,40.4,894,152.0,37.6,35.0,298,51.7,41.7,593,12.0,2.0,30.0,0.91,14.0
133,Gianluca Pegolo,it ITA,PO,Sassuolo,it Serie A,38,1981,5.0,4.0,0.0,0.0,0.0,1.0,5.7,0.22,2.7,0.54,12.0,29,41.4,122,24.0,18.9,24.2,36,16.7,19.9,71,1.0,1.4,5.0,1.0,17.4
134,Yohann Pelé,fr FRA,PO,Marseille,fr Ligue 1,36,1982,1.7,2.0,0.0,0.0,0.0,0.0,2.4,0.2,0.4,0.25,3.0,12,25.0,33,7.0,15.2,25.0,14,50.0,40.8,22,0.0,0.0,3.0,1.8,16.2
135,Philipp Pentke,de GER,PO,Hoffenheim,de Bundesliga,34,1985,4.0,4.0,1.0,0.0,0.0,0.0,6.2,0.25,2.2,0.55,13.0,46,28.3,133,26.0,27.1,30.5,30,33.3,37.9,80,4.0,5.0,11.0,2.75,17.0
136,Juan Pérez,es ESP,PO,Osasuna,es La Liga,23,1996,2.0,3.0,1.0,0.0,0.0,0.0,2.6,0.18,-0.4,-0.22,12.0,38,31.6,50,10.0,56.0,44.6,14,71.4,52.9,27,0.0,0.0,3.0,1.5,18.2
137,Samu Pérez,es ESP,PO,Valladolid,es La Liga,22,1997,0.3,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.02,1.0,6,16.7,2,0.0,50.0,49.5,5,100.0,65.2,1,0.0,0.0,0.0,0.0,
138,Mattia Perin,it ITA,PO,Genoa,it Serie A,26,1992,21.0,38.0,1.0,1.0,3.0,1.0,34.6,0.33,-2.4,-0.12,129.0,373,34.6,538,90.0,51.3,40.1,189,51.3,41.6,341,18.0,5.3,12.0,0.57,12.8
139,Pavao Pervan,at AUT,PO,Wolfsburg,de Bundesliga,31,1987,8.0,8.0,1.0,0.0,0.0,0.0,11.4,0.28,3.4,0.42,48.0,120,40.0,202,37.0,44.1,36.4,62,50.0,44.0,104,3.0,2.9,12.0,1.5,16.3
140,Danijel Petković,me MNE,PO,Angers,fr Ligue 1,26,1993,2.0,1.0,0.0,0.0,0.0,0.0,1.1,0.16,0.1,0.06,15.0,27,55.6,34,10.0,44.1,35.0,19,63.2,46.6,43,4.0,9.3,0.0,0.0,4.7
141,Denis Petrić,rs SRB,PO,Nantes,fr Ligue 1,31,1988,1.0,2.0,0.0,0.0,1.0,0.0,2.6,0.43,0.6,0.58,3.0,13,23.1,9,2.0,66.7,46.2,11,63.6,43.2,13,1.0,7.7,0.0,0.0,10.0
142,Jordan Pickford,eng ENG,PO,Everton,eng Premier League,25,1994,38.0,56.0,3.0,3.0,5.0,3.0,50.2,0.32,-2.8,-0.07,270.0,730,37.0,1115,195.0,50.8,40.1,264,62.1,48.5,510,24.0,4.7,25.0,0.66,13.4
143,Carlo Pinsoglio,it ITA,PO,Juventus,it Serie A,29,1990,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,,1,0.0,0.0,17.0,2,0.0,19.0,0,0.0,,0.0,0.0,
144,Nick Pope,eng ENG,PO,Burnley,eng Premier League,27,1992,38.0,50.0,4.0,0.0,7.0,1.0,45.7,0.25,-3.3,-0.09,263.0,870,30.2,883,180.0,67.6,47.1,304,89.8,63.7,623,52.0,8.3,48.0,1.26,14.9
145,Ionuț Radu,ro ROU,PO,Genoa,it Serie A,22,1997,17.0,35.0,6.0,2.0,4.0,1.0,31.3,0.26,-2.7,-0.16,61.0,169,36.1,504,90.0,29.0,31.0,152,15.1,26.1,252,8.0,3.2,7.0,0.41,11.1
146,Boris Radunović,rs SRB,PO,Hellas Verona,it Serie A,23,1996,3.0,8.0,2.0,1.0,1.0,0.0,6.2,0.28,-1.8,-0.59,12.0,33,36.4,47,10.0,42.6,37.3,14,92.9,65.6,23,0.0,0.0,1.0,0.33,12.6
147,Rafael,br BRA,PO,Cagliari,it Serie A,37,1982,5.0,11.0,2.0,0.0,0.0,0.0,7.6,0.33,-3.4,-0.68,33.0,71,46.5,109,18.0,51.4,37.0,46,32.6,31.3,98,3.0,3.1,3.0,0.59,11.1
148,Predrag Rajković,rs SRB,PO,Reims,fr Ligue 1,23,1995,27.0,18.0,1.0,1.0,2.0,0.0,25.0,0.23,7.0,0.26,115.0,354,32.5,802,133.0,31.9,33.1,202,48.5,42.3,399,27.0,6.8,20.0,0.74,12.4
149,Aaron Ramsdale,eng ENG,PO,Bournemouth,eng Premier League,21,1998,37.0,62.0,5.0,4.0,4.0,0.0,60.7,0.3,-1.3,-0.04,183.0,607,30.1,843,185.0,48.2,39.2,288,69.8,53.5,591,20.0,3.4,25.0,0.68,11.6
150,Darren Randolph,ie IRL,PO,West Ham,eng Premier League,32,1987,2.0,5.0,1.0,0.0,1.0,0.0,4.5,0.32,-0.5,-0.25,14.0,29,48.3,26,4.0,61.5,43.1,14,92.9,57.3,34,0.0,0.0,3.0,1.5,16.8
151,Manolo Reina,es ESP,PO,Mallorca,es La Liga,34,1985,36.0,60.0,14.0,2.0,6.0,1.0,60.9,0.26,1.9,0.05,241.0,644,37.4,888,176.0,52.4,39.6,306,58.5,47.9,520,26.0,5.0,28.0,0.78,13.7
152,Pepe Reina,es ESP,PO,Aston Villa,eng Premier League,36,1982,12.0,20.0,2.0,0.0,2.0,0.0,14.7,0.22,-5.3,-0.44,95.0,202,47.0,302,51.0,48.3,37.2,94,59.6,42.6,168,8.0,4.8,14.0,1.17,16.1
153,Pepe Reina,es ESP,PO,Milan,it Serie A,36,1982,1.0,1.0,0.0,1.0,0.0,0.0,1.8,0.14,0.8,0.83,8.0,14,57.1,28,6.0,32.1,34.9,7,71.4,45.0,17,2.0,11.8,2.0,2.0,12.0
154,Álex Remiro,es ESP,PO,Real Sociedad,es La Liga,24,1995,25.0,32.0,7.0,2.0,3.0,0.0,30.0,0.24,-2.0,-0.08,139.0,351,39.6,767,76.0,32.6,32.8,146,69.2,50.6,297,6.0,2.0,42.0,1.68,17.4
155,Baptiste Reynet,fr FRA,PO,Toulouse,fr Ligue 1,28,1990,22.6,49.0,3.0,1.0,3.0,1.0,36.9,0.27,-11.1,-0.49,181.0,463,39.1,616,80.0,50.0,38.2,228,68.0,48.6,357,9.0,2.5,23.0,1.02,16.1
156,Sergio Rico,es ESP,PO,Paris S-G,fr Ligue 1,25,1993,2.0,4.0,0.0,0.0,1.0,0.0,2.6,0.26,-1.4,-0.72,1.0,9,11.1,35,5.0,17.1,21.6,13,23.1,23.8,33,1.0,3.0,2.0,1.0,17.4
157,Roberto,es ESP,PO,West Ham,eng Premier League,33,1986,7.6,17.0,1.0,1.0,2.0,1.0,17.9,0.34,1.9,0.25,46.0,158,29.1,188,26.0,64.4,44.6,41,90.2,58.8,101,0.0,0.0,10.0,1.31,15.0
158,Roberto,es ESP,PO,Alavés,es La Liga,33,1986,8.8,19.0,3.0,0.0,1.0,0.0,20.1,0.33,1.1,0.13,84.0,195,43.1,170,9.0,78.8,52.6,66,92.4,65.9,107,3.0,2.8,3.0,0.34,11.5
159,Joel Robles,es ESP,PO,Betis,es La Liga,29,1990,32.1,48.0,11.0,1.0,3.0,1.0,46.9,0.28,-0.1,0.0,135.0,406,33.3,905,137.0,34.6,33.0,241,38.6,35.5,455,10.0,2.2,51.0,1.59,17.8
160,Antonio Rosati,it ITA,PO,Torino,it Serie A,36,1983,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.09,-0.6,-0.57,9.0,16,56.3,20,6.0,35.0,30.9,15,60.0,40.9,13,0.0,0.0,0.0,0.0,9.3
161,Francesco Rossi,it ITA,PO,Atalanta,it Serie A,28,1991,0.1,1.0,0.0,0.0,0.0,0.0,0.4,0.45,-0.6,-4.53,1.0,1,100.0,3,1.0,33.3,30.3,0,,,0,0.0,,0.0,0.0,
162,Rubén,es ESP,PO,Osasuna,es La Liga,35,1984,17.6,24.0,3.0,1.0,1.0,0.0,21.2,0.35,-2.8,-0.16,128.0,367,34.9,376,61.0,66.5,47.0,142,82.4,58.0,226,5.0,2.2,13.0,0.74,15.4
163,Stéphane Ruffier,fr FRA,PO,Saint-Étienne,fr Ligue 1,32,1986,22.0,40.0,3.0,0.0,1.0,0.0,33.3,0.3,-6.7,-0.31,102.0,287,35.5,463,72.0,41.3,34.8,159,60.4,43.1,249,9.0,3.6,15.0,0.68,12.7
164,Gerónimo Rulli,ar ARG,PO,Montpellier,fr Ligue 1,27,1992,25.0,27.0,3.0,1.0,2.0,1.0,28.4,0.2,2.4,0.1,186.0,359,51.8,677,150.0,35.6,33.7,203,58.1,45.2,360,16.0,4.4,25.0,1.0,15.0
165,Mathew Ryan,au AUS,PO,Brighton,eng Premier League,27,1992,38.0,54.0,2.0,0.0,7.0,2.0,50.2,0.29,-1.8,-0.05,207.0,412,50.2,1201,255.0,25.3,29.0,274,39.4,33.4,526,20.0,3.8,26.0,0.68,13.7
166,Frederik Rønnow,dk DEN,PO,Eint Frankfurt,de Bundesliga,26,1992,9.0,14.0,2.0,0.0,0.0,0.0,14.3,0.26,0.3,0.04,78.0,172,45.3,280,37.0,48.9,37.9,62,56.5,45.0,116,4.0,3.4,11.0,1.22,17.4
167,Romain Salin,fr FRA,PO,Rennes,fr Ligue 1,35,1984,4.0,5.0,0.0,0.0,0.0,0.0,5.4,0.24,0.4,0.1,21.0,54,38.9,94,24.0,30.9,33.4,36,69.4,47.3,80,2.0,2.5,3.0,0.75,14.6
168,Kasper Schmeichel,dk DEN,PO,Leicester City,eng Premier League,32,1986,38.0,41.0,8.0,0.0,5.0,2.0,44.3,0.26,5.3,0.14,180.0,398,45.2,951,159.0,31.5,33.0,241,40.7,36.1,507,14.0,2.8,34.0,0.89,17.2
169,Markus Schubert,de GER,PO,Schalke 04,de Bundesliga,21,1998,8.2,18.0,2.0,1.0,4.0,0.0,18.5,0.31,0.5,0.06,44.0,155,28.4,252,29.0,46.0,37.6,60,65.0,46.4,149,6.0,4.0,8.0,0.97,12.7
170,Alexander Schwolow,de GER,PO,Freiburg,de Bundesliga,27,1992,23.2,32.0,3.0,0.0,5.0,0.0,31.9,0.25,-0.1,0.0,153.0,429,35.7,726,120.0,34.4,34.3,249,71.9,55.1,381,13.0,3.4,14.0,0.6,12.9
171,Matz Sels,be BEL,PO,Strasbourg,fr Ligue 1,27,1992,27.0,32.0,6.0,0.0,3.0,0.0,33.4,0.26,1.4,0.05,199.0,458,43.4,651,111.0,49.3,39.6,201,68.2,51.3,335,17.0,5.1,9.0,0.33,11.0
172,Luigi Sepe,it ITA,PO,Parma,it Serie A,28,1991,34.0,53.0,6.0,1.0,10.0,0.0,54.8,0.25,1.8,0.05,225.0,471,47.8,801,115.0,42.4,37.1,327,40.1,32.0,624,20.0,3.2,10.0,0.29,12.2
173,Rui Silva,pt POR,PO,Granada,es La Liga,25,1994,35.0,42.0,4.0,1.0,5.0,0.0,42.8,0.27,0.8,0.02,304.0,823,36.9,974,115.0,59.9,43.1,299,80.3,55.8,499,25.0,5.0,66.0,1.89,16.6
174,Marco Silvestri,it ITA,PO,Hellas Verona,it Serie A,28,1991,35.0,43.0,7.0,1.0,6.0,1.0,44.9,0.24,2.9,0.08,182.0,687,26.5,650,74.0,63.1,43.7,330,83.9,55.3,547,17.0,3.1,15.0,0.43,11.0
175,Unai Simón,es ESP,PO,Athletic Club,es La Liga,22,1997,33.2,29.0,5.0,1.0,2.0,2.0,34.6,0.28,7.6,0.23,304.0,716,42.5,838,145.0,56.6,42.2,268,90.3,61.6,495,20.0,4.0,20.0,0.6,13.1
176,Salvatore Sirigu,it ITA,PO,Torino,it Serie A,32,1987,36.0,64.0,9.0,3.0,6.0,3.0,59.1,0.26,-1.9,-0.05,243.0,523,46.5,823,112.0,40.0,35.4,333,58.3,41.1,588,22.0,3.7,18.0,0.5,14.4
177,Antonio Sivera,es ESP,PO,Alavés,es La Liga,22,1996,3.0,3.0,1.0,0.0,0.0,0.0,2.2,0.25,-0.8,-0.28,29.0,61,47.5,56,9.0,67.9,46.1,27,85.2,57.9,34,1.0,2.9,1.0,0.33,9.1
178,Łukasz Skorupski,pl POL,PO,Bologna,it Serie A,28,1991,37.0,64.0,6.0,2.0,6.0,1.0,53.9,0.26,-9.1,-0.25,161.0,364,44.2,848,218.0,29.7,31.5,291,38.5,33.6,474,44.0,9.3,29.0,0.78,12.7
179,Dennis Smarsch,de GER,PO,Hertha BSC,de Bundesliga,20,1999,1.7,4.0,0.0,0.0,1.0,0.0,2.3,0.21,-1.7,-0.99,10.0,26,38.5,53,8.0,30.2,32.7,16,62.5,45.1,15,1.0,6.7,3.0,1.79,12.9
180,Yann Sommer,ch SUI,PO,M'Gladbach,de Bundesliga,30,1988,34.0,40.0,1.0,1.0,3.0,0.0,47.5,0.29,7.5,0.22,180.0,418,43.1,1263,169.0,25.7,29.8,282,33.3,34.6,501,13.0,2.6,49.0,1.44,16.9
181,David Soria,es ESP,PO,Getafe,es La Liga,26,1993,38.0,37.0,5.0,0.0,2.0,2.0,38.3,0.3,3.3,0.09,359.0,970,37.0,880,46.0,83.4,52.7,259,91.1,58.5,383,20.0,5.2,69.0,1.82,18.1
182,Juan Soriano,es ESP,PO,Leganés,es La Liga,21,1997,11.0,18.0,5.0,1.0,0.0,1.0,15.8,0.28,-1.2,-0.11,47.0,175,26.9,223,58.0,51.6,41.8,74,81.1,60.4,117,7.0,6.0,4.0,0.36,14.5
183,Marco Sportiello,it ITA,PO,Atalanta,it Serie A,27,1992,5.8,5.0,0.0,0.0,0.0,0.0,4.8,0.26,-0.2,-0.04,9.0,28,32.1,124,32.0,12.1,26.9,26,50.0,38.8,52,3.0,5.8,10.0,1.71,19.7
184,Jed Steer,eng ENG,PO,Aston Villa,eng Premier League,26,1992,0.1,,,,,,0.0,,,,,1,,1,,0.0,26.0,1,100.0,65.0,1,,,,,
185,Zack Steffen,us USA,PO,Düsseldorf,de Bundesliga,24,1995,17.0,36.0,1.0,1.0,4.0,1.0,32.5,0.32,-2.5,-0.15,129.0,296,43.6,472,102.0,42.6,36.9,144,66.0,51.2,264,14.0,5.3,16.0,0.94,12.9
186,Thomas Strakosha,al ALB,PO,Lazio,it Serie A,24,1995,38.0,42.0,7.0,1.0,7.0,1.0,44.4,0.24,3.4,0.09,148.0,368,40.2,938,143.0,32.0,31.2,291,23.4,26.0,474,10.0,2.1,18.0,0.47,13.6
187,Wojciech Szczęsny,pl POL,PO,Juventus,it Serie A,29,1990,28.8,33.0,8.0,1.0,3.0,0.0,37.1,0.23,4.1,0.14,82.0,165,49.7,560,155.0,23.4,29.4,195,17.4,25.8,355,11.0,3.1,37.0,1.29,16.9
188,Ciprian Tătărușanu,ro ROU,PO,Lyon,fr Ligue 1,33,1986,2.0,2.0,0.0,0.0,0.0,0.0,1.9,0.18,-0.1,-0.03,8.0,12,66.7,54,16.0,18.5,27.2,7,28.6,32.1,10,3.0,30.0,7.0,3.5,15.4
189,Marc-André ter Stegen,de GER,PO,Barcelona,es La Liga,27,1992,36.0,36.0,6.0,2.0,1.0,0.0,34.8,0.25,-1.2,-0.03,122.0,239,51.0,1206,177.0,15.3,25.7,224,24.6,29.4,379,18.0,4.7,39.0,1.08,15.2
190,Pietro Terracciano,it ITA,PO,Fiorentina,it Serie A,29,1990,6.9,5.0,3.0,0.0,0.0,0.0,7.5,0.2,2.5,0.36,18.0,78,23.1,149,36.0,38.9,35.2,59,33.9,34.7,103,6.0,5.8,5.0,0.72,12.2
191,Demba Thiam,sn SEN,PO,SPAL,it Serie A,21,1998,2.0,4.0,1.0,0.0,1.0,0.0,3.2,0.14,-0.8,-0.4,8.0,21,38.1,42,10.0,31.0,31.0,27,29.6,25.9,36,2.0,5.6,0.0,0.0,10.3
192,Niclas Thiede,de GER,PO,Freiburg,de Bundesliga,20,1999,0.8,1.0,0.0,0.0,0.0,0.0,1.5,0.39,0.5,0.72,1.0,9,11.1,34,11.0,26.5,29.2,7,0.0,21.1,13,0.0,0.0,1.0,1.32,18.0
193,Kevin Trapp,de GER,PO,Eint Frankfurt,de Bundesliga,29,1990,22.0,38.0,1.0,1.0,3.0,2.0,32.1,0.3,-3.9,-0.18,153.0,359,42.6,792,89.0,36.7,33.2,145,46.9,39.7,261,15.0,5.7,32.0,1.45,16.1
194,Mark Travers,ie IRL,PO,Bournemouth,eng Premier League,20,1999,1.0,3.0,0.0,0.0,0.0,0.0,1.9,0.39,-1.1,-1.07,2.0,9,22.2,23,5.0,21.7,29.2,7,57.1,43.4,12,0.0,0.0,1.0,1.0,13.3
195,Stefano Turati,it ITA,PO,Sassuolo,it Serie A,17,2001,2.0,4.0,1.0,0.0,0.0,0.0,4.1,0.25,0.1,0.03,6.0,10,60.0,38,7.0,18.4,24.8,14,21.4,24.0,34,1.0,2.9,3.0,1.5,18.8
196,Samir Ujkani,xk KVX,PO,Torino,it Serie A,31,1988,1.0,3.0,1.0,0.0,1.0,0.0,2.4,0.23,-0.6,-0.62,6.0,13,46.2,42,2.0,28.6,31.9,8,12.5,25.8,12,0.0,0.0,1.0,1.0,15.0
197,Sven Ulreich,de GER,PO,Bayern Munich,de Bundesliga,30,1988,1.0,1.0,0.0,0.0,0.0,0.0,1.1,0.42,0.1,0.12,2.0,7,28.6,42,5.0,14.3,24.0,10,10.0,20.4,11,0.0,0.0,1.0,1.0,14.3
198,Tomáš Vaclík,cz CZE,PO,Sevilla,es La Liga,30,1989,32.5,31.0,2.0,3.0,2.0,1.0,27.3,0.25,-2.7,-0.08,145.0,375,38.7,692,155.0,34.8,34.2,234,57.3,44.9,405,18.0,4.4,28.0,0.86,15.0
199,Koke Vegas,es ESP,PO,Levante,es La Liga,23,1995,2.0,2.0,0.0,0.0,1.0,0.0,1.6,0.16,-0.4,-0.22,9.0,24,37.5,43,13.0,39.5,36.7,19,36.8,31.5,46,0.0,0.0,4.0,2.0,16.1
200,Mauro Vigorito,it ITA,PO,Lecce,it Serie A,29,1990,4.7,9.0,1.0,0.0,1.0,0.0,8.7,0.3,-0.3,-0.06,21.0,53,39.6,100,27.0,35.0,32.2,48,37.5,30.3,90,2.0,2.2,3.0,0.64,12.0
201,Iván Villar,es ESP,PO,Celta Vigo,es La Liga,22,1997,3.1,5.0,0.0,0.0,0.0,0.0,3.7,0.34,-1.3,-0.41,13.0,40,32.5,58,8.0,36.2,31.7,28,67.9,50.9,44,1.0,2.3,4.0,1.29,12.8
202,Felix Wiedwald,de GER,PO,Eint Frankfurt,de Bundesliga,29,1990,3.0,8.0,0.0,0.0,2.0,0.0,5.5,0.27,-2.5,-0.85,22.0,40,55.0,77,15.0,35.1,33.2,24,54.2,40.5,41,1.0,2.4,5.0,1.67,13.5
203,Yoel,es ESP,PO,Eibar,es La Liga,30,1988,3.0,5.0,0.0,0.0,0.0,0.0,6.4,0.34,1.4,0.48,31.0,74,41.9,67,5.0,74.6,52.9,24,100.0,67.0,52,2.0,3.8,2.0,0.67,10.2
204,Robin Zentner,de GER,PO,Mainz 05,de Bundesliga,24,1994,21.5,40.0,1.0,0.0,6.0,1.0,36.6,0.31,-2.4,-0.11,129.0,389,33.2,594,146.0,44.8,36.8,197,62.4,49.2,347,20.0,5.8,17.0,0.79,13.6
