RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,GC,GC90,DaPC,Salvadas,% Salvadas,PG,PE,PP,PaC,PaC%,TPint,PD,PD.1,PC,% Salvadas.1
132,Jiří Pavlenka,cz CZE,PO,Werder Bremen,de Bundesliga,27,1992,33,33,2970,33.0,67.0,2.03,169.0,105.0,60.9,8.0,6.0,19,4.0,12.1,1.0,1.0,0.0,0.0,0.0
133,Gianluca Pegolo,it ITA,PO,Sassuolo,it Serie A,38,1981,5,5,450,5.0,4.0,0.8,27.0,24.0,85.2,2.0,2.0,1,2.0,40.0,0.0,0.0,0.0,0.0,
134,Yohann Pelé,fr FRA,PO,Marseille,fr Ligue 1,36,1982,2,1,149,1.7,2.0,1.21,7.0,4.0,71.4,1.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,100.0
135,Philipp Pentke,de GER,PO,Hoffenheim,de Bundesliga,34,1985,4,4,360,4.0,4.0,1.0,21.0,17.0,85.7,2.0,0.0,2,1.0,25.0,1.0,1.0,0.0,0.0,0.0
136,Juan Pérez,es ESP,PO,Osasuna,es La Liga,23,1996,2,2,180,2.0,3.0,1.5,9.0,6.0,77.8,1.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
137,Samu Pérez,es ESP,PO,Valladolid,es La Liga,22,1997,1,0,26,0.3,1.0,3.46,1.0,0.0,100.0,0.0,0.0,0,0.0,,1.0,1.0,0.0,0.0,0.0
138,Mattia Perin,it ITA,PO,Genoa,it Serie A,26,1992,21,21,1890,21.0,38.0,1.81,103.0,66.0,64.1,8.0,4.0,9,5.0,23.8,2.0,1.0,0.0,1.0,0.0
139,Pavao Pervan,at AUT,PO,Wolfsburg,de Bundesliga,31,1987,8,8,720,8.0,8.0,1.0,37.0,30.0,81.1,2.0,4.0,2,3.0,37.5,1.0,1.0,0.0,0.0,0.0
140,Danijel Petković,me MNE,PO,Angers,fr Ligue 1,26,1993,2,2,180,2.0,1.0,0.5,7.0,6.0,85.7,1.0,0.0,1,1.0,50.0,0.0,0.0,0.0,0.0,
141,Denis Petrić,rs SRB,PO,Nantes,fr Ligue 1,31,1988,1,1,90,1.0,2.0,2.0,6.0,4.0,66.7,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,
142,Jordan Pickford,eng ENG,PO,Everton,eng Premier League,25,1994,38,38,3420,38.0,56.0,1.47,147.0,94.0,63.9,13.0,10.0,15,9.0,23.7,4.0,3.0,0.0,1.0,0.0
143,Carlo Pinsoglio,it ITA,PO,Juventus,it Serie A,29,1990,1,0,19,0.2,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,
144,Nick Pope,eng ENG,PO,Burnley,eng Premier League,27,1992,38,38,3420,38.0,50.0,1.32,167.0,117.0,72.5,15.0,9.0,14,15.0,39.5,5.0,4.0,1.0,0.0,20.0
145,Ionuț Radu,ro ROU,PO,Genoa,it Serie A,22,1997,17,17,1530,17.0,35.0,2.06,98.0,64.0,70.4,2.0,5.0,10,2.0,11.8,7.0,6.0,0.0,1.0,0.0
146,Boris Radunović,rs SRB,PO,Hellas Verona,it Serie A,23,1996,3,3,270,3.0,8.0,2.67,15.0,7.0,60.0,1.0,0.0,2,1.0,33.3,2.0,2.0,0.0,0.0,0.0
147,Rafael,br BRA,PO,Cagliari,it Serie A,37,1982,6,5,454,5.0,11.0,2.18,17.0,6.0,47.1,1.0,1.0,3,0.0,0.0,3.0,2.0,0.0,1.0,0.0
148,Predrag Rajković,rs SRB,PO,Reims,fr Ligue 1,23,1995,27,27,2430,27.0,18.0,0.67,87.0,65.0,80.5,10.0,11.0,6,12.0,44.4,5.0,1.0,4.0,0.0,80.0
149,Aaron Ramsdale,eng ENG,PO,Bournemouth,eng Premier League,21,1998,37,37,3330,37.0,62.0,1.68,187.0,124.0,69.5,9.0,7.0,21,5.0,13.5,6.0,5.0,1.0,0.0,16.7
150,Darren Randolph,ie IRL,PO,West Ham,eng Premier League,32,1987,2,2,180,2.0,5.0,2.5,11.0,6.0,63.6,0.0,1.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0
151,Manolo Reina,es ESP,PO,Mallorca,es La Liga,34,1985,36,36,3240,36.0,60.0,1.67,179.0,119.0,74.3,9.0,5.0,22,5.0,13.9,15.0,14.0,1.0,0.0,6.7
152,Pepe Reina,es ESP,PO,Aston Villa,eng Premier League,36,1982,12,12,1080,12.0,20.0,1.67,53.0,32.0,66.0,3.0,3.0,6,2.0,16.7,3.0,2.0,1.0,0.0,33.3
153,Pepe Reina,es ESP,PO,Milan,it Serie A,36,1982,2,2,90,1.0,1.0,1.0,6.0,4.0,83.3,1.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,100.0
154,Álex Remiro,es ESP,PO,Real Sociedad,es La Liga,24,1995,25,25,2250,25.0,32.0,1.28,93.0,60.0,73.1,11.0,4.0,10,6.0,24.0,8.0,7.0,1.0,0.0,12.5
155,Baptiste Reynet,fr FRA,PO,Toulouse,fr Ligue 1,28,1990,23,22,2034,22.6,49.0,2.17,118.0,68.0,61.0,3.0,3.0,16,2.0,9.1,5.0,3.0,2.0,0.0,40.0
156,Sergio Rico,es ESP,PO,Paris S-G,fr Ligue 1,25,1993,2,2,180,2.0,4.0,2.0,10.0,6.0,60.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
157,Roberto,es ESP,PO,West Ham,eng Premier League,33,1986,8,7,687,7.6,17.0,2.23,51.0,35.0,68.6,0.0,1.0,6,0.0,0.0,1.0,1.0,0.0,0.0,0.0
158,Roberto,es ESP,PO,Alavés,es La Liga,33,1986,9,8,790,8.8,19.0,2.16,54.0,35.0,70.4,2.0,1.0,5,2.0,25.0,3.0,3.0,0.0,0.0,0.0
159,Joel Robles,es ESP,PO,Betis,es La Liga,29,1990,33,33,2887,32.1,48.0,1.5,130.0,83.0,71.5,9.0,11.0,13,5.0,15.2,11.0,11.0,0.0,0.0,0.0
160,Antonio Rosati,it ITA,PO,Torino,it Serie A,36,1983,1,1,90,1.0,1.0,1.0,5.0,4.0,80.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
161,Francesco Rossi,it ITA,PO,Atalanta,it Serie A,28,1991,1,0,11,0.1,1.0,8.18,1.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,
162,Rubén,es ESP,PO,Osasuna,es La Liga,35,1984,19,18,1583,17.6,24.0,1.36,54.0,30.0,61.1,5.0,9.0,4,4.0,22.2,3.0,3.0,0.0,0.0,0.0
163,Stéphane Ruffier,fr FRA,PO,Saint-Étienne,fr Ligue 1,32,1986,22,22,1980,22.0,40.0,1.82,100.0,60.0,63.0,6.0,4.0,12,3.0,13.6,4.0,3.0,0.0,1.0,0.0
164,Gerónimo Rulli,ar ARG,PO,Montpellier,fr Ligue 1,27,1992,25,25,2250,25.0,27.0,1.08,119.0,91.0,79.8,11.0,7.0,7,8.0,32.0,5.0,3.0,2.0,0.0,40.0
165,Mathew Ryan,au AUS,PO,Brighton,eng Premier League,27,1992,38,38,3420,38.0,54.0,1.42,168.0,116.0,69.0,9.0,14.0,15,9.0,23.7,2.0,2.0,0.0,0.0,0.0
166,Frederik Rønnow,dk DEN,PO,Eint Frankfurt,de Bundesliga,26,1992,9,9,810,9.0,14.0,1.56,49.0,35.0,75.5,2.0,3.0,4,1.0,11.1,2.0,2.0,0.0,0.0,0.0
167,Romain Salin,fr FRA,PO,Rennes,fr Ligue 1,35,1984,5,4,360,4.0,5.0,1.25,19.0,13.0,73.7,2.0,0.0,2,1.0,25.0,1.0,0.0,1.0,0.0,100.0
168,Kasper Schmeichel,dk DEN,PO,Leicester City,eng Premier League,32,1986,38,38,3420,38.0,41.0,1.08,135.0,94.0,75.6,18.0,8.0,12,13.0,34.2,10.0,8.0,2.0,0.0,20.0
169,Markus Schubert,de GER,PO,Schalke 04,de Bundesliga,21,1998,9,8,742,8.2,18.0,2.18,55.0,37.0,70.9,1.0,3.0,4,2.0,25.0,2.0,2.0,0.0,0.0,0.0
170,Alexander Schwolow,de GER,PO,Freiburg,de Bundesliga,27,1992,24,24,2091,23.2,32.0,1.38,118.0,86.0,75.4,9.0,6.0,9,4.0,16.7,3.0,3.0,0.0,0.0,0.0
171,Matz Sels,be BEL,PO,Strasbourg,fr Ligue 1,27,1992,27,27,2430,27.0,32.0,1.19,104.0,71.0,75.0,11.0,5.0,11,8.0,29.6,7.0,6.0,1.0,0.0,14.3
172,Luigi Sepe,it ITA,PO,Parma,it Serie A,28,1991,34,34,3060,34.0,53.0,1.56,193.0,137.0,75.6,13.0,6.0,15,5.0,14.7,9.0,6.0,3.0,0.0,33.3
173,Rui Silva,pt POR,PO,Granada,es La Liga,25,1994,35,35,3150,35.0,42.0,1.2,142.0,99.0,73.2,15.0,8.0,12,12.0,34.3,5.0,4.0,1.0,0.0,20.0
174,Marco Silvestri,it ITA,PO,Hellas Verona,it Serie A,28,1991,35,35,3150,35.0,43.0,1.23,159.0,117.0,77.4,11.0,13.0,11,9.0,25.7,7.0,7.0,0.0,0.0,0.0
175,Unai Simón,es ESP,PO,Athletic Club,es La Liga,22,1997,34,34,2991,33.2,29.0,0.87,109.0,82.0,78.0,13.0,9.0,12,12.0,35.3,7.0,5.0,0.0,2.0,0.0
176,Salvatore Sirigu,it ITA,PO,Torino,it Serie A,32,1987,36,36,3240,36.0,64.0,1.78,197.0,135.0,72.1,11.0,6.0,19,7.0,19.4,10.0,9.0,1.0,0.0,10.0
177,Antonio Sivera,es ESP,PO,Alavés,es La Liga,22,1996,3,3,270,3.0,3.0,1.0,5.0,2.0,60.0,1.0,1.0,1,1.0,33.3,1.0,1.0,0.0,0.0,0.0
178,Łukasz Skorupski,pl POL,PO,Bologna,it Serie A,28,1991,37,37,3330,37.0,64.0,1.73,187.0,123.0,69.0,12.0,10.0,15,2.0,5.4,8.0,6.0,1.0,1.0,14.3
179,Dennis Smarsch,de GER,PO,Hertha BSC,de Bundesliga,20,1999,2,1,151,1.7,4.0,2.38,11.0,7.0,63.6,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,
180,Yann Sommer,ch SUI,PO,M'Gladbach,de Bundesliga,30,1988,34,34,3060,34.0,40.0,1.18,158.0,117.0,75.3,20.0,5.0,9,7.0,20.6,2.0,1.0,1.0,0.0,50.0
181,David Soria,es ESP,PO,Getafe,es La Liga,26,1993,38,38,3420,38.0,37.0,0.97,109.0,73.0,70.6,14.0,12.0,12,15.0,39.5,6.0,5.0,1.0,0.0,16.7
182,Juan Soriano,es ESP,PO,Leganés,es La Liga,21,1997,11,11,990,11.0,18.0,1.64,39.0,22.0,66.7,1.0,3.0,7,1.0,9.1,5.0,5.0,0.0,0.0,0.0
183,Marco Sportiello,it ITA,PO,Atalanta,it Serie A,27,1992,6,5,525,5.8,5.0,0.86,18.0,13.0,72.2,4.0,0.0,1,2.0,40.0,0.0,0.0,0.0,0.0,
184,Jed Steer,eng ENG,PO,Aston Villa,eng Premier League,26,1992,1,1,7,0.1,,,,,,,,1,,,,,,,
185,Zack Steffen,us USA,PO,Düsseldorf,de Bundesliga,24,1995,17,17,1530,17.0,36.0,2.12,99.0,63.0,64.6,4.0,3.0,10,2.0,11.8,2.0,1.0,1.0,0.0,50.0
186,Thomas Strakosha,al ALB,PO,Lazio,it Serie A,24,1995,38,38,3420,38.0,42.0,1.11,154.0,112.0,77.3,24.0,6.0,8,11.0,28.9,9.0,7.0,1.0,1.0,12.5
187,Wojciech Szczęsny,pl POL,PO,Juventus,it Serie A,29,1990,29,29,2591,28.8,33.0,1.15,129.0,95.0,80.6,19.0,4.0,6,11.0,37.9,10.0,8.0,1.0,1.0,11.1
188,Ciprian Tătărușanu,ro ROU,PO,Lyon,fr Ligue 1,33,1986,2,2,180,2.0,2.0,1.0,11.0,9.0,81.8,1.0,0.0,1,1.0,50.0,0.0,0.0,0.0,0.0,
189,Marc-André ter Stegen,de GER,PO,Barcelona,es La Liga,27,1992,36,36,3240,36.0,36.0,1.0,116.0,79.0,74.1,24.0,6.0,6,14.0,38.9,7.0,6.0,1.0,0.0,14.3
190,Pietro Terracciano,it ITA,PO,Fiorentina,it Serie A,29,1990,7,7,624,6.9,5.0,0.72,23.0,18.0,91.3,5.0,1.0,1,2.0,28.6,3.0,3.0,0.0,0.0,0.0
191,Demba Thiam,sn SEN,PO,SPAL,it Serie A,21,1998,2,2,180,2.0,4.0,2.0,16.0,12.0,81.3,0.0,1.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0
192,Niclas Thiede,de GER,PO,Freiburg,de Bundesliga,20,1999,1,0,69,0.8,1.0,1.3,4.0,3.0,75.0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,
193,Kevin Trapp,de GER,PO,Eint Frankfurt,de Bundesliga,29,1990,22,22,1980,22.0,38.0,1.73,105.0,69.0,64.8,11.0,3.0,8,4.0,18.2,1.0,1.0,0.0,0.0,0.0
194,Mark Travers,ie IRL,PO,Bournemouth,eng Premier League,20,1999,1,1,90,1.0,3.0,3.0,5.0,2.0,40.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,
195,Stefano Turati,it ITA,PO,Sassuolo,it Serie A,17,2001,2,2,180,2.0,4.0,2.0,12.0,8.0,75.0,0.0,2.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
196,Samir Ujkani,xk KVX,PO,Torino,it Serie A,31,1988,1,1,90,1.0,3.0,3.0,6.0,3.0,66.7,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0
197,Sven Ulreich,de GER,PO,Bayern Munich,de Bundesliga,30,1988,2,2,90,1.0,1.0,1.0,3.0,2.0,66.7,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
198,Tomáš Vaclík,cz CZE,PO,Sevilla,es La Liga,30,1989,33,33,2925,32.5,31.0,0.95,96.0,65.0,69.8,15.0,12.0,6,12.0,36.4,3.0,2.0,1.0,0.0,33.3
199,Koke Vegas,es ESP,PO,Levante,es La Liga,23,1995,2,2,180,2.0,2.0,1.0,10.0,8.0,80.0,2.0,0.0,0,1.0,50.0,1.0,0.0,0.0,1.0,
200,Mauro Vigorito,it ITA,PO,Lecce,it Serie A,29,1990,5,4,423,4.7,9.0,1.91,29.0,20.0,72.4,3.0,0.0,1,1.0,25.0,1.0,1.0,0.0,0.0,0.0
201,Iván Villar,es ESP,PO,Celta Vigo,es La Liga,22,1997,4,3,280,3.1,5.0,1.61,11.0,6.0,54.5,0.0,1.0,2,1.0,33.3,0.0,0.0,0.0,0.0,
202,Felix Wiedwald,de GER,PO,Eint Frankfurt,de Bundesliga,29,1990,3,3,270,3.0,8.0,2.67,20.0,12.0,60.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,
203,Yoel,es ESP,PO,Eibar,es La Liga,30,1988,4,4,270,3.0,5.0,1.67,16.0,10.0,68.8,2.0,0.0,1,1.0,25.0,1.0,0.0,1.0,0.0,100.0
204,Robin Zentner,de GER,PO,Mainz 05,de Bundesliga,24,1994,22,22,1935,21.5,40.0,1.86,115.0,75.0,66.1,8.0,2.0,12,3.0,13.6,2.0,1.0,1.0,0.0,50.0
205,Leopold Zingerle,de GER,PO,Paderborn 07,de Bundesliga,25,1994,28,28,2520,28.0,57.0,2.04,152.0,96.0,64.5,4.0,7.0,17,5.0,17.9,4.0,3.0,1.0,0.0,25.0
