RL2018-2019,Jugador2018-2019,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,PJ2018-2019,Mín2018-2019,Mn/PJ2018-2019,% min2018-2019,90 s2018-2019,Titular2018-2019,Mn/arranque2018-2019,Compl2018-2019,Sup2018-2019,Mn/Sust2018-2019,Partidos como sustituto2018-2019,PPP2018-2019,onG2018-2019,onGA2018-2019,+/-2018-2019,+/-902018-2019,Dentro-Fuera2018-2019,onxG2018-2019,onxGA2018-2019,xG+/-2018-2019,xG+/-902018-2019,Dentro-Fuera.12018-2019
711,Romain Del Castillo,fr FRA,"CC,DL",Rennes,fr Ligue 1,22.0,1996.0,29,1343.0,46.0,39.3,14.9,15,75.0,6,14,16.0,9,1.21,21.0,27.0,-6.0,-0.4,-0.79,23.4,18.6,4.8,0.32,0.18
712,Mattia Del Favero,it ITA,PO,Juventus,it Serie A,20.0,1998.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,Enrico Del Prato,it ITA,"DF,CC",Atalanta,it Serie A,18.0,1999.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,Thomas Delaney,dk DEN,CC,Dortmund,de Bundesliga,26.0,1991.0,30,2283.0,76.0,74.6,25.4,27,83.0,19,3,13.0,2,2.27,54.0,26.0,28.0,1.1,0.06,41.8,27.7,14.1,0.55,-0.31
715,Moisés Delgado,es ESP,DF,Valladolid,es La Liga,24.0,1994.0,3,270.0,90.0,7.9,3.0,3,90.0,3,0,0.0,11,0.0,0.0,6.0,-6.0,-2.0,-1.63,3.7,5.0,-1.3,-0.44,0.02
1433,Cristian Dell'Orco,it ITA,DF,Empoli,it Serie A,24.0,1994.0,15,1145.0,123.0,33.5,12.7,13,176.0,12,2,10.0,18,2.17,19.0,20.0,-1.0,-0.82,0.05999999999999994,18.3,25.599999999999998,-7.300000000000001,-2.86,-2.4299999999999997
718,Andy Delort,dz ALG,DL,Montpellier,fr Ligue 1,26.0,1991.0,36,3115.0,87.0,91.1,34.6,36,87.0,19,0,0.0,0,1.61,49.0,35.0,14.0,0.4,1.29,46.2,35.0,11.2,0.32,1.2
719,Fabian Delph,eng ENG,DF,Manchester City,eng Premier League,28.0,1989.0,11,725.0,66.0,21.2,8.1,8,84.0,5,3,19.0,6,2.18,22.0,9.0,13.0,1.61,-0.36,18.9,8.4,10.5,1.3,-0.34
720,Mousa Dembélé,be BEL,CC,Tottenham,eng Premier League,31.0,1987.0,10,515.0,52.0,15.1,5.7,7,65.0,2,3,21.0,0,2.1,10.0,6.0,4.0,0.7,-0.04,7.3,6.8,0.4,0.08,-0.15
721,Moussa Dembélé,fr FRA,DL,Lyon,fr Ligue 1,22.0,1996.0,33,2016.0,61.0,58.9,22.4,21,84.0,12,12,22.0,1,2.0,49.0,26.0,23.0,1.03,1.03,46.5,24.9,21.5,0.96,0.43
722,Ousmane Dembélé,fr FRA,"DL,CC",Barcelona,es La Liga,21.0,1997.0,29,1661.0,57.0,48.6,18.5,20,70.0,2,9,29.0,0,2.38,49.0,13.0,36.0,1.95,1.03,38.2,20.1,18.0,0.98,0.34
723,Jessy Deminguet,fr FRA,CC,Caen,fr Ligue 1,20.0,1998.0,20,1269.0,63.0,37.1,14.1,15,77.0,7,5,22.0,11,1.0,10.0,17.0,-7.0,-0.5,0.26,9.4,21.9,-12.6,-0.89,-0.04
724,Merih Demiral,tr TUR,DF,Sassuolo,it Serie A,20.0,1998.0,14,1260.0,90.0,36.8,14.0,14,90.0,14,0,0.0,2,0.93,19.0,21.0,-2.0,-0.14,0.07,15.8,23.7,-7.9,-0.56,-0.52
725,Kerem Demirbay,de GER,CC,Hoffenheim,de Bundesliga,25.0,1993.0,26,2017.0,78.0,65.9,22.4,24,81.0,16,2,42.0,1,1.46,47.0,32.0,15.0,0.67,0.41,50.9,32.4,18.5,0.83,0.41
726,Diego Demme,de GER,CC,RB Leipzig,de Bundesliga,26.0,1991.0,26,2055.0,79.0,67.2,22.8,24,85.0,16,2,3.0,3,1.88,40.0,18.0,22.0,0.96,-0.11,42.4,25.3,17.1,0.75,0.03
727,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,23.0,1995.0,31,2754.0,89.0,80.5,30.6,31,89.0,29,0,0.0,2,1.81,55.0,43.0,12.0,0.39,-1.09,60.7,36.7,24.0,0.79,0.01
728,Leander Dendoncker,be BEL,CC,Wolves,eng Premier League,23.0,1995.0,19,1467.0,77.0,42.9,16.3,17,85.0,13,2,13.0,8,1.79,22.0,21.0,1.0,0.06,0.06,22.4,20.4,2.0,0.12,-0.25
729,Fabio Depaoli,it ITA,DF,Chievo,it Serie A,21.0,1997.0,33,2468.0,75.0,72.2,27.4,27,84.0,21,6,33.0,1,0.52,21.0,55.0,-34.0,-1.24,0.27,25.1,45.7,-20.6,-0.75,-0.41
730,Laurent Depoitre,be BEL,DL,Huddersfield,eng Premier League,29.0,1988.0,23,1068.0,46.0,31.2,11.9,10,82.0,6,13,19.0,4,0.35,3.0,23.0,-20.0,-1.69,-0.38,8.9,20.0,-11.1,-0.94,-0.13
731,Clément Depres,fr FRA,DL,Nîmes,fr Ligue 1,23.0,1994.0,17,441.0,26.0,12.9,4.9,4,68.0,0,13,13.0,2,1.53,11.0,4.0,7.0,1.43,1.67,7.9,7.1,0.8,0.17,0.39
732,Kiril Despodov,bg BUL,"DL,CC",Cagliari,it Serie A,21.0,1996.0,4,105.0,26.0,3.1,1.2,0,0.0,0,4,26.0,10,1.5,2.0,1.0,1.0,0.86,1.37,3.3,2.8,0.5,0.45,1.01
733,Daniele Dessena,it ITA,CC,Cagliari,it Serie A,31.0,1987.0,11,352.0,32.0,10.3,3.9,3,90.0,3,8,10.0,8,1.36,3.0,4.0,-1.0,-0.26,0.24,3.1,5.7,-2.6,-0.67,-0.16
734,Mattia Destro,it ITA,DL,Bologna,it Serie A,27.0,1991.0,17,493.0,29.0,14.4,5.5,5,68.0,0,12,13.0,14,1.18,9.0,12.0,-3.0,-0.55,-0.39,6.4,7.6,-1.2,-0.22,-0.19
735,Gerard Deulofeu,es ESP,"DL,CC",Watford,eng Premier League,24.0,1994.0,30,2066.0,69.0,60.4,23.0,26,76.0,6,4,24.0,0,1.23,34.0,29.0,5.0,0.22,1.02,29.2,32.4,-3.1,-0.14,0.38
736,Jacopo Dezi,it ITA,CC,Parma,it Serie A,26.0,1992.0,1,90.0,90.0,2.6,1.0,1,90.0,1,0,0.0,23,0.0,1.0,2.0,-1.0,-1.0,-0.49,1.0,1.7,-0.6,-0.61,0.05
737,Federico Di Francesco,it ITA,"DL,CC",Sassuolo,it Serie A,24.0,1994.0,19,1074.0,57.0,31.4,11.9,14,71.0,2,5,17.0,18,1.21,16.0,19.0,-3.0,-0.25,-0.1,13.7,16.1,-2.3,-0.2,0.05
738,Antonio Di Gaudio,it ITA,DL,Parma,it Serie A,28.0,1989.0,12,699.0,58.0,20.4,7.8,9,70.0,1,3,24.0,6,1.17,9.0,11.0,-2.0,-0.26,0.34,8.0,14.5,-6.5,-0.83,-0.22
739,Giovanni Di Lorenzo,it ITA,"DF,DL",Empoli,it Serie A,24.0,1993.0,37,3330.0,90.0,97.4,37.0,37,90.0,37,0,0.0,0,1.03,51.0,69.0,-18.0,-0.49,0.51,51.8,62.5,-10.7,-0.29,0.29
740,Andrea Di Maggio,it ITA,DF,Parma,it Serie A,17.0,2000.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,Ángel Di María,ar ARG,"DL,CC",Paris S-G,fr Ligue 1,30.0,1988.0,30,2324.0,77.0,68.0,25.8,28,82.0,12,2,20.0,1,2.57,70.0,20.0,50.0,1.94,0.29,55.1,25.1,30.0,1.16,-0.59
1485,Franco Di Santo,ar ARG,DL,Rayo Vallecano,es La Liga,29.0,1989.0,10,417.0,90.0,13.0,4.6,4,167.0,1,6,43.0,6,1.08,4.0,11.0,-7.0,-3.35,-2.17,7.1,9.7,-2.7,-1.3900000000000001,-1.01
744,Boulaye Dia,sn SEN,DL,Reims,fr Ligue 1,21.0,1996.0,18,747.0,42.0,21.8,8.3,8,67.0,0,10,22.0,1,1.61,9.0,11.0,-2.0,-0.24,-0.21,10.3,10.8,-0.5,-0.06,0.15
745,Fousseni Diabaté,ml MLI,DL,Leicester City,eng Premier League,22.0,1995.0,1,54.0,54.0,1.6,0.6,1,54.0,0,0,0.0,2,1.0,0.0,1.0,-1.0,-1.67,-1.77,0.8,0.8,0.0,0.04,-0.2
746,Moussa Diaby,fr FRA,"CC,DF",Paris S-G,fr Ligue 1,19.0,1999.0,25,1141.0,46.0,33.4,12.7,10,83.0,6,15,21.0,11,2.48,32.0,12.0,20.0,1.58,-0.4,31.7,12.0,19.7,1.55,0.3
747,Adama Diakhaby,fr FRA,"DL,CC",Huddersfield,eng Premier League,22.0,1996.0,12,552.0,46.0,16.1,6.1,6,75.0,1,6,17.0,6,0.25,2.0,16.0,-14.0,-2.28,-1.03,3.9,11.4,-7.5,-1.23,-0.46
748,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,21.0,1996.0,22,1580.0,72.0,46.2,17.6,16,90.0,16,6,22.0,9,1.73,28.0,18.0,10.0,0.57,0.28,30.3,25.7,4.6,0.26,-0.38
749,Bafodé Diakité,fr FRA,DF,Toulouse,fr Ligue 1,17.0,2001.0,9,633.0,70.0,18.5,7.0,7,89.0,6,2,4.0,11,1.22,7.0,9.0,-2.0,-0.28,0.36,7.5,9.1,-1.6,-0.23,0.06
750,Abdou Diallo,sn SEN,DF,Dortmund,de Bundesliga,22.0,1996.0,28,2379.0,85.0,77.7,26.4,27,88.0,24,1,7.0,0,2.07,58.0,38.0,20.0,0.76,-1.49,47.2,32.3,14.9,0.57,-0.31
751,Abdoulaye Diallo,sn SEN,PO,Rennes,fr Ligue 1,26.0,1992.0,6,495.0,83.0,14.5,5.5,6,83.0,5,0,0.0,16,1.83,8.0,4.0,4.0,0.73,0.76,9.8,4.8,5.1,0.92,0.83
752,Mustapha Diallo,sn SEN,CC,Nîmes,fr Ligue 1,32.0,1986.0,7,455.0,65.0,13.3,5.1,6,71.0,1,1,29.0,0,1.14,4.0,9.0,-5.0,-0.99,-1.11,4.6,9.5,-4.9,-0.98,-0.93
753,Mohamed Diamé,sn SEN,CC,Newcastle Utd,eng Premier League,31.0,1987.0,29,2166.0,75.0,63.3,24.1,24,87.0,20,5,15.0,3,1.1,21.0,32.0,-11.0,-0.46,-0.82,22.2,35.8,-13.6,-0.57,-0.51
754,Grady Diangana,cd COD,"CC,DL",West Ham,eng Premier League,20.0,1998.0,17,609.0,36.0,17.8,6.8,6,65.0,0,11,20.0,6,1.35,6.0,13.0,-7.0,-1.03,-1.16,8.2,13.8,-5.6,-0.82,-0.54
755,Lassana Diarra,fr FRA,CC,Paris S-G,fr Ligue 1,33.0,1985.0,3,159.0,53.0,4.6,1.8,2,57.0,0,1,45.0,6,3.0,6.0,0.0,6.0,3.4,1.63,3.5,1.5,2.0,1.12,-0.24
756,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,17.0,2000.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,Amadou Diawara,gn GUI,CC,Napoli,it Serie A,21.0,1997.0,13,661.0,51.0,19.3,7.3,8,73.0,3,5,15.0,14,2.46,15.0,5.0,10.0,1.36,0.45,13.2,6.1,7.1,0.96,0.43
758,Brahim Díaz,es ESP,DL,Real Madrid,es La Liga,18.0,1999.0,9,376.0,42.0,11.0,4.2,5,67.0,0,4,11.0,3,1.78,8.0,4.0,4.0,0.96,0.57,10.4,4.7,5.7,1.37,0.95
759,Javier Díaz,es ESP,PO,Sevilla,es La Liga,21.0,1997.0,1,90.0,90.0,2.6,1.0,1,90.0,1,0,0.0,3,0.0,0.0,1.0,-1.0,-1.0,-1.43,0.9,1.0,-0.1,-0.1,-0.67
760,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,28.0,1989.0,34,2942.0,87.0,86.0,32.7,32,90.0,31,2,32.0,4,0.91,24.0,45.0,-21.0,-0.64,-0.64,26.8,43.0,-16.2,-0.49,-0.82
761,Lorenzo Dickmann,it ITA,"DF,CC",SPAL,it Serie A,21.0,1996.0,6,175.0,29.0,5.1,1.9,2,58.0,0,4,15.0,28,0.33,2.0,5.0,-3.0,-1.54,-1.29,1.4,3.1,-1.7,-0.86,-0.7
762,Daniel Didavi,de GER,"CC,DL",Stuttgart,de Bundesliga,28.0,1990.0,20,956.0,48.0,31.2,10.6,8,77.0,4,12,28.0,4,0.8,10.0,21.0,-11.0,-1.04,0.12,13.5,17.8,-4.3,-0.4,0.27
763,Étienne Didot,fr FRA,CC,Guingamp,fr Ligue 1,35.0,1983.0,31,2105.0,68.0,61.5,23.4,23,86.0,16,8,17.0,6,0.58,18.0,47.0,-29.0,-1.24,-0.49,24.7,33.7,-9.0,-0.39,-0.12
1529,Adrián Diéguez,es ESP,"DF,CC",Alavés,es La Liga,22.0,1996.0,9,749.0,83.0,21.9,8.3,8,87.0,7,1,51.0,15,1.22,11.0,13.0,-2.0,-0.24,0.43,8.6,14.3,-5.7,-0.68,-0.56
766,Eric Dier,eng ENG,"CC,DF",Tottenham,eng Premier League,24.0,1994.0,20,1506.0,75.0,44.0,16.7,18,83.0,12,2,6.0,4,1.85,26.0,18.0,8.0,0.48,-0.46,25.0,24.0,1.0,0.06,-0.26
767,Tim Dierßen,de GER,CC,Hannover 96,de Bundesliga,22.0,1996.0,1,16.0,16.0,0.5,0.2,0,0.0,0,1,15.0,1,0.0,1.0,1.0,0.0,0.0,1.18,0.1,0.1,0.0,-0.19,0.71
768,Lucas Digne,fr FRA,DF,Everton,eng Premier League,25.0,1993.0,35,2965.0,85.0,86.7,32.9,33,89.0,31,2,7.0,1,1.43,46.0,38.0,8.0,0.24,0.24,44.1,38.7,5.4,0.16,0.45
769,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,25.0,1993.0,25,2023.0,81.0,59.2,22.5,23,87.0,18,2,17.0,7,1.2,28.0,34.0,-6.0,-0.27,-0.14,30.1,27.3,2.8,0.12,0.44
1541,Kevin Diks,nl NED,DF,Fiorentina,it Serie A,21.0,1996.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,Javairô Dilrosun,nl NED,"DL,CC",Hertha BSC,de Bundesliga,20.0,1998.0,17,898.0,53.0,29.3,10.0,7,85.0,4,10,31.0,1,1.24,17.0,20.0,-3.0,-0.3,-0.09,15.0,24.2,-9.3,-0.93,-0.88
773,Federico Dimarco,it ITA,"DF,CC",Parma,it Serie A,20.0,1997.0,13,892.0,69.0,26.1,9.9,10,83.0,6,3,21.0,11,1.54,11.0,13.0,-2.0,-0.2,0.44,9.9,12.6,-2.7,-0.27,0.53
774,Stole Dimitrievski,mk MKD,PO,Rayo Vallecano,es La Liga,24.0,1993.0,21,1890.0,90.0,55.3,21.0,21,90.0,21,0,0.0,15,0.9,23.0,35.0,-12.0,-0.57,0.43,25.6,30.1,-4.6,-0.22,0.18
775,Junior Dina Ebimbe,fr FRA,"DL,CC",Paris S-G,fr Ligue 1,17.0,2000.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,Tristan Dingomé,cm CMR,CC,Reims,fr Ligue 1,27.0,1991.0,20,1344.0,67.0,39.3,14.9,17,76.0,3,3,18.0,4,1.65,18.0,16.0,2.0,0.13,0.35,15.1,17.8,-2.7,-0.18,0.01
777,Ismaël Diomandé,ci CIV,"CC,DF",Caen,fr Ligue 1,25.0,1992.0,18,1293.0,72.0,37.8,14.4,14,86.0,9,4,24.0,2,0.61,11.0,26.0,-15.0,-1.04,-0.62,9.6,24.8,-15.1,-1.05,-0.3
778,Federico Dionisi,it ITA,"DL,CC",Frosinone,it Serie A,31.0,1987.0,9,204.0,23.0,6.0,2.3,1,81.0,0,8,15.0,3,0.22,1.0,2.0,-1.0,-0.44,0.65,3.4,1.5,1.9,0.85,1.55
779,Lois Diony,fr FRA,DL,Saint-Étienne,fr Ligue 1,25.0,1992.0,30,1591.0,53.0,46.5,17.7,19,73.0,2,11,19.0,1,1.67,25.0,17.0,8.0,0.45,-0.04,28.3,21.4,6.9,0.39,0.42
780,Issa Diop,fr FRA,DF,West Ham,eng Premier League,21.0,1997.0,33,2970.0,90.0,86.8,33.0,33,90.0,33,0,0.0,5,1.55,48.0,43.0,5.0,0.15,1.75,42.6,51.4,-8.8,-0.27,0.84
781,Papakouli Diop,sn SEN,CC,Eibar,es La Liga,32.0,1986.0,28,2352.0,84.0,68.8,26.1,27,86.0,22,1,41.0,3,1.25,33.0,36.0,-3.0,-0.11,-0.03,39.6,31.2,8.4,0.32,0.28
782,Sofiane Diop,fr FRA,"CC,DL",Monaco,fr Ligue 1,18.0,2000.0,13,741.0,57.0,21.7,8.2,9,75.0,4,4,17.0,6,0.77,5.0,13.0,-8.0,-0.97,-0.6,7.7,11.6,-3.9,-0.47,-0.51
1567,Assane Dioussé,sn SEN,CC,Chievo,it Serie A,20.0,1997.0,21,1109.0,95.0,32.4,12.3,11,157.0,7,10,47.0,13,2.14,6.0,26.0,-20.0,-2.33,-1.76,13.0,18.4,-5.3999999999999995,-0.32999999999999996,0.16
785,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,20.0,1998.0,4,159.0,40.0,4.6,1.8,1,90.0,1,3,23.0,18,1.75,4.0,4.0,0.0,0.0,0.08,1.4,3.0,-1.7,-0.95,-0.8
786,Djené,tg TOG,DF,Getafe,es La Liga,26.0,1991.0,34,2976.0,88.0,87.0,33.1,34,88.0,29,0,0.0,0,1.65,45.0,31.0,14.0,0.42,0.63,40.7,36.0,4.6,0.14,0.55
1575,Koffi Djidji,ci CIV,DF,Torino,it Serie A,25.0,1992.0,18,1477.0,172.0,43.2,16.4,17,176.0,15,1,9.0,12,1.35,19.0,21.0,-2.0,-2.0,-2.71,19.4,26.200000000000003,-6.8,-1.52,-1.81
789,Alexander Djiku,gh GHA,DF,Caen,fr Ligue 1,23.0,1994.0,31,2754.0,89.0,80.5,30.6,31,89.0,30,0,0.0,1,0.94,19.0,40.0,-21.0,-0.69,-0.15,27.2,47.2,-19.9,-0.65,1.09
790,Papy Djilobodji,sn SEN,DF,Guingamp,fr Ligue 1,29.0,1988.0,4,175.0,44.0,5.1,1.9,2,74.0,1,2,14.0,6,0.25,0.0,8.0,-8.0,-4.11,-3.23,1.3,4.2,-2.9,-1.5,-1.22
791,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,25.0,1993.0,24,1807.0,75.0,52.8,20.1,20,87.0,18,4,15.0,13,2.0,47.0,26.0,21.0,1.05,0.49,37.9,22.8,15.1,0.75,-0.14
792,Naïs Djouahra,fr FRA,"DL,CC",Real Sociedad,es La Liga,18.0,1999.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,Johan Djourou,ch SUI,DF,SPAL,it Serie A,31.0,1987.0,5,279.0,56.0,8.2,3.1,3,74.0,2,2,29.0,9,0.6,2.0,5.0,-3.0,-0.97,-0.71,5.1,5.1,0.0,0.0,0.22
794,Marko Dmitrović,rs SRB,PO,Eibar,es La Liga,26.0,1992.0,24,2160.0,90.0,63.2,24.0,24,90.0,24,0,0.0,5,1.38,29.0,30.0,-1.0,-0.04,0.17,30.2,28.7,1.5,0.06,-0.47
795,Matt Doherty,ie IRL,"DF,CC",Wolves,eng Premier League,26.0,1992.0,38,3144.0,83.0,91.9,34.9,35,87.0,29,3,30.0,0,1.5,41.0,41.0,0.0,0.0,-0.33,46.0,38.2,7.9,0.23,-0.48
796,Keagan Dolly,za RSA,DL,Montpellier,fr Ligue 1,25.0,1993.0,3,88.0,29.0,2.6,1.0,2,42.0,0,1,5.0,2,1.33,1.0,1.0,0.0,0.0,-0.3,1.0,1.1,-0.1,-0.14,-0.37
797,Jaume Doménech,es ESP,PO,Valencia,es La Liga,27.0,1990.0,4,360.0,90.0,10.5,4.0,4,90.0,4,0,0.0,31,2.0,5.0,1.0,4.0,1.0,0.65,4.9,3.2,1.7,0.42,-0.05
798,Álex Domínguez,es ESP,PO,Alavés,es La Liga,20.0,1998.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,Giulio Donati,it ITA,DF,Mainz 05,de Bundesliga,28.0,1990.0,9,625.0,69.0,20.4,6.9,6,89.0,4,3,30.0,7,1.67,16.0,6.0,10.0,1.44,2.22,17.2,10.5,6.7,0.96,1.5
800,Ji Dong-won,kr KOR,"CC,DL",Augsburg,de Bundesliga,27.0,1991.0,14,891.0,64.0,29.1,9.9,10,84.0,7,4,13.0,5,1.0,14.0,29.0,-15.0,-1.52,-1.31,11.7,19.2,-7.5,-0.76,-0.41
801,Anastasios Donis,gr GRE,"DL,CC",Stuttgart,de Bundesliga,21.0,1996.0,24,962.0,40.0,31.4,10.7,11,64.0,1,13,20.0,2,0.96,12.0,19.0,-7.0,-0.65,0.67,13.3,18.7,-5.4,-0.5,0.13
802,Antonio Donnarumma,it ITA,PO,Milan,it Serie A,28.0,1990.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,Gianluigi Donnarumma,it ITA,PO,Milan,it Serie A,19.0,1999.0,36,3090.0,86.0,90.4,34.3,36,86.0,34,0,0.0,0,1.81,50.0,31.0,19.0,0.55,0.55,42.6,36.5,6.1,0.18,-0.24
804,Godfred Donsah,gh GHA,CC,Bologna,it Serie A,22.0,1996.0,6,153.0,26.0,4.5,1.7,1,90.0,1,5,13.0,20,1.17,2.0,6.0,-4.0,-2.35,-2.24,1.2,2.4,-1.1,-0.67,-0.64
805,Riccardo Doratiotto,it ITA,DL,Cagliari,it Serie A,19.0,1999.0,1,78.0,78.0,2.3,0.9,1,78.0,0,0,0.0,7,0.0,0.0,1.0,-1.0,-1.15,-0.7,0.7,2.3,-1.5,-1.79,-1.29
806,Gabriel Dos Santos,br BRA,DF,Lille,fr Ligue 1,20.0,1997.0,14,1066.0,76.0,31.2,11.8,11,90.0,11,3,25.0,7,2.0,22.0,5.0,17.0,1.44,0.75,19.0,10.3,8.7,0.73,0.4
807,Mathieu Dossevi,tg TOG,"DL,CC",Toulouse,fr Ligue 1,30.0,1988.0,35,2469.0,71.0,72.2,27.4,30,79.0,11,5,22.0,0,1.0,23.0,42.0,-19.0,-0.69,-0.41,29.5,38.4,-8.9,-0.32,-0.15
808,Abdoulaye Doucouré,ml MLI,CC,Watford,eng Premier League,25.0,1993.0,35,3062.0,87.0,89.5,34.0,34,89.0,33,1,36.0,0,1.37,51.0,56.0,-5.0,-0.15,0.36,45.3,52.8,-7.5,-0.22,0.64
809,Cheick Doukouré,ci CIV,CC,Levante,es La Liga,25.0,1992.0,9,318.0,35.0,9.3,3.5,3,69.0,1,6,18.0,4,1.44,5.0,10.0,-5.0,-1.42,-1.36,4.5,9.3,-4.7,-1.34,-0.83
810,Moussa Doumbia,ml MLI,"DL,CC",Reims,fr Ligue 1,23.0,1994.0,28,1600.0,57.0,46.8,17.8,18,80.0,7,10,16.0,2,1.54,20.0,19.0,1.0,0.06,0.25,18.5,19.8,-1.3,-0.08,0.2
811,Seydou Doumbia,ci CIV,DL,Girona,es La Liga,30.0,1987.0,17,541.0,32.0,15.8,6.0,5,74.0,1,12,14.0,12,0.53,6.0,9.0,-3.0,-0.5,-0.09,7.1,10.8,-3.7,-0.62,-0.45
812,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,21.0,1996.0,7,605.0,86.0,17.7,6.7,7,86.0,6,0,0.0,3,1.14,9.0,9.0,0.0,0.0,-0.1,8.6,9.2,-0.6,-0.09,-0.36
813,Sory Doumbouya,gn GUI,DL,Dijon,fr Ligue 1,19.0,1999.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,Kieran Dowell,eng ENG,"DL,CC",Everton,eng Premier League,20.0,1997.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,27.0,1991.0,18,1335.0,74.0,43.6,14.8,13,88.0,12,5,38.0,16,1.94,28.0,21.0,7.0,0.47,-0.05,24.3,19.4,4.8,0.33,-0.17
1633,Bartłomiej Drągowski,pl POL,PO,Fiorentina,it Serie A,20.0,1997.0,17,1485.0,165.0,43.4,16.5,16,180.0,16,1,45.0,18,2.54,24.0,26.0,-2.0,-0.14,0.51,22.5,28.7,-6.2,-0.25,-0.41
818,Julian Draxler,de GER,"CC,DL",Paris S-G,fr Ligue 1,24.0,1993.0,31,2046.0,66.0,59.8,22.7,22,84.0,15,9,23.0,1,2.26,65.0,26.0,39.0,1.72,-0.32,52.3,24.4,27.9,1.23,-0.3
819,Luke Dreher,eng ENG,DL,Crystal Palace,eng Premier League,19.0,1998.0,1,1.0,1.0,0.0,0.0,0,0.0,0,1,0.0,0,3.0,0.0,0.0,0.0,0.0,0.05,0.1,0.3,-0.2,-20.49,-20.43
820,Matthieu Dreyer,fr FRA,PO,Amiens,fr Ligue 1,29.0,1989.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,Danny Drinkwater,eng ENG,CC,Chelsea,eng Premier League,28.0,1990.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,Anthony Driscoll-Glennon,eng ENG,"DF,CC",Burnley,eng Premier League,18.0,1999.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,Josip Drmić,ch SUI,DL,M'Gladbach,de Bundesliga,25.0,1992.0,5,222.0,44.0,7.3,2.5,2,92.0,2,3,13.0,3,1.0,6.0,3.0,3.0,1.22,0.9,3.5,3.3,0.2,0.08,0.09
824,Jaroslav Drobný,cz CZE,PO,Düsseldorf,de Bundesliga,38.0,1979.0,2,180.0,90.0,5.9,2.0,2,90.0,2,0,0.0,8,1.5,2.0,3.0,-1.0,-0.5,-0.03,1.4,1.9,-0.6,-0.29,0.17
825,Óscar Duarte,cr CRC,"DF,CC",Espanyol,es La Liga,29.0,1989.0,11,660.0,60.0,19.3,7.3,7,87.0,6,4,13.0,14,1.36,4.0,13.0,-9.0,-1.23,-1.46,7.4,10.6,-3.2,-0.44,-0.39
826,Rubén Duarte,es ESP,DF,Alavés,es La Liga,22.0,1995.0,33,2772.0,84.0,81.1,30.8,33,84.0,28,0,0.0,1,1.12,26.0,41.0,-15.0,-0.49,-1.04,30.5,41.9,-11.4,-0.37,-0.28
