RL2018-2019,Jugador2018-2019,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,PJ2018-2019,Mín2018-2019,Mn/PJ2018-2019,% min2018-2019,90 s2018-2019,Titular2018-2019,Mn/arranque2018-2019,Compl2018-2019,Sup2018-2019,Mn/Sust2018-2019,Partidos como sustituto2018-2019,PPP2018-2019,onG2018-2019,onGA2018-2019,+/-2018-2019,+/-902018-2019,Dentro-Fuera2018-2019,onxG2018-2019,onxGA2018-2019,xG+/-2018-2019,xG+/-902018-2019,Dentro-Fuera.12018-2019
113,Luca Antonelli,it ITA,DF,Empoli,it Serie A,31.0,1987.0,13,755.0,58.0,22.1,8.4,10,67.0,4,3,27.0,8,0.92,10.0,18.0,-8.0,-0.95,-0.58,9.1,14.6,-5.5,-0.66,-0.46
114,Mauro Antonio Burruchaga,ar ARG,CC,Chievo,it Serie A,20.0,1998.0,1,58.0,58.0,1.7,0.6,0,0.0,0,1,58.0,24,1.0,0.0,0.0,0.0,0.0,1.34,0.1,0.6,-0.5,-0.77,-0.13
115,Michail Antonio,jm JAM,"CC,DL",West Ham,eng Premier League,28.0,1990.0,33,2103.0,64.0,61.5,23.4,22,84.0,15,11,24.0,2,1.3,29.0,30.0,-1.0,-0.04,0.09,29.2,41.6,-12.4,-0.53,-0.4
116,Antoñito,es ESP,"DF,CC",Valladolid,es La Liga,30.0,1987.0,30,1863.0,62.0,54.5,20.7,18,89.0,16,12,22.0,6,1.13,19.0,36.0,-17.0,-0.82,-0.71,24.5,36.8,-12.3,-0.59,-0.3
117,Vitorino Antunes,pt POR,"DF,CC",Getafe,es La Liga,31.0,1987.0,28,2181.0,78.0,63.8,24.2,25,86.0,21,3,11.0,3,1.57,31.0,21.0,10.0,0.41,0.19,27.9,25.6,2.3,0.1,0.08
118,Giorgos Antzoulas,gr GRE,DF,Fiorentina,it Serie A,18.0,2000.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Anuar,ma MAR,"CC,DL",Valladolid,es La Liga,23.0,1995.0,19,1081.0,57.0,31.6,12.0,12,81.0,5,7,16.0,12,1.21,7.0,13.0,-6.0,-0.5,0.0,12.9,21.7,-8.8,-0.74,-0.4
120,Dennis Aogo,de GER,CC,Stuttgart,de Bundesliga,31.0,1987.0,15,1025.0,68.0,33.5,11.4,13,76.0,8,2,16.0,7,1.13,10.0,18.0,-8.0,-0.7,0.62,12.5,18.7,-6.1,-0.54,0.08
121,Houssem Aouar,dz ALG,CC,Lyon,fr Ligue 1,20.0,1998.0,37,3061.0,83.0,89.5,34.0,35,87.0,26,2,12.0,1,1.86,62.0,45.0,17.0,0.5,-1.0,65.3,41.5,23.9,0.7,-0.78
122,Javier Aparicio,es ESP,DF,Valladolid,es La Liga,18.0,2000.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Emmanuel Apeh,ng NGA,"DL,CC",Celta Vigo,es La Liga,21.0,1996.0,2,14.0,7.0,0.4,0.2,0,0.0,0,2,6.0,3,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.2,-0.1,-0.8,-0.42
124,Mauro Arambarri,uy URU,CC,Getafe,es La Liga,22.0,1995.0,33,2676.0,81.0,78.2,29.7,32,83.0,20,1,10.0,2,1.48,32.0,25.0,7.0,0.24,-0.49,36.0,32.4,3.7,0.12,0.25
125,Guilherme Arana,br BRA,DF,Sevilla,es La Liga,21.0,1997.0,9,629.0,70.0,18.4,7.0,8,79.0,4,1,0.0,14,1.78,12.0,8.0,4.0,0.57,0.22,11.1,7.6,3.5,0.5,-0.07
126,Charles Aránguiz,cl CHI,CC,Leverkusen,de Bundesliga,29.0,1989.0,24,1891.0,79.0,61.8,21.0,22,82.0,15,2,48.0,2,1.83,43.0,26.0,17.0,0.81,0.81,38.9,22.1,16.9,0.8,1.0
127,Luiz Araújo,br BRA,"DL,CC",Lille,fr Ligue 1,22.0,1996.0,25,781.0,31.0,22.8,8.7,6,74.0,1,19,18.0,11,1.76,12.0,11.0,1.0,0.12,-1.04,12.0,11.0,1.0,0.11,-0.45
128,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,26.0,1991.0,32,2682.0,84.0,78.4,29.8,30,89.0,29,2,7.0,2,1.03,35.0,47.0,-12.0,-0.4,-0.77,34.5,44.0,-9.5,-0.32,0.28
129,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,31.0,1987.0,25,1950.0,78.0,57.0,21.7,22,88.0,19,3,5.0,2,1.24,26.0,31.0,-5.0,-0.23,-0.29,30.8,25.9,4.9,0.22,-0.02
130,Joaquín Ardaiz,uy URU,DL,Frosinone,it Serie A,19.0,1999.0,1,20.0,20.0,0.6,0.2,0,0.0,0,1,20.0,1,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.1,-0.1,-0.24,0.37
131,Markel Areitio,es ESP,PO,Eibar,es La Liga,21.0,1996.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Alphonse Areola,fr FRA,PO,Paris S-G,fr Ligue 1,25.0,1993.0,21,1890.0,90.0,55.3,21.0,21,90.0,21,0,0.0,13,2.43,55.0,17.0,38.0,1.81,-0.07,48.2,20.4,27.8,1.33,-0.05
133,Simone Aresti,it ITA,PO,Cagliari,it Serie A,32.0,1986.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,26.0,1992.0,25,1772.0,71.0,51.8,19.7,20,83.0,16,5,21.0,6,2.28,30.0,10.0,20.0,1.02,0.69,25.7,19.6,6.1,0.31,0.35
135,Lorenzo Ariaudo,it ITA,DF,Frosinone,it Serie A,29.0,1989.0,19,1682.0,89.0,49.2,18.7,19,89.0,17,0,0.0,10,0.58,13.0,33.0,-20.0,-1.07,-0.03,18.9,28.4,-9.6,-0.51,0.19
136,Nicolò Armini,it ITA,DF,Lazio,it Serie A,17.0,2001.0,1,38.0,38.0,1.1,0.4,0,0.0,0,1,38.0,1,1.0,2.0,1.0,1.0,2.37,2.13,0.8,0.7,0.0,0.12,-0.24
137,Yoël Armougom,fr FRA,DF,Caen,fr Ligue 1,20.0,1998.0,29,1853.0,64.0,54.2,20.6,20,86.0,16,9,16.0,6,0.97,18.0,29.0,-11.0,-0.53,0.27,17.7,35.5,-17.8,-0.87,0.0
138,Stuart Armstrong,sct SCO,CC,Southampton,eng Premier League,26.0,1992.0,29,1432.0,49.0,41.9,15.9,16,75.0,3,13,18.0,5,0.93,21.0,26.0,-5.0,-0.31,0.36,17.7,23.9,-6.2,-0.39,-0.3
139,José Arnaiz,es ESP,"CC,DL",Leganés,es La Liga,23.0,1995.0,6,113.0,19.0,3.3,1.3,0,0.0,0,6,18.0,5,1.33,4.0,0.0,4.0,3.19,3.46,0.8,1.6,-0.8,-0.62,-0.62
140,Marko Arnautović,at AUT,DL,West Ham,eng Premier League,29.0,1989.0,28,1990.0,71.0,58.2,22.1,24,78.0,10,4,28.0,0,1.43,28.0,33.0,-5.0,-0.23,-0.35,27.4,33.4,-6.0,-0.27,0.25
141,Maximilian Arnold,de GER,CC,Wolfsburg,de Bundesliga,24.0,1994.0,33,2872.0,87.0,93.9,31.9,33,87.0,26,0,0.0,0,1.58,58.0,46.0,12.0,0.38,0.38,44.7,45.0,-0.3,-0.01,0.2
142,Kepa Arrizabalaga,es ESP,PO,Chelsea,eng Premier League,23.0,1994.0,36,3240.0,90.0,94.7,36.0,36,90.0,36,0,0.0,2,1.89,61.0,39.0,22.0,0.61,-0.39,56.4,35.4,21.1,0.59,0.03
143,Harry Arter,ie IRL,CC,Cardiff City,eng Premier League,28.0,1989.0,25,1997.0,80.0,58.4,22.2,24,83.0,12,1,0.0,2,0.88,20.0,39.0,-19.0,-0.86,0.16,24.8,30.6,-5.7,-0.26,0.59
144,Kwadwo Asamoah,gh GHA,DF,Inter,it Serie A,29.0,1988.0,32,2671.0,83.0,78.1,29.7,30,87.0,27,2,25.0,5,1.84,42.0,26.0,16.0,0.54,-0.42,48.8,31.2,17.6,0.59,-0.36
145,Takuma Asano,jp JPN,"CC,DL",Hannover 96,de Bundesliga,23.0,1994.0,13,699.0,54.0,22.8,7.8,9,63.0,1,4,33.0,6,0.46,5.0,22.0,-17.0,-2.19,-1.31,6.0,17.5,-11.6,-1.49,-0.77
146,Santiago Ascacíbar,ar ARG,CC,Stuttgart,de Bundesliga,21.0,1997.0,27,2428.0,90.0,79.3,27.0,27,90.0,25,0,0.0,0,0.78,27.0,55.0,-28.0,-1.04,0.39,30.5,46.2,-15.7,-0.58,0.05
147,Sergio Asenjo,es ESP,PO,Villarreal,es La Liga,29.0,1989.0,32,2880.0,90.0,84.2,32.0,32,90.0,32,0,0.0,4,1.03,40.0,45.0,-5.0,-0.16,-0.49,48.0,46.4,1.6,0.05,0.5
148,Marco Asensio,es ESP,DL,Real Madrid,es La Liga,22.0,1996.0,30,1779.0,59.0,52.0,19.8,19,81.0,9,11,22.0,2,1.73,31.0,26.0,5.0,0.25,-0.41,33.1,25.7,7.5,0.38,-0.29
149,Iago Aspas,es ESP,"DL,CC",Celta Vigo,es La Liga,30.0,1987.0,27,2251.0,83.0,65.8,25.0,26,86.0,14,1,24.0,1,1.37,44.0,39.0,5.0,0.2,1.28,34.7,36.5,-1.8,-0.07,0.9
150,Gustavo Assuncao,pt POR,CC,Atlético Madrid,es La Liga,18.0,2000.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Simon Asta,de GER,DF,Augsburg,de Bundesliga,17.0,2001.0,1,90.0,90.0,2.9,1.0,1,90.0,1,0,0.0,1,0.0,1.0,8.0,-7.0,-7.0,-6.61,1.0,3.6,-2.6,-2.56,-2.16
152,Youcef Atal,dz ALG,"DF,DL",Nice,fr Ligue 1,22.0,1996.0,29,2263.0,78.0,66.2,25.1,25,87.0,23,4,21.0,0,1.38,21.0,21.0,0.0,0.0,0.39,33.1,31.2,1.9,0.08,0.52
153,Christian Atsu,gh GHA,CC,Newcastle Utd,eng Premier League,26.0,1992.0,28,1493.0,53.0,43.7,16.6,15,85.0,8,13,17.0,5,1.14,19.0,18.0,1.0,0.06,0.39,14.5,24.0,-9.5,-0.57,-0.34
154,Pierre-Emerick Aubameyang,ga GAB,DL,Arsenal,eng Premier League,29.0,1989.0,36,2726.0,76.0,79.7,30.3,30,85.0,19,6,30.0,0,1.86,58.0,42.0,16.0,0.53,-0.25,50.4,44.3,6.1,0.2,0.24
155,Emil Audero,it ITA,PO,Sampdoria,it Serie A,21.0,1997.0,36,3240.0,90.0,94.7,36.0,36,90.0,36,0,0.0,2,1.36,58.0,51.0,7.0,0.19,-0.81,48.9,53.8,-4.8,-0.13,-0.29
156,Jean-Kévin Augustin,fr FRA,DL,RB Leipzig,de Bundesliga,21.0,1997.0,17,461.0,27.0,15.1,5.1,4,78.0,1,13,11.0,10,1.35,5.0,6.0,-1.0,-0.2,-1.41,9.9,5.8,4.1,0.8,0.07
157,Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,24.0,1994.0,34,3026.0,89.0,98.9,33.6,34,89.0,32,0,0.0,0,1.56,57.0,48.0,9.0,0.27,0.27,49.2,54.5,-5.4,-0.16,2.47
158,Jose Aurelio Suarez,es ESP,PO,Girona,es La Liga,22.0,1995.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,25.0,1992.0,8,564.0,71.0,16.5,6.3,6,81.0,4,2,40.0,11,2.25,12.0,9.0,3.0,0.48,-0.31,9.8,7.5,2.3,0.37,0.2
160,Charlie Austin,eng ENG,DL,Southampton,eng Premier League,29.0,1989.0,25,983.0,39.0,28.7,10.9,11,67.0,0,14,18.0,10,0.8,11.0,17.0,-6.0,-0.55,-0.03,12.5,17.0,-4.4,-0.41,-0.27
161,Ezequiel Ávila,ar ARG,"DL,CC",Huesca,es La Liga,24.0,1994.0,34,1997.0,59.0,58.4,22.2,20,84.0,9,14,23.0,0,0.94,26.0,36.0,-10.0,-0.45,0.31,29.5,35.5,-6.0,-0.27,-0.06
162,Javier Avilés,es ESP,DL,Leganés,es La Liga,20.0,1997.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,Jordan Ayew,gh GHA,DL,Crystal Palace,eng Premier League,26.0,1991.0,20,1181.0,59.0,34.5,13.1,14,80.0,3,6,10.0,16,1.4,15.0,13.0,2.0,0.15,0.31,14.0,15.5,-1.5,-0.11,-0.07
164,Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,23.0,1994.0,28,2449.0,87.0,80.0,27.2,28,87.0,26,0,0.0,2,1.32,38.0,52.0,-14.0,-0.51,-0.22,36.2,50.6,-14.3,-0.53,-0.39
165,Floyd Ayité,tg TOG,"DL,CC",Fulham,eng Premier League,29.0,1988.0,16,476.0,30.0,13.9,5.3,3,79.0,1,13,18.0,11,0.69,3.0,13.0,-10.0,-1.89,-0.76,5.1,10.3,-5.2,-0.99,-0.33
166,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,28.0,1989.0,38,3402.0,90.0,99.5,37.8,38,90.0,37,0,0.0,0,1.89,63.0,39.0,24.0,0.63,0.63,58.5,36.1,22.4,0.59,1.75
167,Abdoulaye Ba,sn SEN,DF,Rayo Vallecano,es La Liga,27.0,1991.0,26,2110.0,81.0,61.7,23.4,25,83.0,21,1,36.0,5,1.0,27.0,34.0,-7.0,-0.3,1.21,31.9,33.2,-1.3,-0.05,0.64
168,Florian Baak,de GER,CC,Hertha BSC,de Bundesliga,19.0,1999.0,1,1.0,1.0,0.0,0.0,0,0.0,0,1,0.0,6,3.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,-2.13,-1.83
169,Ludovic Baal,gf GUF,DF,Rennes,fr Ligue 1,32.0,1986.0,2,126.0,63.0,3.7,1.4,1,90.0,1,1,36.0,0,1.5,3.0,3.0,0.0,0.0,-0.08,1.2,2.2,-1.0,-0.73,-0.98
170,Khouma Babacar,sn SEN,DL,Sassuolo,it Serie A,25.0,1993.0,29,1488.0,51.0,43.5,16.5,16,78.0,4,13,19.0,7,1.21,31.0,24.0,7.0,0.42,1.08,22.7,23.1,-0.3,-0.02,0.38
171,Ryan Babel,nl NED,"DL,CC",Fulham,eng Premier League,31.0,1986.0,16,1251.0,78.0,36.6,13.9,15,82.0,5,1,25.0,0,0.75,14.0,26.0,-12.0,-0.86,0.59,17.6,25.5,-7.9,-0.57,0.22
172,Carlos Bacca,co COL,DL,Villarreal,es La Liga,31.0,1986.0,33,1270.0,38.0,37.1,14.1,12,72.0,2,21,19.0,2,1.09,17.0,17.0,0.0,0.0,0.13,21.7,20.3,1.4,0.1,0.2
173,Juninho Bacuna,cw CUW,"CC,DF",Huddersfield,eng Premier League,20.0,1997.0,21,1412.0,67.0,41.3,15.7,16,82.0,9,5,21.0,5,0.38,9.0,37.0,-28.0,-1.78,-0.62,11.2,28.4,-17.3,-1.1,-0.43
174,Leandro Bacuna,cw CUW,CC,Cardiff City,eng Premier League,26.0,1991.0,11,561.0,51.0,16.4,6.2,4,92.0,4,7,28.0,3,1.36,7.0,14.0,-7.0,-1.12,-0.24,8.1,9.4,-1.4,-0.22,0.34
175,Milan Badelj,hr CRO,CC,Lazio,it Serie A,29.0,1989.0,23,1141.0,50.0,33.4,12.7,14,69.0,4,9,19.0,12,1.3,15.0,22.0,-7.0,-0.55,-1.22,16.8,15.6,1.2,0.09,-0.39
176,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,17.0,2001.0,20,1762.0,88.0,51.5,19.6,20,88.0,19,0,0.0,5,1.05,20.0,33.0,-13.0,-0.66,-0.34,22.4,29.0,-6.6,-0.34,-0.55
355,Loic Badiashile,fr FRA,PO,Rennes,fr Ligue 1,20.0,1998.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,Holger Badstuber,de GER,DF,Stuttgart,de Bundesliga,29.0,1989.0,10,522.0,52.0,17.1,5.8,5,82.0,4,5,23.0,11,0.6,1.0,13.0,-12.0,-2.07,-1.15,4.6,9.3,-4.7,-0.81,-0.26
180,Fabrizio Bagheria,it ITA,PO,Parma,it Serie A,17.0,2001.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,Mohamed Bahlouli,fr FRA,CC,Sampdoria,it Serie A,18.0,2000.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,Stéphane Bahoken,cm CMR,DL,Angers,fr Ligue 1,26.0,1992.0,32,2469.0,77.0,72.2,27.4,31,79.0,6,1,33.0,0,1.28,31.0,28.0,3.0,0.11,0.87,33.7,33.4,0.3,0.01,-0.22
183,Daniel Baier,de GER,CC,Augsburg,de Bundesliga,34.0,1984.0,33,2815.0,85.0,92.0,31.3,33,85.0,24,0,0.0,0,0.97,46.0,59.0,-13.0,-0.42,2.16,41.3,56.3,-15.0,-0.48,-0.19
184,Leon Bailey,jm JAM,DL,Leverkusen,de Bundesliga,20.0,1997.0,29,1914.0,66.0,62.5,21.3,21,80.0,8,8,30.0,1,1.55,36.0,36.0,0.0,0.0,-1.34,33.9,29.2,4.7,0.22,-0.53
185,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,24.0,1994.0,12,638.0,53.0,18.7,7.1,8,78.0,5,4,5.0,9,2.17,14.0,13.0,1.0,0.14,-0.18,10.0,10.4,-0.3,-0.05,-0.41
186,Leighton Baines,eng ENG,DF,Everton,eng Premier League,33.0,1984.0,6,375.0,63.0,11.0,4.2,5,72.0,3,1,14.0,25,1.5,8.0,6.0,2.0,0.48,0.3,4.9,6.2,-1.3,-0.32,-0.48
187,Marvin Bakalorz,de GER,CC,Hannover 96,de Bundesliga,28.0,1989.0,25,1470.0,59.0,48.0,16.3,16,81.0,11,9,19.0,6,0.84,18.0,35.0,-17.0,-1.04,0.26,21.9,30.4,-8.5,-0.52,0.73
188,Tiemoué Bakayoko,fr FRA,CC,Milan,it Serie A,23.0,1994.0,31,2301.0,74.0,67.3,25.6,26,85.0,21,5,19.0,6,1.61,30.0,23.0,7.0,0.27,-0.69,29.5,30.2,-0.7,-0.03,-0.69
189,Ridle Baku,de GER,CC,Mainz 05,de Bundesliga,20.0,1998.0,15,937.0,62.0,30.6,10.4,10,84.0,5,5,20.0,9,1.2,6.0,14.0,-8.0,-0.77,-0.64,12.5,16.7,-4.2,-0.41,-0.24
190,Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,26.0,1991.0,23,2013.0,88.0,58.9,22.4,23,88.0,22,0,0.0,4,1.35,33.0,32.0,1.0,0.04,0.3,30.0,33.9,-3.9,-0.17,0.49
191,Keita Baldé,sn SEN,DL,Inter,it Serie A,23.0,1995.0,24,889.0,37.0,26.0,9.9,8,72.0,1,16,20.0,7,1.96,17.0,5.0,12.0,1.21,0.79,16.3,9.7,6.6,0.67,-0.01
192,Gareth Bale,wls WAL,DL,Real Madrid,es La Liga,29.0,1989.0,29,1786.0,62.0,52.2,19.8,21,76.0,6,8,25.0,2,1.72,34.0,23.0,11.0,0.55,0.22,36.1,24.6,11.5,0.58,0.13
193,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,30.0,1988.0,11,523.0,48.0,15.3,5.8,6,80.0,4,5,9.0,18,1.73,5.0,7.0,-2.0,-0.34,-0.28,5.7,8.7,-3.0,-0.53,-0.55
194,Leonardo Balerdi,ar ARG,DF,Dortmund,de Bundesliga,19.0,1999.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,Andrija Balić,hr CRO,"DL,CC",Udinese,it Serie A,20.0,1997.0,4,27.0,7.0,0.8,0.3,0,0.0,0,4,7.0,8,1.0,0.0,1.0,-1.0,-3.33,-2.99,0.4,0.2,0.2,0.51,0.97
393,Fodé Ballo-Touré,sn SEN,DF,Lille,fr Ligue 1,21.0,1997.0,36,3187.0,178.0,93.2,35.4,36,178.0,33,0,0.0,0,3.11,50.0,43.0,7.0,0.4,-0.050000000000000044,50.0,45.099999999999994,4.9,0.27,-0.2
198,Florent Balmont,fr FRA,CC,Dijon,fr Ligue 1,38.0,1980.0,20,1076.0,54.0,31.5,12.0,15,66.0,4,5,18.0,8,0.95,9.0,25.0,-16.0,-1.34,-0.84,10.4,21.6,-11.2,-0.94,-0.66
199,Leon Balogun,ng NGA,DF,Brighton,eng Premier League,30.0,1988.0,8,594.0,74.0,17.4,6.6,5,91.0,5,3,47.0,18,1.25,7.0,10.0,-3.0,-0.45,0.25,5.9,8.7,-2.7,-0.41,0.26
401,Mario Balotelli,it ITA,DL,Nice,fr Ligue 1,27.0,1990.0,25,1685.0,137.0,49.3,18.8,21,151.0,4,4,67.0,0,3.0999999999999996,19.0,18.0,1.0,0.12,0.030000000000000027,22.200000000000003,21.7,0.3999999999999999,-0.010000000000000009,-0.12000000000000001
202,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,28.0,1990.0,30,2573.0,86.0,75.2,28.6,29,89.0,27,1,1.0,4,1.33,36.0,33.0,3.0,0.1,0.95,37.7,36.8,0.9,0.03,-0.17
203,Jonathan Bamba,ci CIV,"DL,CC",Lille,fr Ligue 1,22.0,1996.0,38,3004.0,79.0,87.8,33.4,35,84.0,25,3,20.0,0,1.97,62.0,29.0,33.0,0.99,0.56,53.0,37.9,15.0,0.45,-0.06
204,Sol Bamba,ci CIV,DF,Cardiff City,eng Premier League,33.0,1985.0,28,2474.0,88.0,72.3,27.5,28,88.0,27,0,0.0,1,0.89,25.0,52.0,-27.0,-0.98,-0.22,30.2,42.7,-12.5,-0.45,0.18
205,Yacine Bammou,ma MAR,"DL,CC",Caen,fr Ligue 1,26.0,1991.0,17,923.0,54.0,27.0,10.3,9,85.0,6,8,20.0,5,0.76,9.0,11.0,-2.0,-0.2,0.63,10.0,14.2,-4.1,-0.4,0.63
206,Éver Banega,ar ARG,CC,Sevilla,es La Liga,30.0,1988.0,32,2667.0,83.0,78.0,29.6,32,83.0,18,0,0.0,0,1.59,51.0,33.0,18.0,0.61,0.97,53.3,34.1,19.2,0.65,0.41
207,Lass Bangoura,gn GUI,"DL,CC",Rayo Vallecano,es La Liga,26.0,1992.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,Mattia Bani,it ITA,DF,Chievo,it Serie A,24.0,1993.0,30,2610.0,87.0,76.3,29.0,29,89.0,26,1,38.0,3,0.6,19.0,48.0,-29.0,-1.0,1.33,28.1,44.7,-16.5,-0.57,0.29
209,Léo Baptistão,br BRA,"DL,CC",Espanyol,es La Liga,25.0,1992.0,20,1233.0,62.0,36.1,13.7,14,79.0,5,6,22.0,1,1.15,16.0,23.0,-7.0,-0.51,-0.72,16.8,19.6,-2.7,-0.2,-0.11
210,Antonín Barák,cz CZE,"CC,DL",Udinese,it Serie A,23.0,1994.0,8,329.0,41.0,9.6,3.7,4,72.0,0,4,11.0,7,0.88,3.0,10.0,-7.0,-1.91,-1.71,2.6,7.7,-5.1,-1.39,-1.04
211,Yves Baraye,sn SEN,"DL,CC",Parma,it Serie A,26.0,1992.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,Federico Barba,it ITA,DF,Chievo,it Serie A,24.0,1993.0,30,2483.0,83.0,72.6,27.6,29,85.0,26,1,21.0,2,0.63,17.0,48.0,-31.0,-1.12,0.7,28.0,40.3,-12.3,-0.44,0.71
213,Théo Barbet,fr FRA,DF,Dijon,fr Ligue 1,17.0,2001.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,Danilo Barbosa,br BRA,CC,Nice,fr Ligue 1,22.0,1996.0,22,1548.0,70.0,45.3,17.2,18,81.0,10,4,21.0,5,1.55,15.0,17.0,-2.0,-0.12,0.03,20.9,22.9,-2.0,-0.12,-0.03
215,Mariano Barbosa,ar ARG,PO,Villarreal,es La Liga,34.0,1984.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,Enis Bardhi,mk MKD,CC,Levante,es La Liga,23.0,1995.0,36,2836.0,79.0,82.9,31.5,31,86.0,23,5,32.0,0,1.14,51.0,51.0,0.0,0.0,1.08,47.4,61.4,-14.0,-0.44,0.83
217,Francesco Bardi,it ITA,PO,Frosinone,it Serie A,26.0,1992.0,3,270.0,90.0,7.9,3.0,3,90.0,3,0,0.0,26,0.33,1.0,5.0,-4.0,-1.33,-0.3,4.8,3.8,1.0,0.35,1.04
218,Phil Bardsley,sct SCO,DF,Burnley,eng Premier League,33.0,1985.0,19,1670.0,88.0,48.8,18.6,19,88.0,17,0,0.0,12,1.26,22.0,27.0,-5.0,-0.27,0.66,23.8,28.0,-4.2,-0.23,0.47
219,Nicolò Barella,it ITA,CC,Cagliari,it Serie A,21.0,1997.0,35,3107.0,89.0,90.8,34.5,35,89.0,30,0,0.0,0,1.06,32.0,50.0,-18.0,-0.52,-0.52,36.6,56.8,-20.2,-0.58,-0.63
220,Philipp Bargfrede,de GER,"CC,DF",Werder Bremen,de Bundesliga,29.0,1989.0,15,1079.0,72.0,35.3,12.0,13,79.0,5,2,28.0,1,1.73,19.0,14.0,5.0,0.42,0.24,16.1,14.8,1.3,0.11,0.46
221,Antonino Barillà,it ITA,CC,Parma,it Serie A,30.0,1988.0,31,2618.0,84.0,76.5,29.1,30,87.0,23,1,16.0,3,1.19,33.0,40.0,-7.0,-0.24,1.22,31.5,49.9,-18.4,-0.63,0.12
222,Ross Barkley,eng ENG,CC,Chelsea,eng Premier League,24.0,1993.0,27,1245.0,46.0,36.4,13.8,13,75.0,3,14,19.0,9,2.0,28.0,13.0,15.0,1.08,0.71,23.8,10.9,12.9,0.93,0.54
223,Aymen Barkok,ma MAR,CC,Düsseldorf,de Bundesliga,20.0,1998.0,12,510.0,43.0,16.7,5.7,4,80.0,2,8,24.0,6,1.0,8.0,16.0,-8.0,-1.41,-1.13,6.0,11.4,-5.4,-0.96,-0.61
224,Ashley Barnes,eng ENG,DL,Burnley,eng Premier League,28.0,1989.0,37,2388.0,65.0,69.8,26.5,26,85.0,16,11,17.0,1,1.0,35.0,41.0,-6.0,-0.23,1.26,34.9,39.2,-4.4,-0.16,1.0
225,Harvey Barnes,eng ENG,"CC,DL",Leicester City,eng Premier League,20.0,1997.0,16,1004.0,63.0,29.4,11.2,11,79.0,3,5,27.0,1,1.25,19.0,16.0,3.0,0.27,0.27,21.0,11.2,9.8,0.87,0.91
