RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,GC,GC90,DaPC,Salvadas,% Salvadas,PG,PE,PP,PaC,PaC%,TPint,PD,PD.1,PC,% Salvadas.1
127,Florian Müller,de GER,PO,Mainz 05,de Bundesliga,19,1997,5,5,450.0,5.0,7.0,1.4,21.0,13.0,66.7,1.0,1.0,3.0,1.0,20.0,1.0,0.0,1.0,0.0,100.0
128,Yvon Mvogo,ch SUI,PO,RB Leipzig,de Bundesliga,23,1994,1,1,90.0,1.0,1.0,1.0,4.0,3.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
129,Boaz Myhill,wls WAL,PO,West Brom,eng Premier League,34,1982,1,1,90.0,1.0,1.0,1.0,3.0,2.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
130,Keylor Navas,cr CRC,PO,Real Madrid,es La Liga,30,1986,27,27,2430.0,27.0,31.0,1.15,111.0,79.0,73.9,16.0,7.0,4.0,7.0,25.9,4.0,2.0,2.0,0.0,50.0
131,Neto,br BRA,PO,Valencia,es La Liga,28,1989,33,33,2970.0,33.0,33.0,1.0,143.0,108.0,79.0,18.0,7.0,8.0,10.0,30.3,5.0,3.0,2.0,0.0,40.0
132,Manuel Neuer,de GER,PO,Bayern Munich,de Bundesliga,31,1986,3,3,270.0,3.0,2.0,0.67,7.0,5.0,71.4,2.0,0.0,1.0,2.0,66.7,0.0,0.0,0.0,0.0,
133,Alexander Nübel,de GER,PO,Schalke 04,de Bundesliga,20,1996,1,0,45.0,0.5,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,
134,Jan Oblak,si SVN,PO,Atlético Madrid,es La Liga,24,1993,37,37,3330.0,37.0,22.0,0.59,126.0,102.0,83.3,22.0,10.0,5.0,22.0,59.5,4.0,1.0,3.0,0.0,75.0
135,Oier Olazábal,es ESP,PO,Levante,es La Liga,27,1989,26,26,2340.0,26.0,39.0,1.5,122.0,85.0,72.1,9.0,7.0,10.0,7.0,26.9,6.0,5.0,0.0,1.0,0.0
136,David Ospina,co COL,PO,Arsenal,eng Premier League,28,1988,5,4,381.0,4.2,3.0,0.71,12.0,9.0,75.0,3.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,
137,Alexandre Oukidja,dz ALG,PO,Strasbourg,fr Ligue 1,29,1988,17,16,1457.0,16.2,29.0,1.79,71.0,41.0,64.8,3.0,5.0,8.0,2.0,12.5,5.0,4.0,1.0,0.0,20.0
138,Ramazan Özcan,at AUT,PO,Leverkusen,de Bundesliga,33,1984,1,1,90.0,1.0,4.0,4.0,8.0,3.0,50.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0
139,Fernando Pacheco,es ESP,PO,Alavés,es La Liga,25,1992,38,37,3357.0,37.3,50.0,1.34,171.0,121.0,74.9,15.0,2.0,20.0,12.0,32.4,10.0,7.0,2.0,1.0,22.2
140,Costel Pantilimon,ro ROU,PO,La Coruña,es La Liga,30,1987,6,6,540.0,6.0,9.0,1.5,26.0,18.0,69.2,3.0,0.0,3.0,1.0,16.7,1.0,1.0,0.0,0.0,0.0
141,Jiří Pavlenka,cz CZE,PO,Werder Bremen,de Bundesliga,25,1992,34,34,3060.0,34.0,40.0,1.18,162.0,123.0,76.5,10.0,12.0,12.0,8.0,23.5,4.0,2.0,1.0,1.0,33.3
142,Gianluca Pegolo,it ITA,PO,Sassuolo,it Serie A,36,1981,2,1,104.0,1.2,1.0,0.87,6.0,6.0,83.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
143,Yohann Pelé,fr FRA,PO,Marseille,fr Ligue 1,34,1982,9,7,714.0,8.2,10.0,1.26,27.0,18.0,66.7,4.0,2.0,1.0,3.0,42.9,1.0,1.0,0.0,0.0,0.0
144,Mattia Perin,it ITA,PO,Genoa,it Serie A,24,1992,37,37,3330.0,37.0,42.0,1.14,167.0,127.0,77.2,11.0,8.0,18.0,12.0,32.4,4.0,4.0,0.0,0.0,0.0
145,Jordan Pickford,eng ENG,PO,Everton,eng Premier League,23,1994,38,38,3420.0,38.0,58.0,1.53,178.0,119.0,69.1,13.0,10.0,15.0,10.0,26.3,5.0,3.0,1.0,1.0,25.0
146,Carlo Pinsoglio,it ITA,PO,Juventus,it Serie A,27,1990,1,0,28.0,0.3,1.0,3.21,2.0,1.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
147,Julian Pollersbeck,de GER,PO,Hamburger SV,de Bundesliga,22,1994,10,10,900.0,10.0,15.0,1.5,47.0,32.0,68.1,4.0,1.0,5.0,1.0,10.0,0.0,0.0,0.0,0.0,
148,Nick Pope,eng ENG,PO,Burnley,eng Premier League,25,1992,35,34,3115.0,34.6,35.0,1.01,148.0,113.0,78.4,12.0,11.0,11.0,12.0,35.3,5.0,3.0,1.0,1.0,25.0
149,Nicolas de Préville,fr FRA,"DL,CC",Lille,fr Ligue 1,26,1991,1,0,11.0,3.2,1.0,8.18,2.0,1.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
150,Andrés Prieto,es ESP,PO,Málaga,es La Liga,23,1993,4,4,360.0,4.0,10.0,2.5,20.0,10.0,60.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
151,Jérôme Prior,fr FRA,PO,Bordeaux,fr Ligue 1,21,1995,2,2,180.0,2.0,3.0,1.5,9.0,6.0,66.7,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
152,Christian Puggioni,it ITA,PO,Benevento,it Serie A,36,1981,14,14,1179.0,13.1,26.0,1.98,65.0,39.0,67.7,3.0,1.0,10.0,2.0,14.3,6.0,5.0,0.0,1.0,0.0
153,Christian Puggioni,it ITA,PO,Sampdoria,it Serie A,36,1981,9,9,810.0,9.0,12.0,1.33,53.0,41.0,83.0,5.0,2.0,2.0,3.0,33.3,3.0,3.0,0.0,0.0,0.0
154,Rafael,br BRA,PO,Cagliari,it Serie A,35,1982,10,8,794.0,8.8,11.0,1.25,39.0,28.0,74.4,4.0,1.0,3.0,1.0,12.5,1.0,1.0,0.0,0.0,0.0
155,Toño Ramírez,es ESP,PO,Real Sociedad,es La Liga,30,1986,4,3,315.0,3.5,6.0,1.71,11.0,5.0,45.5,1.0,0.0,2.0,2.0,66.7,0.0,0.0,0.0,0.0,
156,Pepe Reina,es ESP,PO,Napoli,it Serie A,34,1982,37,37,3330.0,37.0,29.0,0.78,97.0,68.0,72.2,28.0,6.0,3.0,18.0,48.6,2.0,2.0,0.0,0.0,0.0
157,Baptiste Reynet,fr FRA,PO,Dijon,fr Ligue 1,26,1990,38,38,3420.0,38.0,73.0,1.92,201.0,128.0,69.2,13.0,9.0,16.0,5.0,13.2,14.0,11.0,3.0,0.0,21.4
158,Sergio Rico,es ESP,PO,Sevilla,es La Liga,23,1993,24,23,2155.0,24.0,39.0,1.63,92.0,52.0,60.9,10.0,3.0,10.0,9.0,39.1,5.0,3.0,1.0,1.0,25.0
159,Asier Riesgo,es ESP,PO,Eibar,es La Liga,33,1983,1,1,90.0,1.0,1.0,1.0,5.0,4.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
160,Roberto,es ESP,PO,Málaga,es La Liga,31,1986,34,34,3060.0,34.0,51.0,1.5,150.0,98.0,68.7,5.0,5.0,24.0,6.0,17.6,5.0,4.0,1.0,0.0,20.0
161,Sergio Romero,ar ARG,PO,Manchester Utd,eng Premier League,30,1987,1,1,90.0,1.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,
162,Francesco Rossi,it ITA,PO,Atalanta,it Serie A,26,1991,1,0,8.0,0.1,1.0,11.25,2.0,1.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
163,Rubén,es ESP,PO,La Coruña,es La Liga,33,1984,28,27,2477.0,27.5,58.0,2.11,134.0,77.0,58.2,3.0,9.0,15.0,4.0,14.8,3.0,2.0,1.0,0.0,33.3
164,Stéphane Ruffier,fr FRA,PO,Saint-Étienne,fr Ligue 1,30,1986,35,35,3112.0,34.6,44.0,1.27,150.0,106.0,74.0,14.0,10.0,11.0,12.0,34.3,6.0,5.0,1.0,0.0,16.7
165,Gerónimo Rulli,ar ARG,PO,Real Sociedad,es La Liga,25,1992,26,26,2340.0,26.0,45.0,1.73,105.0,61.0,61.0,10.0,5.0,11.0,6.0,23.1,5.0,4.0,1.0,0.0,20.0
166,Mathew Ryan,au AUS,PO,Brighton,eng Premier League,25,1992,38,38,3420.0,38.0,54.0,1.42,172.0,121.0,69.2,9.0,13.0,16.0,10.0,26.3,3.0,1.0,2.0,0.0,66.7
167,Mamadou Samassa,ml MLI,PO,Troyes,fr Ligue 1,27,1990,21,21,1890.0,21.0,31.0,1.48,101.0,70.0,71.3,6.0,3.0,12.0,5.0,23.8,3.0,2.0,1.0,0.0,33.3
168,Brice Samba,fr FRA,PO,Caen,fr Ligue 1,23,1994,4,3,315.0,3.5,4.0,1.14,19.0,15.0,84.2,1.0,1.0,1.0,2.0,66.7,1.0,1.0,0.0,0.0,0.0
169,Antonio Santurro,do DOM,PO,Bologna,it Serie A,25,1992,1,1,90.0,1.0,1.0,1.0,5.0,4.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
170,Kasper Schmeichel,dk DEN,PO,Leicester City,eng Premier League,30,1986,33,33,2965.0,32.9,47.0,1.43,138.0,90.0,66.7,11.0,10.0,12.0,8.0,24.2,3.0,1.0,2.0,0.0,66.7
171,Alexander Schwolow,de GER,PO,Freiburg,de Bundesliga,25,1992,33,33,2906.0,32.3,53.0,1.64,151.0,102.0,67.5,8.0,11.0,14.0,9.0,27.3,5.0,4.0,0.0,1.0,0.0
172,Simone Scuffet,it ITA,PO,Udinese,it Serie A,21,1996,6,6,540.0,6.0,11.0,1.83,27.0,16.0,59.3,1.0,0.0,5.0,1.0,16.7,1.0,0.0,1.0,0.0,100.0
173,Luigi Sepe,it ITA,PO,Napoli,it Serie A,26,1991,1,1,90.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,
174,Marco Silvestri,it ITA,PO,Hellas Verona,it Serie A,26,1991,2,2,180.0,2.0,7.0,3.5,25.0,18.0,72.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
175,Tobias Sippel,de GER,PO,M'Gladbach,de Bundesliga,29,1988,5,4,435.0,4.8,10.0,2.07,23.0,13.0,56.5,1.0,0.0,3.0,1.0,25.0,0.0,0.0,0.0,0.0,
176,Salvatore Sirigu,it ITA,PO,Torino,it Serie A,30,1987,37,37,3330.0,37.0,45.0,1.22,158.0,110.0,74.7,12.0,15.0,10.0,10.0,27.0,8.0,5.0,3.0,0.0,37.5
177,Antonio Sivera,es ESP,PO,Alavés,es La Liga,20,1996,1,1,63.0,0.7,,,1.0,1.0,,,,1.0,,,,,,,
178,Łukasz Skorupski,pl POL,PO,Roma,it Serie A,26,1991,1,1,90.0,1.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,
179,Yann Sommer,ch SUI,PO,M'Gladbach,de Bundesliga,28,1988,30,30,2625.0,29.2,42.0,1.44,151.0,110.0,74.8,12.0,8.0,10.0,6.0,20.0,4.0,4.0,0.0,0.0,0.0
180,David Soria,es ESP,PO,Sevilla,es La Liga,24,1993,15,15,1265.0,14.0,19.0,1.35,58.0,40.0,70.7,7.0,4.0,4.0,5.0,33.3,3.0,2.0,0.0,1.0,0.0
181,Stefano Sorrentino,it ITA,PO,Chievo,it Serie A,38,1979,38,38,3420.0,38.0,59.0,1.55,187.0,129.0,70.6,10.0,10.0,18.0,7.0,18.4,7.0,4.0,3.0,0.0,42.9
182,Julián Speroni,ar ARG,PO,Crystal Palace,eng Premier League,38,1979,11,11,990.0,11.0,14.0,1.27,43.0,29.0,69.8,3.0,5.0,3.0,2.0,18.2,1.0,1.0,0.0,0.0,0.0
183,Marco Sportiello,it ITA,PO,Fiorentina,it Serie A,25,1992,37,37,3202.0,35.6,38.0,1.07,131.0,92.0,72.5,16.0,9.0,12.0,14.0,37.8,3.0,2.0,1.0,0.0,33.3
184,Tom Starke,de GER,PO,Bayern Munich,de Bundesliga,36,1981,2,2,180.0,2.0,0.0,0.0,4.0,4.0,100.0,2.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,
185,Thomas Strakosha,al ALB,PO,Lazio,it Serie A,22,1995,38,38,3420.0,38.0,49.0,1.29,159.0,111.0,74.8,21.0,9.0,8.0,11.0,28.9,10.0,9.0,1.0,0.0,10.0
186,Danijel Subašić,hr CRO,PO,Monaco,fr Ligue 1,32,1984,34,34,2940.0,32.7,41.0,1.26,125.0,85.0,70.4,21.0,8.0,5.0,10.0,29.4,4.0,4.0,0.0,0.0,0.0
187,Seydou Sy,sn SEN,PO,Monaco,fr Ligue 1,21,1995,3,2,255.0,2.8,4.0,1.41,16.0,12.0,81.3,1.0,0.0,1.0,1.0,50.0,1.0,1.0,0.0,0.0,0.0
188,Wojciech Szczęsny,pl POL,PO,Juventus,it Serie A,27,1990,17,17,1530.0,17.0,9.0,0.53,33.0,24.0,72.7,13.0,3.0,1.0,11.0,64.7,0.0,0.0,0.0,0.0,
189,Ciprian Tătărușanu,ro ROU,PO,Nantes,fr Ligue 1,31,1986,37,37,3330.0,37.0,38.0,1.03,133.0,96.0,72.9,14.0,10.0,13.0,12.0,32.4,3.0,2.0,0.0,1.0,0.0
190,Marc-André ter Stegen,de GER,PO,Barcelona,es La Liga,25,1992,37,37,3330.0,37.0,28.0,0.76,126.0,98.0,79.4,27.0,9.0,1.0,19.0,51.4,2.0,2.0,0.0,0.0,0.0
191,Kevin Trapp,de GER,PO,Paris S-G,fr Ligue 1,27,1990,4,4,360.0,4.0,4.0,1.0,17.0,13.0,88.2,3.0,0.0,1.0,1.0,25.0,2.0,2.0,0.0,0.0,0.0
192,Philipp Tschauner,de GER,PO,Hannover 96,de Bundesliga,31,1985,31,31,2790.0,31.0,45.0,1.45,158.0,113.0,72.8,9.0,9.0,13.0,5.0,16.1,3.0,2.0,0.0,1.0,0.0
193,Przemysław Tytoń,pl POL,PO,La Coruña,es La Liga,30,1987,2,1,97.0,1.1,4.0,3.71,5.0,1.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
194,Sven Ulreich,de GER,PO,Bayern Munich,de Bundesliga,28,1988,29,29,2610.0,29.0,26.0,0.9,84.0,58.0,70.2,23.0,3.0,3.0,12.0,41.4,4.0,1.0,3.0,0.0,75.0
195,Francis Uzoho,ng NGA,PO,La Coruña,es La Liga,18,1998,2,2,180.0,2.0,2.0,1.0,9.0,7.0,88.9,0.0,1.0,1.0,1.0,50.0,1.0,1.0,0.0,0.0,0.0
196,Koke Vegas,es ESP,PO,Levante,es La Liga,21,1995,1,1,90.0,1.0,4.0,4.0,8.0,4.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
197,Rémy Vercoutre,fr FRA,PO,Caen,fr Ligue 1,37,1980,35,35,3103.0,34.5,48.0,1.39,132.0,88.0,66.7,9.0,7.0,19.0,11.0,31.4,4.0,4.0,0.0,0.0,0.0
198,Emiliano Viviano,it ITA,PO,Sampdoria,it Serie A,31,1985,27,27,2430.0,27.0,43.0,1.59,132.0,87.0,68.9,11.0,4.0,12.0,6.0,22.2,6.0,2.0,4.0,0.0,66.7
199,Michel Vorm,nl NED,PO,Tottenham,eng Premier League,33,1983,1,1,90.0,1.0,1.0,1.0,4.0,4.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
200,Roman Weidenfeller,de GER,PO,Dortmund,de Bundesliga,36,1980,2,1,91.0,1.0,4.0,3.96,7.0,3.0,42.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
201,Axel Werner,ar ARG,PO,Atlético Madrid,es La Liga,21,1996,1,1,90.0,1.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,
202,Yoel,es ESP,PO,Eibar,es La Liga,28,1988,1,1,90.0,1.0,0.0,0.0,5.0,5.0,100.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,
203,Erwin Zelazny,fr FRA,PO,Troyes,fr Ligue 1,25,1991,17,17,1530.0,17.0,28.0,1.65,92.0,64.0,71.7,3.0,3.0,11.0,3.0,17.6,2.0,2.0,0.0,0.0,0.0
204,Robin Zentner,de GER,PO,Mainz 05,de Bundesliga,22,1994,15,15,1350.0,15.0,27.0,1.8,70.0,44.0,67.1,3.0,5.0,7.0,2.0,13.3,4.0,4.0,0.0,0.0,0.0
205,Luca Zidane,fr FRA,PO,Real Madrid,es La Liga,19,1998,1,1,90.0,1.0,2.0,2.0,4.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
206,Ron-Robert Zieler,de GER,PO,Stuttgart,de Bundesliga,28,1989,34,34,3060.0,34.0,36.0,1.06,155.0,117.0,79.4,15.0,6.0,13.0,12.0,35.3,6.0,4.0,2.0,0.0,33.3
