RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera.1
574,Trevoh Chalobah,eng ENG,"DF,CC",Chelsea,eng Premier League,18.0,1999.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
575,Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,22.0,1995.0,12,866.0,72.0,25.3,9.6,10,,5.0,2,,7,1.67,22.0,14.0,8.0,0.83,0.3,15.3,12.5,2.8,0.29,-0.33
576,Nereo Champagne,ar ARG,PO,Leganés,es La Liga,32.0,1985.0,2,180.0,90.0,5.3,2.0,2,90.0,2.0,0,,36,0.0,2.0,6.0,-4.0,-2.0,-1.64,2.6,3.9,-1.3,-0.66,-0.49
577,Timothy Chandler,us USA,"DF,DL",Eint Frankfurt,de Bundesliga,27.0,1990.0,24,1892.0,79.0,61.8,21.0,22,,18.0,2,,2,1.54,27.0,30.0,-3.0,-0.14,-0.37,25.5,27.1,-1.6,-0.08,-0.24
578,Kwon Chang-hoon,kr KOR,"DL,CC",Dijon,fr Ligue 1,23.0,1994.0,34,2137.0,63.0,62.5,23.7,26,76.0,12.0,8,19.0,1,1.29,36.0,49.0,-13.0,-0.55,-0.2,24.3,42.7,-18.4,-0.77,-0.51
579,Charles,br BRA,DL,Eibar,es La Liga,33.0,1984.0,30,1582.0,53.0,46.3,17.6,18,76.0,7.0,12,19.0,3,1.33,26.0,19.0,7.0,0.4,1.03,23.1,17.7,5.4,0.31,0.74
580,Charly Charrier,fr FRA,"CC,DL",Amiens,fr Ligue 1,31.0,1986.0,3,105.0,35.0,3.1,1.2,1,61.0,0.0,2,22.0,2,0.0,0.0,3.0,-3.0,-2.57,-2.52,1.2,2.0,-0.7,-0.61,-0.03
581,Pape Cheikh Diop,sn SEN,CC,Lyon,fr Ligue 1,19.0,1997.0,1,10.0,10.0,0.3,0.1,0,,0.0,1,10.0,7,3.0,1.0,0.0,1.0,9.0,7.87,0.4,0.1,0.3,2.85,2.24
582,Chema,es ESP,DF,Levante,es La Liga,25.0,1992.0,25,2017.0,81.0,59.0,22.4,23,87.0,21.0,2,9.0,6,1.08,25.0,34.0,-9.0,-0.4,-0.08,22.3,38.1,-15.8,-0.7,-0.51
583,Denis Cheryshev,ru RUS,"CC,DL",Villarreal,es La Liga,26.0,1990.0,24,926.0,39.0,27.1,10.3,9,66.0,0.0,15,22.0,3,1.88,18.0,11.0,7.0,0.68,0.68,19.0,13.2,5.9,0.57,0.79
584,Raman Chibsah,gh GHA,CC,Benevento,it Serie A,24.0,1993.0,14,1048.0,75.0,30.6,11.6,12,,7.0,2,,5,0.07,7.0,32.0,-25.0,-2.15,-1.16,9.2,27.8,-18.6,-1.6,-0.98
585,Leandro Chichizola,ar ARG,PO,Las Palmas,es La Liga,27.0,1990.0,27,2430.0,90.0,71.1,27.0,27,90.0,27.0,0,,11,0.63,18.0,47.0,-29.0,-1.07,0.84,27.5,48.9,-21.4,-0.79,0.17
586,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,32.0,1984.0,26,2161.0,83.0,63.2,24.0,25,,23.0,1,,9,2.42,56.0,15.0,41.0,1.71,0.21,37.4,19.3,18.1,0.75,0.05
587,Federico Chiesa,it ITA,"DL,CC",Fiorentina,it Serie A,19.0,1997.0,36,3012.0,84.0,88.1,33.5,35,,24.0,1,,0,1.5,51.0,42.0,9.0,0.27,0.49,49.6,34.2,15.4,0.46,0.83
588,Ben Chilwell,eng ENG,DF,Leicester City,eng Premier League,20.0,1996.0,24,1853.0,77.0,54.2,20.6,20,,16.0,4,,8,1.33,32.0,30.0,2.0,0.1,0.44,29.2,24.8,4.4,0.22,0.36
589,Vlad Chiricheș,ro ROU,DF,Napoli,it Serie A,27.0,1989.0,7,582.0,83.0,17.0,6.5,7,,6.0,0,,21,2.71,15.0,7.0,8.0,1.24,-0.03,11.0,5.5,5.5,0.85,-0.25
590,Hamza Choudhury,eng ENG,"CC,DF",Leicester City,eng Premier League,19.0,1997.0,8,378.0,47.0,11.1,4.2,4,,2.0,4,,0,0.88,6.0,9.0,-3.0,-0.71,-0.68,6.8,5.8,1.0,0.23,0.2
591,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,21.0,1996.0,27,2086.0,77.0,61.0,23.2,23,,18.0,4,,9,1.67,37.0,23.0,14.0,0.6,-0.07,34.3,19.3,15.0,0.65,0.28
592,Chuca,es ESP,CC,Villarreal,es La Liga,20.0,1997.0,4,88.0,22.0,2.6,1.0,1,63.0,0.0,3,8.0,5,1.75,0.0,2.0,-2.0,-2.05,-2.29,0.4,1.2,-0.7,-0.75,-0.77
593,Chuli,es ESP,"DL,CC",Getafe,es La Liga,26.0,1991.0,0,,,,,0,,0.0,0,,4,,,,,,,,,,,
594,Lee Chung-yong,kr KOR,"DL,CC",Crystal Palace,eng Premier League,29.0,1988.0,7,135.0,19.0,3.9,1.5,1,,0.0,6,,18,1.0,2.0,3.0,-1.0,-0.67,-0.42,2.5,0.7,1.8,1.17,1.07
595,Stefano Ciavattini,it ITA,DF,Roma,it Serie A,19.0,1998.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
596,Sébastien Cibois,fr FRA,PO,Paris S-G,fr Ligue 1,19.0,1998.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,
597,Amato Ciciretti,it ITA,"CC,DL",Benevento,it Serie A,23.0,1993.0,12,807.0,67.0,23.6,9.0,9,,4.0,3,,1,0.0,5.0,14.0,-9.0,-1.0,0.44,7.0,18.3,-11.4,-1.27,-0.45
598,Cifu,es ESP,DF,Málaga,es La Liga,26.0,1990.0,2,108.0,54.0,3.2,1.2,1,90.0,1.0,1,18.0,8,0.0,0.0,6.0,-6.0,-5.0,-4.16,1.3,4.1,-2.7,-2.29,-1.79
599,Luca Cigarini,it ITA,CC,Cagliari,it Serie A,31.0,1986.0,26,2024.0,78.0,59.2,22.5,24,,14.0,2,,2,1.23,24.0,33.0,-9.0,-0.4,0.82,27.0,36.6,-9.6,-0.43,0.22
600,Per Ciljan Skjelbred,no NOR,CC,Hertha BSC,de Bundesliga,30.0,1987.0,28,2183.0,78.0,71.3,24.3,24,,21.0,4,,6,1.32,30.0,35.0,-5.0,-0.21,-0.41,25.0,33.3,-8.3,-0.34,-0.67
601,Jasper Cillessen,nl NED,PO,Barcelona,es La Liga,28.0,1989.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,37,3.0,5.0,1.0,4.0,4.0,2.22,2.8,1.0,1.8,1.81,0.73
602,Thiago Cionek,pl POL,DF,SPAL,it Serie A,31.0,1986.0,15,1350.0,90.0,39.5,15.0,15,,15.0,0,,0,1.33,15.0,15.0,0.0,0.0,0.87,11.5,20.4,-8.9,-0.59,-0.03
603,Saliou Ciss,sn SEN,"DF,CC",Angers,fr Ligue 1,27.0,1989.0,3,144.0,48.0,4.2,1.6,2,68.0,1.0,1,9.0,9,0.0,0.0,6.0,-6.0,-3.75,-3.64,0.6,2.7,-2.1,-1.31,-1.42
604,Karamoko Cissé,gn GUI,"DL,CC",Benevento,it Serie A,28.0,1988.0,2,14.0,7.0,0.4,0.2,0,,0.0,2,,0,0.0,0.0,0.0,0.0,0.0,1.35,0.4,0.1,0.3,2.11,3.04
605,Issa Cissokho,sn SEN,DF,Amiens,fr Ligue 1,32.0,1985.0,19,1630.0,86.0,47.7,18.1,18,90.0,18.0,1,10.0,14,1.32,17.0,19.0,-2.0,-0.11,0.04,14.1,27.3,-13.2,-0.73,-0.28
606,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,27.0,1989.0,20,1746.0,87.0,51.1,19.4,19,,19.0,1,,14,1.05,21.0,30.0,-9.0,-0.46,-0.52,22.5,30.0,-7.5,-0.39,-0.21
607,Christian Clemens,de GER,"CC,DL",Köln,de Bundesliga,25.0,1991.0,14,646.0,46.0,21.1,7.2,6,,1.0,8,,6,1.07,10.0,16.0,-6.0,-0.84,0.25,12.0,14.5,-2.5,-0.34,0.46
608,Yannis Clementia,mq MTQ,PO,Nice,fr Ligue 1,20.0,1997.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,
609,Tom Cleverley,eng ENG,CC,Watford,eng Premier League,27.0,1989.0,23,1902.0,83.0,55.6,21.1,22,,17.0,1,,0,1.17,30.0,31.0,-1.0,-0.05,1.08,27.4,27.7,-0.3,-0.01,0.37
610,Sam Clucas,eng ENG,CC,Swansea City,eng Premier League,26.0,1990.0,29,2044.0,70.0,59.8,22.7,23,,16.0,6,,6,0.93,18.0,30.0,-12.0,-0.53,0.52,17.4,32.9,-15.4,-0.68,0.08
611,Nathaniel Clyne,eng ENG,"DF,DL",Liverpool,eng Premier League,26.0,1991.0,3,174.0,58.0,5.1,1.9,2,,1.0,1,,2,0.67,0.0,1.0,-1.0,-0.52,-1.82,1.7,1.6,0.2,0.09,-0.99
612,Marcus Coco,fr FRA,"DL,CC",Guingamp,fr Ligue 1,21.0,1996.0,29,1587.0,55.0,46.4,17.6,17,78.0,5.0,12,22.0,3,1.07,17.0,32.0,-15.0,-0.85,-1.05,16.3,25.8,-9.5,-0.54,-0.83
613,Massimo Coda,it ITA,DL,Benevento,it Serie A,28.0,1988.0,24,1417.0,59.0,41.4,15.7,14,,9.0,10,,14,0.58,14.0,37.0,-23.0,-1.46,-0.2,17.0,29.7,-12.7,-0.81,0.19
614,Isaac Cofie,gh GHA,CC,Genoa,it Serie A,25.0,1991.0,12,591.0,49.0,17.3,6.6,6,,4.0,6,,20,1.42,4.0,6.0,-2.0,-0.3,-0.05,6.6,8.6,-2.0,-0.3,-0.39
615,Renaud Cohade,fr FRA,CC,Metz,fr Ligue 1,32.0,1984.0,38,3298.0,87.0,96.4,36.6,38,87.0,34.0,0,,0,0.68,31.0,71.0,-40.0,-1.09,0.38,38.3,67.4,-29.0,-0.79,0.62
616,Coke,es ESP,DF,Levante,es La Liga,30.0,1987.0,17,1383.0,81.0,40.4,15.4,16,84.0,12.0,1,33.0,3,1.65,23.0,23.0,0.0,0.0,0.62,22.2,25.7,-3.5,-0.22,0.45
617,Coke,es ESP,CC,Schalke 04,de Bundesliga,30.0,1987.0,1,2.0,2.0,0.1,0.0,0,,0.0,1,,12,3.0,0.0,0.0,0.0,0.0,-0.47,0.0,0.1,-0.1,-3.81,-4.0
618,Emre Çolak,tr TUR,CC,La Coruña,es La Liga,26.0,1991.0,26,1449.0,56.0,42.4,16.1,17,69.0,2.0,9,31.0,8,0.92,19.0,36.0,-17.0,-1.06,-0.1,25.7,26.6,-0.9,-0.06,0.23
619,Joel Coleman,eng ENG,PO,Huddersfield,eng Premier League,21.0,1995.0,0,,,,,0,,0.0,0,,30,,,,,,,,,,,
620,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,28.0,1988.0,12,1035.0,86.0,30.3,11.5,12,,11.0,0,,0,1.75,14.0,12.0,2.0,0.17,0.78,13.4,12.4,1.0,0.08,0.57
621,James Collins,wls WAL,DF,West Ham,eng Premier League,33.0,1983.0,13,1050.0,81.0,30.7,11.7,12,,11.0,1,,3,1.46,18.0,19.0,-1.0,-0.09,0.64,13.3,17.0,-3.7,-0.32,0.24
622,Andrea Colpani,it ITA,CC,Atalanta,it Serie A,18.0,1999.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,
623,Racine Coly,sn SEN,DF,Nice,fr Ligue 1,21.0,1995.0,7,617.0,88.0,18.0,6.9,7,88.0,6.0,0,,5,1.14,6.0,8.0,-2.0,-0.29,-0.39,7.0,7.9,-0.9,-0.13,-0.15
624,Kingsley Coman,fr FRA,"DL,CC",Bayern Munich,de Bundesliga,21.0,1996.0,21,1153.0,55.0,37.7,12.8,10,,6.0,11,,0,2.43,34.0,8.0,26.0,2.03,0.24,28.1,9.6,18.4,1.44,0.22
625,Marvin Compper,de GER,DF,RB Leipzig,de Bundesliga,32.0,1985.0,2,90.0,45.0,2.9,1.0,1,,0.0,1,,5,0.5,0.0,2.0,-2.0,-2.0,-2.18,0.8,1.2,-0.4,-0.35,-0.52
626,Alois Confais,fr FRA,"CC,DF",Troyes,fr Ligue 1,20.0,1996.0,15,611.0,41.0,17.9,6.8,4,82.0,2.0,11,26.0,15,1.07,7.0,16.0,-9.0,-1.33,-0.75,8.0,11.3,-3.3,-0.49,-0.15
627,Alessandro Confente,it ITA,PO,Chievo,it Serie A,19.0,1998.0,0,,,,,0,,0.0,0,,34,,,,,,,,,,,
628,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,32.0,1985.0,32,2635.0,82.0,77.0,29.3,29,89.0,28.0,3,13.0,5,1.41,26.0,26.0,0.0,0.0,-0.34,32.0,31.4,0.6,0.02,-0.33
629,Andrea Consigli,it ITA,PO,Sassuolo,it Serie A,30.0,1987.0,37,3316.0,90.0,97.0,36.8,37,,36.0,0,,1,1.16,29.0,58.0,-29.0,-0.79,0.08,45.0,47.5,-2.5,-0.07,0.04
630,Diego Contento,de GER,"DF,CC",Bordeaux,fr Ligue 1,27.0,1990.0,3,108.0,36.0,3.2,1.2,1,90.0,1.0,2,9.0,7,2.0,3.0,1.0,2.0,1.67,1.59,1.5,2.1,-0.5,-0.45,-0.67
631,Andrea Conti,it ITA,DF,Milan,it Serie A,23.0,1994.0,2,157.0,79.0,4.6,1.7,2,,1.0,0,,1,3.0,5.0,1.0,4.0,2.29,2.02,2.9,0.9,2.0,1.12,0.78
632,Lewis Cook,eng ENG,CC,Bournemouth,eng Premier League,20.0,1997.0,29,2237.0,77.0,65.4,24.9,25,,20.0,4,,6,1.21,32.0,42.0,-10.0,-0.4,0.05,28.0,40.1,-12.1,-0.49,0.15
633,Steve Cook,eng ENG,DF,Bournemouth,eng Premier League,26.0,1991.0,34,2767.0,81.0,80.9,30.7,31,,29.0,3,,3,1.15,37.0,53.0,-16.0,-0.52,-0.52,30.9,50.9,-20.0,-0.65,-0.6
634,Duje Čop,hr CRO,"DL,CC",Cagliari,it Serie A,27.0,1990.0,2,96.0,48.0,2.8,1.1,1,,0.0,1,,0,0.0,0.0,3.0,-3.0,-2.81,-2.14,1.7,1.0,0.7,0.67,1.22
635,Domenico Coppola,it ITA,PO,Torino,it Serie A,18.0,1999.0,0,,,,,0,,0.0,0,,5,,,,,,,,,,,
636,Ferdinando Coppola,it ITA,PO,Hellas Verona,it Serie A,39.0,1978.0,0,,,,,0,,0.0,0,,38,,,,,,,,,,,
637,Francis Coquelin,fr FRA,"CC,DF",Arsenal,eng Premier League,26.0,1991.0,7,169.0,24.0,4.9,1.9,1,,0.0,6,,12,2.14,2.0,6.0,-4.0,-2.13,-2.88,3.3,4.3,-1.0,-0.55,-1.15
638,Francis Coquelin,fr FRA,"CC,DF",Valencia,es La Liga,26.0,1991.0,9,657.0,73.0,19.2,7.3,7,89.0,6.0,2,18.0,1,2.11,12.0,9.0,3.0,0.41,-0.37,9.8,12.2,-2.4,-0.32,-0.65
639,Sébastien Corchia,fr FRA,DF,Sevilla,es La Liga,26.0,1990.0,12,821.0,68.0,24.0,9.1,9,82.0,4.0,3,29.0,6,1.33,16.0,16.0,0.0,0.0,0.31,14.2,14.0,0.2,0.02,-0.15
640,Alex Cordaz,it ITA,PO,Crotone,it Serie A,34.0,1983.0,38,3420.0,90.0,100.0,38.0,38,,38.0,0,,0,0.92,40.0,66.0,-26.0,-0.68,,34.6,58.6,-24.0,-0.63,
641,Iñigo Córdoba,es ESP,DL,Athletic Club,es La Liga,20.0,1997.0,30,1459.0,49.0,42.7,16.2,18,72.0,5.0,12,13.0,5,1.07,23.0,26.0,-3.0,-0.19,0.04,23.0,22.3,0.7,0.04,0.11
642,Jhon Córdoba,co COL,DL,Köln,de Bundesliga,24.0,1993.0,18,957.0,53.0,31.3,10.6,9,,5.0,9,,1,0.17,8.0,26.0,-18.0,-1.69,-0.97,14.4,21.7,-7.3,-0.69,0.03
643,Sergio Córdova,ve VEN,"DL,CC",Augsburg,de Bundesliga,19.0,1997.0,26,586.0,23.0,19.2,6.5,3,,0.0,23,,2,1.12,10.0,10.0,0.0,0.0,0.11,8.8,11.0,-2.2,-0.34,-0.54
644,Jérémy Cordoval,gp GLP,DF,Troyes,fr Ligue 1,27.0,1990.0,11,919.0,84.0,26.9,10.2,10,90.0,10.0,1,19.0,14,1.0,10.0,21.0,-11.0,-1.08,-0.5,9.2,16.0,-6.8,-0.66,-0.4
645,Benjamin Corgnet,fr FRA,"CC,DL",Strasbourg,fr Ligue 1,30.0,1987.0,18,1376.0,76.0,40.2,15.3,15,85.0,8.0,3,35.0,0,0.67,14.0,24.0,-10.0,-0.65,-0.08,19.4,17.4,2.1,0.13,0.79
646,Jack Cork,eng ENG,CC,Burnley,eng Premier League,28.0,1989.0,38,3420.0,90.0,100.0,38.0,38,,38.0,0,,0,1.42,36.0,39.0,-3.0,-0.08,,32.3,51.2,-18.9,-0.5,
647,Andreas Cornelius,dk DEN,DL,Atalanta,it Serie A,24.0,1993.0,23,934.0,41.0,27.3,10.4,8,,2.0,15,,9,1.57,14.0,10.0,4.0,0.39,-0.12,19.5,11.0,8.6,0.82,0.14
648,Maxwel Cornet,ci CIV,DL,Lyon,fr Ligue 1,20.0,1996.0,30,1272.0,42.0,37.2,14.1,13,75.0,6.0,17,17.0,3,2.0,24.0,19.0,5.0,0.35,-1.28,19.8,15.9,3.9,0.28,-0.53
649,Quentin Cornette,fr FRA,"DL,CC",Amiens,fr Ligue 1,23.0,1994.0,12,448.0,37.0,13.1,5.0,6,59.0,0.0,6,16.0,1,1.58,8.0,7.0,1.0,0.2,0.38,5.1,8.6,-3.5,-0.7,-0.13
650,Ángel Correa,ar ARG,"CC,DL",Atlético Madrid,es La Liga,22.0,1995.0,37,2253.0,61.0,65.9,25.0,27,72.0,6.0,10,32.0,0,2.14,40.0,9.0,31.0,1.24,0.85,35.4,20.8,14.5,0.58,0.59
651,Joaquín Correa,ar ARG,DL,Sevilla,es La Liga,22.0,1994.0,21,1193.0,57.0,34.9,13.3,15,71.0,3.0,6,22.0,9,1.9,17.0,12.0,5.0,0.38,0.94,24.0,15.0,9.0,0.68,0.83
652,Andrea Cossu,it ITA,"CC,DL",Cagliari,it Serie A,37.0,1980.0,11,243.0,22.0,7.1,2.7,2,,0.0,9,,20,0.55,2.0,7.0,-5.0,-1.85,-1.2,2.6,5.6,-2.9,-1.09,-0.62
653,Andrea Costa,it ITA,DF,Benevento,it Serie A,31.0,1986.0,16,1375.0,86.0,40.2,15.3,16,,13.0,0,,5,0.44,11.0,34.0,-23.0,-1.51,-0.27,15.5,30.7,-15.2,-1.0,-0.13
654,Danny da Costa,de GER,"DF,DL",Eint Frankfurt,de Bundesliga,24.0,1993.0,17,1202.0,71.0,39.3,13.4,13,,12.0,4,,3,1.06,19.0,23.0,-4.0,-0.3,-0.49,18.7,16.4,2.3,0.18,0.27
655,Diego Costa,es ESP,DL,Atlético Madrid,es La Liga,28.0,1988.0,15,1041.0,69.0,30.4,11.6,13,76.0,4.0,2,30.0,0,2.2,22.0,5.0,17.0,1.47,0.75,14.3,8.2,6.2,0.53,0.22
656,Douglas Costa,br BRA,"DL,CC",Juventus,it Serie A,26.0,1990.0,31,1795.0,58.0,52.5,19.9,18,,8.0,13,,6,2.45,49.0,8.0,41.0,2.06,0.89,30.8,10.7,20.1,1.01,0.58
657,Filippo Costa,it ITA,DF,SPAL,it Serie A,22.0,1995.0,23,1473.0,64.0,43.1,16.4,14,,8.0,9,,5,0.91,15.0,21.0,-6.0,-0.37,0.28,11.9,25.2,-13.4,-0.82,-0.42
658,Jaume Costa,es ESP,DF,Villarreal,es La Liga,29.0,1988.0,30,2536.0,85.0,74.2,28.2,29,86.0,24.0,1,45.0,3,1.67,43.0,34.0,9.0,0.32,0.52,38.0,39.0,-0.9,-0.03,-0.11
659,Angelo da Costa Júnior,br BRA,PO,Bologna,it Serie A,33.0,1983.0,4,360.0,90.0,10.5,4.0,4,,4.0,0,,24,0.75,3.0,5.0,-2.0,-0.5,-0.21,3.7,4.7,-0.9,-0.23,0.18
660,Nuno da Costa,cv CPV,"DL,CC",Strasbourg,fr Ligue 1,26.0,1991.0,26,1727.0,66.0,50.5,19.2,22,76.0,4.0,4,13.0,2,1.15,23.0,31.0,-8.0,-0.42,0.38,21.2,28.4,-7.2,-0.38,-0.08
661,David Costas,es ESP,DF,Barcelona,es La Liga,22.0,1995.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,
662,Benoît Costil,fr FRA,PO,Bordeaux,fr Ligue 1,30.0,1987.0,36,3240.0,90.0,94.7,36.0,36,90.0,36.0,0,,1,1.53,53.0,45.0,8.0,0.22,1.72,49.8,40.8,9.0,0.25,1.04
663,Kalifa Coulibaly,ml MLI,DL,Nantes,fr Ligue 1,25.0,1991.0,8,341.0,43.0,10.0,3.8,3,67.0,0.0,5,28.0,3,2.0,4.0,2.0,2.0,0.53,0.73,3.3,2.9,0.4,0.11,0.01
664,Lassana Coulibaly,ml MLI,CC,Angers,fr Ligue 1,21.0,1996.0,20,838.0,42.0,24.5,9.3,8,74.0,2.0,12,21.0,11,1.25,12.0,16.0,-4.0,-0.43,-0.22,11.3,11.9,-0.6,-0.06,-0.15
665,Thibaut Courtois,be BEL,PO,Chelsea,eng Premier League,25.0,1992.0,35,3150.0,90.0,92.1,35.0,35,,35.0,0,,0,1.89,56.0,34.0,22.0,0.63,-0.04,50.1,30.9,19.3,0.55,0.12
666,Philippe Coutinho,br BRA,"CC,DL",Liverpool,eng Premier League,25.0,1992.0,14,1109.0,79.0,32.4,12.3,13,,5.0,1,,1,1.79,29.0,14.0,15.0,1.22,0.01,23.2,11.5,11.7,0.95,-0.12
667,Philippe Coutinho,br BRA,"CC,DL",Barcelona,es La Liga,25.0,1992.0,18,1296.0,72.0,37.9,14.4,16,77.0,6.0,2,31.0,0,2.17,33.0,16.0,17.0,1.18,-1.07,25.2,18.8,6.4,0.45,-1.04
668,Maurice Covic,de GER,CC,Hertha BSC,de Bundesliga,19.0,1998.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,
669,Nicolas Cozza,fr FRA,"DF,CC",Montpellier,fr Ligue 1,18.0,1999.0,9,578.0,64.0,16.9,6.4,7,77.0,5.0,2,20.0,15,1.33,5.0,11.0,-6.0,-0.93,-1.22,6.3,9.6,-3.3,-0.51,-0.73
670,Alessio Cragno,it ITA,PO,Cagliari,it Serie A,23.0,1994.0,29,2536.0,87.0,74.2,28.2,29,,27.0,0,,5,0.9,21.0,47.0,-26.0,-0.92,-0.72,27.8,42.0,-14.2,-0.5,0.04
671,Martin Cranie,eng ENG,DF,Huddersfield,eng Premier League,30.0,1986.0,3,180.0,60.0,5.3,2.0,2,,1.0,1,,13,1.0,0.0,7.0,-7.0,-3.5,-2.86,1.3,4.8,-3.5,-1.75,-1.37
672,Luca Crecco,it ITA,"DF,CC",Lazio,it Serie A,21.0,1995.0,0,,,,,0,,0.0,0,,10,,,,,,,,,,,
673,Michele Cremonesi,it ITA,DF,SPAL,it Serie A,29.0,1988.0,5,385.0,77.0,11.3,4.3,4,,3.0,1,,16,1.2,5.0,8.0,-3.0,-0.7,-0.2,6.0,8.9,-2.9,-0.68,-0.11
674,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,27.0,1989.0,36,3069.0,85.0,89.7,34.1,35,,30.0,1,,1,1.14,45.0,60.0,-15.0,-0.44,0.84,34.5,47.8,-13.3,-0.39,0.92
675,Lorenzo Crisetig,it ITA,CC,Bologna,it Serie A,24.0,1993.0,8,558.0,70.0,16.3,6.2,6,,4.0,2,,28,0.88,5.0,10.0,-5.0,-0.81,-0.59,5.6,11.5,-5.9,-0.95,-0.67
676,Bryan Cristante,it ITA,CC,Atalanta,it Serie A,22.0,1995.0,36,2824.0,78.0,82.6,31.4,33,,19.0,3,,2,1.56,48.0,32.0,16.0,0.51,0.21,51.2,30.4,20.7,0.66,-0.36
677,Sebastián Cristóforo,uy URU,CC,Fiorentina,it Serie A,23.0,1993.0,7,268.0,38.0,7.8,3.0,3,,1.0,4,,31,2.14,5.0,6.0,-1.0,-0.34,-0.59,4.1,3.7,0.4,0.12,-0.26
678,Enzo Crivelli,fr FRA,DL,Angers,fr Ligue 1,22.0,1995.0,15,1022.0,68.0,29.9,11.4,12,78.0,4.0,3,29.0,2,1.0,13.0,15.0,-2.0,-0.18,0.12,13.4,12.3,1.1,0.1,0.07
679,Enzo Crivelli,fr FRA,DL,Caen,fr Ligue 1,22.0,1995.0,11,725.0,66.0,21.2,8.1,9,75.0,3.0,2,24.0,0,0.91,7.0,12.0,-5.0,-0.62,0.05,9.3,10.1,-0.8,-0.1,0.05
680,Giovanni Crociata,it ITA,"CC,DL",Crotone,it Serie A,19.0,1997.0,11,290.0,26.0,8.5,3.2,2,,0.0,9,,26,0.36,2.0,3.0,-1.0,-0.31,0.41,4.8,4.9,-0.1,-0.03,0.66
681,Luca Crosta,it ITA,PO,Cagliari,it Serie A,19.0,1998.0,1,90.0,90.0,2.6,1.0,1,,1.0,0,,32,0.0,0.0,3.0,-3.0,-3.0,-2.32,0.6,2.3,-1.7,-1.7,-1.22
682,Peter Crouch,eng ENG,DL,Stoke City,eng Premier League,36.0,1981.0,31,1567.0,51.0,45.8,17.4,14,,10.0,17,,4,0.77,18.0,27.0,-9.0,-0.52,0.65,20.4,31.8,-11.4,-0.66,0.05
683,Juan Cruz,es ESP,DL,Málaga,es La Liga,17.0,2000.0,1,7.0,7.0,0.2,0.1,0,,0.0,1,7.0,0,0.0,0.0,0.0,0.0,0.0,0.98,0.1,0.5,-0.3,-4.37,-3.83
684,Juan Cuadrado,co COL,"DL,CC",Juventus,it Serie A,29.0,1988.0,21,1353.0,64.0,39.6,15.0,15,,6.0,6,,3,2.43,38.0,14.0,24.0,1.6,-0.06,23.7,12.9,10.9,0.72,-0.02
685,Iván Cuéllar,es ESP,PO,Leganés,es La Liga,33.0,1984.0,35,3150.0,90.0,92.1,35.0,35,90.0,35.0,0,,0,1.14,29.0,43.0,-14.0,-0.4,0.6,36.0,41.5,-5.6,-0.16,0.54
686,Mickaël Cuisance,fr FRA,"CC,DL",M'Gladbach,de Bundesliga,17.0,1999.0,24,1207.0,50.0,39.4,13.4,9,,5.0,15,,8,1.13,18.0,24.0,-6.0,-0.45,-0.5,21.3,20.6,0.7,0.05,0.13
687,Josh Cullen,ie IRL,CC,West Ham,eng Premier League,21.0,1996.0,2,8.0,4.0,0.2,0.1,0,,0.0,2,,12,2.0,0.0,0.0,0.0,0.0,0.53,0.1,0.3,-0.2,-2.66,-2.19
688,Giuseppe Cuomo,it ITA,DF,Crotone,it Serie A,19.0,1998.0,0,,,,,0,,0.0,0,,3,,,,,,,,,,,
689,Patrick Cutrone,it ITA,DL,Milan,it Serie A,19.0,1998.0,28,1503.0,54.0,43.9,16.7,17,,3.0,11,,10,1.71,30.0,20.0,10.0,0.6,0.41,25.2,17.4,7.7,0.46,0.15
690,Wylan Cyprien,fr FRA,CC,Nice,fr Ligue 1,22.0,1995.0,16,951.0,59.0,27.8,10.6,10,90.0,10.0,6,9.0,0,1.63,21.0,16.0,5.0,0.47,0.62,13.5,15.1,-1.5,-0.14,-0.19
691,Marco D'Alessandro,it ITA,"CC,DL",Benevento,it Serie A,26.0,1991.0,16,1043.0,65.0,30.5,11.6,12,,7.0,4,,3,0.63,10.0,20.0,-10.0,-0.86,0.69,11.7,18.9,-7.2,-0.62,0.43
