RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Mín,Mn/PJ,% min,90 s,Titular,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,onxG,onxGA,xG+/-,xG+/-90,Dentro-Fuera.1
456,Jamie Bowden,ie IRL,CC,Tottenham,eng Premier League,20.0,2001.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
457,Jarrod Bowen,eng ENG,DL,West Ham,eng Premier League,24.0,1996.0,36,2983.0,83.0,87.2,33.1,34,87.0,22,2,18.0,0,1.47,57.0,46.0,11.0,0.33,0.74,47.1,44.1,3.0,0.09,1.14
458,Dedryck Boyata,be BEL,DF,Hertha BSC,de Bundesliga,30.0,1990.0,23,1898.0,83.0,62.0,21.1,22,86.0,19,1,4.0,1,1.17,25.0,40.0,-15.0,-0.71,0.76,21.2,30.6,-9.4,-0.44,0.46
459,Lucas Boyé,ar ARG,DL,Elche,es La Liga,25.0,1996.0,24,1713.0,71.0,50.1,19.0,22,75.0,9,2,30.0,0,1.0,20.0,25.0,-5.0,-0.26,0.11,16.1,30.0,-13.9,-0.73,-0.13
460,Julien Boyer,fr FRA,DF,Clermont Foot,fr Ligue 1,23.0,1998.0,0,,,,,0,,0,0,,10,,,,,,,,,,,
461,Domagoj Bradarić,hr CRO,DF,Lille,fr Ligue 1,21.0,1999.0,15,417.0,28.0,12.2,4.6,2,90.0,2,13,18.0,16,1.4,7.0,6.0,1.0,0.22,0.25,8.1,5.2,2.9,0.62,0.38
462,Conor Bradley,nir NIR,"DF,CC",Liverpool,eng Premier League,18.0,2003.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
463,Bilal Brahimi,dz ALG,CC,Nice,fr Ligue 1,21.0,2000.0,11,378.0,34.0,11.1,4.2,2,75.0,0,9,25.0,4,1.45,9.0,6.0,3.0,0.71,0.33,7.5,7.1,0.5,0.11,-0.27
464,Bilal Brahimi,dz ALG,DL,Angers,fr Ligue 1,21.0,2000.0,9,338.0,38.0,9.9,3.8,3,78.0,1,6,17.0,1,1.11,4.0,5.0,-1.0,-0.27,0.03,4.7,5.2,-0.4,-0.12,-0.03
465,Bilal Brahimi,dz ALG,DL,Reims,fr Ligue 1,21.0,2000.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
466,Martin Braithwaite,dk DEN,DL,Barcelona,es La Liga,30.0,1991.0,4,235.0,59.0,6.9,2.6,3,75.0,1,1,11.0,15,2.5,6.0,4.0,2.0,0.77,-0.03,4.0,2.4,1.6,0.62,-0.15
467,Julian Brandt,de GER,"CC,DL",Dortmund,de Bundesliga,25.0,1996.0,31,2078.0,67.0,67.9,23.1,22,81.0,8,9,34.0,0,2.03,63.0,33.0,30.0,1.3,1.02,47.4,29.9,17.5,0.76,0.74
468,Jarrad Branthwaite,eng ENG,DF,Everton,eng Premier League,19.0,2002.0,6,388.0,65.0,11.3,4.3,4,72.0,3,2,51.0,20,0.17,6.0,14.0,-8.0,-1.86,-1.41,5.9,12.4,-6.5,-1.5,-1.27
469,Darko Brašanac,rs SRB,CC,Osasuna,es La Liga,29.0,1992.0,35,2405.0,69.0,70.3,26.7,27,83.0,13,8,20.0,1,1.23,28.0,34.0,-6.0,-0.22,0.48,24.9,31.7,-6.8,-0.25,0.0
470,Lilian Brassier,fr FRA,DF,Brest,fr Ligue 1,21.0,1999.0,31,2263.0,73.0,66.2,25.1,23,90.0,23,8,24.0,6,1.26,34.0,41.0,-7.0,-0.28,-0.2,28.8,35.1,-6.3,-0.25,0.26
471,Brau,es ESP,DF,Granada,es La Liga,19.0,2001.0,0,,,,,0,,0,0,,4,,,,,,,,,,,
472,Claudio Bravo,cl CHI,PO,Betis,es La Liga,38.0,1983.0,17,1456.0,86.0,42.6,16.2,17,86.0,16,0,,11,1.65,30.0,19.0,11.0,0.68,0.18,24.1,19.4,4.7,0.29,0.04
473,Iker Bravo,es ESP,DL,Leverkusen,de Bundesliga,16.0,2005.0,1,12.0,12.0,0.4,0.1,0,,0,1,12.0,1,1.0,1.0,0.0,1.0,7.5,6.56,0.6,0.1,0.5,4.1,3.57
474,Fabian Bredlow,de GER,PO,Stuttgart,de Bundesliga,26.0,1995.0,4,360.0,90.0,11.8,4.0,4,90.0,4,0,,26,0.5,3.0,7.0,-4.0,-1.0,-0.53,2.5,7.4,-4.8,-1.2,-1.02
475,Josip Brekalo,hr CRO,CC,Torino,it Serie A,23.0,1998.0,32,2286.0,71.0,66.8,25.4,26,81.0,12,6,32.0,2,1.34,27.0,26.0,1.0,0.04,-0.28,30.4,28.3,2.2,0.09,-0.52
476,Josip Brekalo,hr CRO,DL,Wolfsburg,de Bundesliga,23.0,1998.0,1,21.0,21.0,0.7,0.2,0,,0,1,21.0,1,3.0,2.0,0.0,2.0,8.57,8.96,0.7,0.1,0.5,2.29,2.29
477,Gleison Bremer,br BRA,DF,Torino,it Serie A,24.0,1997.0,33,2890.0,88.0,84.5,32.1,33,88.0,29,0,,1,1.33,39.0,30.0,9.0,0.28,0.96,42.8,30.4,12.4,0.39,0.82
478,Diego Bri,es ESP,DL,Elche,es La Liga,18.0,2002.0,0,,,,,0,,0,0,,4,,,,,,,,,,,
479,Jimmy Briand,fr FRA,"DL,CC",Bordeaux,fr Ligue 1,35.0,1985.0,17,226.0,13.0,6.6,2.5,1,62.0,0,16,10.0,8,0.88,6.0,2.0,4.0,1.59,2.8,6.4,5.4,1.0,0.41,1.06
480,Yan Brice Eteki,cm CMR,CC,Granada,es La Liga,23.0,1997.0,12,343.0,29.0,10.0,3.8,2,56.0,0,10,23.0,14,1.33,6.0,6.0,0.0,0.0,0.5,6.6,5.2,1.3,0.35,1.04
481,Alberto Brignoli,it ITA,PO,Empoli,it Serie A,29.0,1991.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
482,Nathan Broadhead,wls WAL,"DL,CC",Everton,eng Premier League,23.0,1998.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
483,Brian Brobbey,nl NED,"DL,CC",RB Leipzig,de Bundesliga,19.0,2002.0,9,131.0,15.0,4.3,1.5,1,42.0,0,8,11.0,5,0.78,4.0,3.0,1.0,0.69,-0.36,2.5,2.9,-0.4,-0.29,-1.06
484,Armando Broja,al ALB,DL,Southampton,eng Premier League,19.0,2001.0,32,1975.0,62.0,57.7,21.9,21,82.0,6,11,24.0,0,1.13,26.0,37.0,-11.0,-0.5,0.31,28.6,31.5,-3.0,-0.14,0.63
485,Dylan Bronn,tn TUN,DF,Metz,fr Ligue 1,26.0,1995.0,30,2545.0,85.0,74.4,28.3,28,90.0,27,2,13.0,0,0.8,28.0,55.0,-27.0,-0.95,-0.23,21.8,45.9,-24.1,-0.85,0.09
486,John Brooks,us USA,DF,Wolfsburg,de Bundesliga,28.0,1993.0,31,2615.0,84.0,85.5,29.1,29,88.0,24,2,32.0,3,1.32,38.0,44.0,-6.0,-0.21,0.8,41.0,40.6,0.4,0.01,0.0
487,Daniel Brosinski,de GER,DF,Mainz 05,de Bundesliga,33.0,1988.0,11,390.0,35.0,12.7,4.3,4,81.0,2,7,9.0,21,0.91,6.0,10.0,-4.0,-0.92,-1.23,5.2,8.0,-2.7,-0.63,-0.94
488,Josh Brownhill,eng ENG,CC,Burnley,eng Premier League,25.0,1995.0,35,2955.0,84.0,86.4,32.8,32,89.0,31,3,31.0,0,0.97,31.0,45.0,-14.0,-0.43,0.54,34.0,50.1,-16.0,-0.49,-0.22
489,Marcelo Brozović,hr CRO,CC,Inter,it Serie A,28.0,1992.0,35,2937.0,84.0,85.9,32.6,35,84.0,23,0,,0,2.34,77.0,26.0,51.0,1.56,1.38,70.4,32.8,37.5,1.15,0.22
490,Cédric Brunner,ch SUI,DF,Arminia,de Bundesliga,27.0,1994.0,27,2183.0,81.0,71.3,24.3,26,84.0,19,1,11.0,0,1.0,20.0,30.0,-10.0,-0.41,1.23,19.2,40.7,-21.5,-0.88,0.66
491,Bruno,br BRA,PO,Venezia,it Serie A,23.0,1998.0,0,,,,,0,,0,0,,13,,,,,,,,,,,
492,Lewis Brunt,eng ENG,CC,Leicester City,eng Premier League,20.0,2000.0,1,24.0,24.0,0.7,0.3,0,,0,1,24.0,4,0.0,1.0,1.0,0.0,0.0,-0.08,0.2,0.2,0.0,0.0,0.31
493,Jacob Bruun Larsen,dk DEN,"DL,CC",Hoffenheim,de Bundesliga,22.0,1998.0,25,812.0,32.0,26.5,9.0,9,66.0,1,16,14.0,2,1.04,14.0,19.0,-5.0,-0.55,-0.67,13.0,16.5,-3.6,-0.4,-0.69
494,Ante Budimir,hr CRO,DL,Osasuna,es La Liga,30.0,1991.0,28,1738.0,62.0,50.8,19.3,20,79.0,9,8,20.0,2,1.07,18.0,24.0,-6.0,-0.31,0.12,19.4,23.9,-4.5,-0.23,0.04
495,Emi Buendía,ar ARG,"CC,DL",Aston Villa,eng Premier League,24.0,1996.0,35,1899.0,54.0,55.5,21.1,22,77.0,5,13,16.0,2,1.11,30.0,32.0,-2.0,-0.09,-0.09,23.8,27.4,-3.6,-0.17,-0.09
496,Hugo Bueno,es ESP,DF,Wolves,eng Premier League,18.0,2002.0,0,,,,,0,,0,0,,4,,,,,,,,,,,
497,Osman Bukari,gh GHA,"DL,CC",Nantes,fr Ligue 1,22.0,1998.0,24,1012.0,42.0,29.6,11.2,10,67.0,0,14,25.0,9,1.25,20.0,17.0,3.0,0.27,0.12,14.6,19.4,-4.8,-0.43,-0.34
498,Aleksander Buksa,pl POL,DL,Genoa,it Serie A,18.0,2003.0,4,63.0,16.0,1.8,0.7,0,,0,4,16.0,6,0.25,1.0,2.0,-1.0,-1.43,-0.57,0.5,0.5,0.0,0.0,0.46
499,Alessandro Buongiorno,it ITA,DF,Torino,it Serie A,22.0,1999.0,23,1181.0,51.0,34.5,13.1,12,76.0,5,11,24.0,13,1.43,22.0,16.0,6.0,0.46,0.5,18.3,17.3,1.1,0.08,-0.27
500,Sascha Burchert,de GER,PO,Greuther Fürth,de Bundesliga,31.0,1989.0,14,1260.0,90.0,41.2,14.0,14,90.0,14,0,,17,0.71,11.0,28.0,-17.0,-1.21,0.64,11.9,21.5,-9.6,-0.68,0.35
501,Delano Burgzorg,nl NED,CC,Mainz 05,de Bundesliga,22.0,1998.0,3,27.0,9.0,0.9,0.3,0,,0,3,9.0,1,2.0,3.0,0.0,3.0,10.0,9.94,0.5,0.2,0.3,0.99,0.81
502,Jonathan Burkardt,de GER,"DL,CC",Mainz 05,de Bundesliga,21.0,2000.0,34,2611.0,77.0,85.3,29.0,32,80.0,9,2,34.0,0,1.35,41.0,39.0,2.0,0.07,-0.53,43.9,38.6,5.3,0.18,-0.05
503,Nishan Burkart,ch SUI,CC,Freiburg,de Bundesliga,21.0,2000.0,0,,,,,0,,0,0,,4,,,,,,,,,,,
504,Roman Bürki,ch SUI,PO,Dortmund,de Bundesliga,30.0,1990.0,1,90.0,90.0,2.9,1.0,1,90.0,1,0,,2,3.0,2.0,1.0,1.0,1.0,0.03,1.3,1.0,0.4,0.38,-0.15
505,Alessandro Burlamaqui,pe PER,CC,Valencia,es La Liga,19.0,2002.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
506,Dan Burn,eng ENG,DF,Newcastle Utd,eng Premier League,29.0,1992.0,16,1440.0,90.0,42.1,16.0,16,90.0,16,0,,1,1.94,20.0,18.0,2.0,0.12,1.03,18.4,18.7,-0.4,-0.02,0.82
507,Dan Burn,eng ENG,DF,Brighton,eng Premier League,29.0,1992.0,13,1022.0,79.0,29.9,11.4,12,83.0,10,1,21.0,2,1.31,10.0,12.0,-2.0,-0.18,-0.18,12.6,13.6,-1.0,-0.09,-0.25
508,Maxime Busi,be BEL,DF,Reims,fr Ligue 1,21.0,1999.0,18,1296.0,72.0,37.9,14.4,13,86.0,10,5,35.0,1,1.28,15.0,19.0,-4.0,-0.28,-0.4,14.9,19.5,-4.6,-0.32,-0.15
509,Gianluca Busio,us USA,CC,Venezia,it Serie A,19.0,2002.0,29,1950.0,67.0,57.0,21.7,23,78.0,10,6,26.0,5,0.72,15.0,37.0,-22.0,-1.02,-0.22,18.0,38.0,-20.0,-0.92,0.01
510,Jakob Busk,dk DEN,PO,Union Berlin,de Bundesliga,27.0,1993.0,0,,,,,0,,0,0,,5,,,,,,,,,,,
511,Oriol Busquets,es ESP,CC,Clermont Foot,fr Ligue 1,22.0,1999.0,9,201.0,22.0,5.9,2.2,2,65.0,0,7,10.0,18,0.44,0.0,6.0,-6.0,-2.69,-1.99,1.8,3.7,-1.9,-0.87,-0.7
512,Sergio Busquets,es ESP,CC,Barcelona,es La Liga,33.0,1988.0,36,3198.0,89.0,93.5,35.5,36,89.0,32,0,,0,1.86,60.0,36.0,24.0,0.68,-1.76,57.7,32.0,25.6,0.72,-0.64
513,Jack Butland,eng ENG,PO,Crystal Palace,eng Premier League,28.0,1993.0,9,765.0,85.0,22.4,8.5,8,90.0,8,1,45.0,29,1.11,12.0,13.0,-1.0,-0.12,-0.29,8.7,8.9,-0.2,-0.02,-0.22
514,Adrián Butzke,es ESP,DL,Granada,es La Liga,22.0,1999.0,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,9,3.0,1.0,0.0,1.0,90.0,90.47,0.4,0.0,0.4,38.85,39.44
515,Marcin Bułka,pl POL,PO,Nice,fr Ligue 1,21.0,1999.0,1,90.0,90.0,2.6,1.0,1,90.0,1,0,,37,0.0,0.0,1.0,-1.0,-1.0,-1.46,1.0,1.5,-0.6,-0.58,-0.95
516,Jamie Bynoe-Gittens,eng ENG,DL,Dortmund,de Bundesliga,16.0,2004.0,4,134.0,34.0,4.4,1.5,1,62.0,0,3,24.0,1,1.5,5.0,3.0,2.0,1.34,0.39,5.0,1.7,3.4,2.25,1.81
517,Sam Byram,eng ENG,DF,Norwich City,eng Premier League,27.0,1993.0,15,1027.0,68.0,30.0,11.4,11,85.0,10,4,23.0,6,0.73,7.0,27.0,-20.0,-1.75,-0.21,10.1,24.7,-14.6,-1.28,-0.21
518,Erick Cabaco,uy URU,DF,Getafe,es La Liga,26.0,1995.0,10,403.0,40.0,11.8,4.5,5,70.0,0,5,11.0,12,0.73,3.0,6.0,-3.0,-0.67,-0.52,3.2,5.4,-2.2,-0.49,-0.28
519,Willy Caballero,ar ARG,PO,Southampton,eng Premier League,39.0,1981.0,2,180.0,90.0,5.3,2.0,2,90.0,2,0,,19,0.5,2.0,5.0,-3.0,-1.5,-0.92,1.3,3.0,-1.7,-0.87,-0.5
520,Rémy Cabella,fr FRA,"CC,DL",Montpellier,fr Ligue 1,31.0,1990.0,5,313.0,63.0,9.2,3.5,3,84.0,1,2,31.0,0,0.4,4.0,8.0,-4.0,-1.15,-0.92,5.2,6.0,-0.7,-0.21,0.18
521,Jimmy Cabot,fr FRA,DF,Angers,fr Ligue 1,27.0,1994.0,24,2008.0,84.0,58.7,22.3,24,84.0,20,0,,0,1.21,29.0,27.0,2.0,0.09,0.92,27.4,26.4,1.1,0.05,0.34
522,Jovane Cabral,cv CPV,DL,Lazio,it Serie A,23.0,1998.0,3,190.0,63.0,5.6,2.1,2,62.0,0,1,67.0,12,1.0,5.0,4.0,1.0,0.47,-0.03,5.3,2.0,3.3,1.57,1.45
523,Leandro Cabrera,uy URU,DF,Espanyol,es La Liga,30.0,1991.0,37,3330.0,90.0,97.4,37.0,37,90.0,37,0,,0,1.14,39.0,49.0,-10.0,-0.27,2.73,35.3,48.8,-13.5,-0.37,0.56
524,Liberato Cacace,nz NZL,DF,Empoli,it Serie A,20.0,2000.0,10,466.0,47.0,13.6,5.2,5,77.0,2,5,17.0,5,0.9,5.0,9.0,-4.0,-0.77,-0.29,5.4,8.7,-3.3,-0.63,-0.08
525,Martín Cáceres,uy URU,DF,Cagliari,it Serie A,34.0,1987.0,14,832.0,59.0,24.3,9.2,9,76.0,6,5,29.0,0,0.64,8.0,17.0,-9.0,-0.97,-0.1,8.6,13.9,-5.4,-0.58,-0.01
526,Martín Cáceres,uy URU,DF,Levante,es La Liga,34.0,1987.0,10,663.0,66.0,19.4,7.4,9,69.0,2,1,45.0,3,1.1,6.0,13.0,-7.0,-0.95,-0.36,7.2,10.5,-3.2,-0.44,-0.55
527,Anthony Caci,fr FRA,DF,Strasbourg,fr Ligue 1,24.0,1997.0,37,2395.0,65.0,70.0,26.6,26,85.0,19,11,16.0,0,1.68,39.0,24.0,15.0,0.56,0.39,38.6,28.9,9.7,0.36,0.15
528,Mathieu Cafaro,fr FRA,"CC,DL",Reims,fr Ligue 1,24.0,1997.0,4,192.0,48.0,5.6,2.1,3,53.0,0,1,34.0,3,1.0,3.0,4.0,-1.0,-0.47,-0.47,1.5,3.7,-2.1,-1.01,-0.82
529,Yannick Cahuzac,fr FRA,CC,Lens,fr Ligue 1,36.0,1985.0,17,618.0,36.0,18.1,6.9,6,85.0,2,11,10.0,19,1.67,14.0,15.0,-1.0,-0.15,-0.63,10.2,8.6,1.5,0.22,0.03
530,Felipe Caicedo,ec ECU,DL,Genoa,it Serie A,32.0,1988.0,9,284.0,32.0,8.3,3.2,1,90.0,1,8,24.0,0,0.67,6.0,6.0,0.0,0.0,0.95,5.5,5.2,0.3,0.11,0.6
531,Felipe Caicedo,ec ECU,"DL,CC",Lazio,it Serie A,32.0,1988.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
532,Felipe Caicedo,ec ECU,"DL,DF",Inter,it Serie A,32.0,1988.0,3,23.0,8.0,0.7,0.3,0,,0,3,8.0,10,1.67,0.0,0.0,0.0,0.0,-1.38,0.2,0.9,-0.6,-2.45,-3.59
533,Moisés Caicedo,ec ECU,CC,Brighton,eng Premier League,19.0,2001.0,8,660.0,83.0,19.3,7.3,8,83.0,4,0,,11,2.13,13.0,6.0,7.0,0.95,1.25,10.1,7.2,2.9,0.4,0.39
534,Marc-Aurèle Caillard,fr FRA,PO,Metz,fr Ligue 1,27.0,1994.0,19,1542.0,81.0,45.1,17.1,17,90.0,17,2,6.0,15,0.89,16.0,30.0,-14.0,-0.82,0.14,12.9,31.1,-18.2,-1.06,-0.34
535,Jens Cajuste,se SWE,"CC,DL",Reims,fr Ligue 1,21.0,1999.0,8,364.0,46.0,10.6,4.0,4,64.0,0,4,28.0,0,0.63,4.0,8.0,-4.0,-0.99,-1.08,6.1,5.4,0.6,0.16,0.43
536,Cala,es ESP,DF,Cádiz,es La Liga,31.0,1989.0,14,947.0,68.0,27.7,10.5,10,85.0,8,4,25.0,20,0.8,9.0,23.0,-14.0,-1.33,-1.26,8.0,17.3,-9.3,-0.88,-0.9
537,Davide Calabria,it ITA,DF,Milan,it Serie A,24.0,1996.0,26,2119.0,82.0,62.0,23.5,24,87.0,17,2,20.0,1,2.42,40.0,17.0,23.0,0.98,-0.06,37.1,22.0,15.0,0.64,0.03
538,Riccardo Calafiori,it ITA,DF,Genoa,it Serie A,19.0,2002.0,3,82.0,27.0,2.4,0.9,1,45.0,0,2,19.0,8,0.67,0.0,3.0,-3.0,-3.29,-2.48,0.1,3.3,-3.2,-3.47,-3.1
539,Riccardo Calafiori,it ITA,DF,Roma,it Serie A,19.0,2002.0,6,174.0,29.0,5.1,1.9,2,72.0,0,4,8.0,12,2.5,3.0,3.0,0.0,0.0,-0.44,2.6,1.8,0.7,0.39,-0.33
540,Mattia Caldara,it ITA,DF,Venezia,it Serie A,27.0,1994.0,31,2704.0,87.0,79.1,30.0,30,90.0,30,1,4.0,5,0.81,27.0,52.0,-25.0,-0.83,0.42,27.2,56.2,-29.0,-0.97,-0.17
541,Calderón,es ESP,DF,Betis,es La Liga,21.0,2000.0,1,65.0,65.0,1.9,0.7,0,,0,1,65.0,2,1.0,1.0,0.0,1.0,1.38,0.82,0.4,0.1,0.4,0.49,0.23
542,Fernando Calero,es ESP,DF,Espanyol,es La Liga,25.0,1995.0,16,1090.0,68.0,31.9,12.1,13,81.0,8,3,12.0,15,0.88,11.0,17.0,-6.0,-0.5,-0.23,10.0,14.3,-4.3,-0.35,0.04
543,Duje Ćaleta-Car,hr CRO,DF,Marseille,fr Ligue 1,24.0,1996.0,26,2057.0,79.0,60.1,22.9,24,84.0,17,2,17.0,9,1.65,33.0,25.0,8.0,0.35,-0.77,32.3,26.3,6.0,0.26,-0.61
544,Hakan Çalhanoğlu,tr TUR,CC,Inter,it Serie A,27.0,1994.0,34,2480.0,73.0,72.5,27.6,33,75.0,7,1,5.0,2,2.12,59.0,21.0,38.0,1.38,0.04,54.2,26.6,27.5,1.0,-0.44
545,Daniel Caligiuri,it ITA,"DF,CC",Augsburg,de Bundesliga,33.0,1988.0,28,2004.0,72.0,65.5,22.3,24,80.0,8,4,20.0,4,1.21,26.0,38.0,-12.0,-0.54,-0.11,24.7,36.5,-11.8,-0.53,0.28
546,José Callejón,es ESP,DL,Fiorentina,it Serie A,34.0,1987.0,30,1298.0,43.0,38.0,14.4,16,67.0,3,14,16.0,8,1.53,21.0,24.0,-3.0,-0.21,-0.67,19.8,19.5,0.3,0.02,-0.79
547,Lucas Calodat,fr FRA,DF,Saint-Étienne,fr Ligue 1,19.0,2002.0,1,4.0,4.0,0.1,0.0,0,,0,1,4.0,0,0.0,0.0,1.0,-1.0,-22.5,-21.6,0.0,0.3,-0.2,-4.38,-3.86
548,Dominic Calvert-Lewin,eng ENG,DL,Everton,eng Premier League,24.0,1997.0,17,1283.0,75.0,37.5,14.3,15,84.0,9,2,15.0,3,1.18,23.0,31.0,-8.0,-0.56,0.07,18.9,21.6,-2.7,-0.19,0.3
549,Ibrahima Camara,es ESP,DF,Atlético Madrid,es La Liga,18.0,2003.0,0,,,,,0,,0,0,,4,,,,,,,,,,,
550,Mahdi Camara,fr FRA,"CC,DF",Saint-Étienne,fr Ligue 1,23.0,1998.0,35,3073.0,88.0,89.9,34.1,34,89.0,30,1,46.0,0,0.74,36.0,68.0,-32.0,-0.94,-0.16,33.4,51.2,-17.7,-0.52,0.05
551,Mamadou Camara,fr FRA,DL,Troyes,fr Ligue 1,20.0,2001.0,3,40.0,13.0,1.2,0.4,0,,0,3,13.0,5,1.0,1.0,1.0,0.0,0.0,0.43,0.3,0.6,-0.4,-0.82,-0.52
552,Mamadou Camara,sn SEN,CC,Lens,fr Ligue 1,18.0,2002.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
553,Víctor Camarasa,es ESP,"CC,DL",Betis,es La Liga,27.0,1994.0,7,108.0,15.0,3.2,1.2,0,,0,7,15.0,2,1.86,1.0,2.0,-1.0,-0.83,-1.46,1.0,1.9,-0.9,-0.75,-1.04
554,Eduardo Camavinga,fr FRA,CC,Real Madrid,es La Liga,18.0,2002.0,26,1236.0,48.0,36.1,13.7,13,71.0,6,13,24.0,8,2.42,33.0,13.0,20.0,1.46,0.26,27.7,19.1,8.6,0.63,-0.17
555,Eduardo Camavinga,fr FRA,CC,Rennes,fr Ligue 1,18.0,2002.0,4,143.0,36.0,4.2,1.6,1,68.0,0,3,25.0,0,1.25,2.0,4.0,-2.0,-1.26,-2.47,1.3,3.5,-2.2,-1.38,-1.99
556,Andrea Cambiaso,it ITA,DF,Genoa,it Serie A,21.0,2000.0,26,1790.0,69.0,52.3,19.9,21,78.0,13,5,28.0,3,0.62,13.0,31.0,-18.0,-0.91,-0.08,16.2,25.5,-9.3,-0.47,-0.05
557,Axel Camblan,fr FRA,DL,Brest,fr Ligue 1,17.0,2003.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
558,Sergio Camello,es ESP,DL,Atlético Madrid,es La Liga,20.0,2001.0,0,,,,,0,,0,0,,3,,,,,,,,,,,
559,José Campaña,es ESP,CC,Levante,es La Liga,28.0,1993.0,20,1422.0,71.0,41.6,15.8,16,79.0,8,4,40.0,0,0.95,21.0,28.0,-7.0,-0.44,0.37,20.6,21.6,-0.9,-0.06,-0.11
560,Chem Campbell,wls WAL,CC,Wolves,eng Premier League,18.0,2002.0,1,13.0,13.0,0.4,0.1,0,,0,1,13.0,6,0.0,0.0,0.0,0.0,0.0,0.13,0.3,0.1,0.1,0.83,1.35
561,Gaizka Campos Bahillo,es ESP,PO,Celta Vigo,es La Liga,24.0,1997.0,0,,,,,0,,0,0,,4,,,,,,,,,,,
562,Emre Can,de GER,"DF,CC",Dortmund,de Bundesliga,27.0,1994.0,24,1690.0,70.0,55.2,18.8,19,84.0,14,5,19.0,0,2.13,45.0,22.0,23.0,1.22,0.57,33.9,23.0,10.9,0.58,0.13
563,Sergio Canales,es ESP,"DL,CC",Betis,es La Liga,30.0,1991.0,34,2791.0,82.0,81.6,31.0,33,84.0,19,1,27.0,0,1.74,48.0,31.0,17.0,0.55,-0.17,38.1,33.0,5.1,0.16,-0.55
564,Matteo Cancellieri,it ITA,"CC,DF",Hellas Verona,it Serie A,19.0,2002.0,12,227.0,19.0,6.6,2.5,1,61.0,0,11,15.0,19,0.17,4.0,6.0,-2.0,-0.79,-1.02,3.7,3.9,-0.2,-0.07,-0.12
565,João Cancelo,pt POR,DF,Manchester City,eng Premier League,27.0,1994.0,36,3227.0,90.0,94.4,35.9,36,90.0,35,0,,1,2.42,88.0,25.0,63.0,1.76,-2.91,80.9,23.7,57.2,1.59,-1.6
566,Fali Candé,gw GNB,DF,Metz,fr Ligue 1,23.0,1998.0,11,973.0,88.0,28.5,10.8,11,88.0,9,0,,0,0.64,5.0,18.0,-13.0,-1.2,-0.43,6.7,17.9,-11.3,-1.04,-0.23
567,Antonio Candreva,it ITA,"CC,DL",Sampdoria,it Serie A,34.0,1987.0,36,3119.0,87.0,91.2,34.7,36,87.0,24,0,,0,1.0,44.0,56.0,-12.0,-0.35,1.15,34.2,48.2,-14.0,-0.4,1.19
568,Simone Canestrelli,it ITA,DF,Empoli,it Serie A,20.0,2000.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
569,Gianmarco Cangiano,it ITA,DL,Bologna,it Serie A,19.0,2001.0,0,,,,,0,,0,0,,14,,,,,,,,,,,
570,Lorenzo Cannavale,it ITA,DL,Salernitana,it Serie A,19.0,2002.0,0,,,,,0,,0,0,,3,,,,,,,,,,,
571,Sergi Canós,es ESP,"DF,DL",Brentford,eng Premier League,24.0,1997.0,31,2083.0,67.0,60.9,23.1,25,79.0,9,6,19.0,2,1.06,25.0,35.0,-10.0,-0.43,-0.57,25.2,29.0,-3.8,-0.16,-0.24
572,Álex Cantero,es ESP,"DL,CC",Levante,es La Liga,21.0,2000.0,25,610.0,24.0,17.8,6.8,4,68.0,0,21,16.0,11,0.68,16.0,16.0,0.0,0.0,0.8,14.0,11.5,2.5,0.36,0.44
573,Todd Cantwell,eng ENG,"DL,CC",Norwich City,eng Premier League,23.0,1998.0,8,441.0,55.0,12.9,4.9,5,74.0,2,3,24.0,4,0.38,2.0,15.0,-13.0,-2.65,-1.2,3.3,11.9,-8.5,-1.74,-0.69
574,Ander Capa,es ESP,DF,Athletic Club,es La Liga,29.0,1992.0,1,4.0,4.0,0.1,0.0,0,,0,1,4.0,29,3.0,0.0,0.0,0.0,0.0,-0.18,0.1,0.0,0.1,1.75,1.45
575,Pierrick Capelle,fr FRA,"CC,DF",Angers,fr Ligue 1,34.0,1987.0,30,1193.0,40.0,34.9,13.3,12,77.0,2,18,15.0,5,1.1,16.0,15.0,1.0,0.08,0.56,17.2,16.7,0.5,0.04,0.2
576,Leonardo Capezzi,it ITA,CC,Salernitana,it Serie A,26.0,1995.0,5,175.0,35.0,5.1,1.9,2,65.0,0,3,15.0,8,0.8,3.0,6.0,-3.0,-1.54,-0.38,1.8,3.0,-1.2,-0.6,0.16
577,Capita,ao ANG,DL,Lille,fr Ligue 1,19.0,2002.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
