RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Gls.,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,FK,TP,TPint,xG,npxG,npxG/Sh,G-xG,np:G-xG
2084,Joel Robles,es ESP,PO,Betis,es La Liga,28,1990,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2085,Marc Roca,es ESP,CC,Espanyol,es La Liga,21,1996,34.6,1,23,9,39.1,0.67,0.26,0.04,0.11,25.9,0,0,0,1.7,1.7,0.07,-0.7,-0.7
2086,Christopher Rocchia,fr FRA,DF,Marseille,fr Ligue 1,20,1998,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2087,Kenny Rocha Santos,cv CPV,CC,Saint-Étienne,fr Ligue 1,18,2000,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2088,Rubén Rochina,es ESP,CC,Levante,es La Liga,27,1991,20.0,4,46,12,26.1,2.3,0.6,0.09,0.33,26.4,4,0,0,2.4,2.4,0.05,1.6,1.6
2089,Sebastian Rode,de GER,CC,Eint Frankfurt,de Bundesliga,27,1990,10.3,0,4,2,50.0,0.39,0.2,0.0,0.0,20.2,0,0,0,0.5,0.5,0.12,-0.5,-0.5
2090,Ronny Rodelin,fr FRA,"CC,DL",Guingamp,fr Ligue 1,28,1989,8.8,0,27,7,25.9,3.08,0.8,0.0,0.0,22.1,4,0,0,1.6,1.6,0.06,-1.6,-1.6
2091,Rodri,es ESP,CC,Atlético Madrid,es La Liga,22,1996,30.4,3,27,7,25.9,0.89,0.23,0.11,0.43,17.2,0,0,0,2.7,2.7,0.1,0.3,0.3
2092,Rodrigo,es ESP,DL,Valencia,es La Liga,27,1991,28.1,8,79,30,38.0,2.81,1.07,0.1,0.27,14.9,0,0,1,13.8,13.0,0.16,-5.8,-5.0
2093,Kévin Rodrigues,pt POR,DF,Real Sociedad,es La Liga,24,1994,5.4,0,2,1,50.0,0.37,0.19,0.0,0.0,26.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2094,Alejandro Rodríguez,es ESP,CC,Empoli,it Serie A,27,1991,0.3,0,1,0,0.0,3.6,0.0,0.0,,10.1,0,0,0,0.1,0.1,0.11,-0.1,-0.1
2095,Ángel Rodríguez,es ESP,DL,Getafe,es La Liga,31,1987,20.2,8,67,21,31.3,3.32,1.04,0.12,0.38,14.8,0,0,0,8.1,8.1,0.12,-0.1,-0.1
2096,Óscar Rodríguez Arnaiz,es ESP,CC,Leganés,es La Liga,20,1998,27.8,4,61,22,36.1,2.19,0.79,0.07,0.18,24.0,11,0,0,4.0,4.0,0.06,0.0,0.0
2097,James Rodríguez,co COL,CC,Bayern Munich,de Bundesliga,27,1991,12.6,7,36,19,52.8,2.85,1.5,0.19,0.37,17.3,5,0,0,5.1,5.1,0.14,1.9,1.9
2098,Ricardo Rodríguez,ch SUI,DF,Milan,it Serie A,25,1992,33.9,0,27,6,22.2,0.8,0.18,0.0,0.0,28.3,0,0,0,0.6,0.6,0.02,-0.6,-0.6
2099,Marko Rog,hr CRO,CC,Napoli,it Serie A,23,1995,3.7,1,6,2,33.3,1.62,0.54,0.17,0.5,26.3,0,0,0,0.2,0.2,0.03,0.8,0.8
2100,Marko Rog,hr CRO,CC,Sevilla,es La Liga,23,1995,4.0,0,2,0,0.0,0.5,0.0,0.0,,28.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2101,Rogério,br BRA,"DF,CC",Sassuolo,it Serie A,20,1998,29.7,1,14,5,35.7,0.47,0.17,0.07,0.2,17.6,0,0,0,2.4,2.4,0.17,-1.4,-1.4
2102,Marcos Rojo,ar ARG,DF,Manchester Utd,eng Premier League,28,1990,2.4,0,6,3,50.0,2.55,1.27,0.0,0.0,26.3,1,0,0,0.2,0.2,0.04,-0.2,-0.2
2103,Diego Rolán,uy URU,"CC,DL",Leganés,es La Liga,25,1993,2.4,0,2,0,0.0,0.84,0.0,0.0,,19.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2104,Diego Rolán,uy URU,"CC,DL",Alavés,es La Liga,25,1993,3.3,0,8,2,25.0,2.42,0.6,0.0,0.0,11.2,0,0,0,0.9,0.9,0.12,-0.9,-0.9
2105,Rolando,pt POR,DF,Marseille,fr Ligue 1,32,1985,8.9,0,8,1,12.5,0.9,0.11,0.0,0.0,9.9,0,0,0,1.1,1.1,0.13,-1.1,-1.1
2106,Esteban Rolón,ar ARG,CC,Genoa,it Serie A,23,1995,11.6,0,8,1,12.5,0.69,0.09,0.0,0.0,15.5,0,0,0,0.8,0.8,0.1,-0.8,-0.8
2107,Filippo Romagna,it ITA,DF,Cagliari,it Serie A,21,1997,16.4,0,5,1,20.0,0.31,0.06,0.0,0.0,8.4,0,0,0,0.5,0.5,0.11,-0.5,-0.5
2108,Alessio Romagnoli,it ITA,DF,Milan,it Serie A,23,1995,31.6,2,11,4,36.4,0.35,0.13,0.18,0.5,14.6,0,0,0,0.9,0.9,0.08,1.1,1.1
2109,Alaixys Romao,tg TOG,CC,Reims,fr Ligue 1,34,1984,35.1,0,15,1,6.7,0.43,0.03,0.0,0.0,12.2,0,0,0,1.7,1.7,0.12,-1.7,-1.7
2110,Cristian Romero,ar ARG,DF,Genoa,it Serie A,20,1998,26.0,2,20,7,35.0,0.77,0.27,0.1,0.29,12.7,0,0,0,1.9,1.9,0.1,0.1,0.1
2111,Oriol Romeu,es ESP,CC,Southampton,eng Premier League,26,1991,23.7,1,10,4,40.0,0.42,0.17,0.1,0.25,21.7,0,0,0,0.9,0.9,0.1,0.1,0.1
2112,Rômulo,it ITA,"CC,DL",Genoa,it Serie A,31,1987,15.0,1,12,2,16.7,0.8,0.13,0.0,0.0,21.7,1,1,1,1.7,0.9,0.07,-0.7,-0.9
2113,Rômulo,it ITA,DF,Lazio,it Serie A,31,1987,8.6,0,4,3,75.0,0.46,0.35,0.0,0.0,14.8,0,0,0,0.4,0.4,0.09,-0.4,-0.4
2114,Cristiano Ronaldo,pt POR,DL,Juventus,it Serie A,33,1985,29.9,21,171,62,36.3,5.73,2.08,0.09,0.26,18.6,16,5,6,22.2,17.5,0.1,-1.2,-1.5
2115,Facundo Roncaglia,ar ARG,DF,Valencia,es La Liga,31,1987,6.7,0,3,0,0.0,0.45,0.0,0.0,,8.9,0,0,0,0.4,0.4,0.14,-0.4,-0.4
2116,Facundo Roncaglia,ar ARG,DF,Celta Vigo,es La Liga,31,1987,11.9,0,1,0,0.0,0.08,0.0,0.0,,15.7,0,0,0,0.0,0.0,0.03,0.0,0.0
2117,Salomón Rondón,ve VEN,DL,Newcastle Utd,eng Premier League,28,1989,28.9,11,89,27,30.3,3.08,0.93,0.12,0.41,15.8,9,0,0,10.4,10.4,0.12,0.6,0.6
2118,Valentin Rongier,fr FRA,CC,Nantes,fr Ligue 1,23,1994,35.8,4,71,15,21.1,1.98,0.42,0.04,0.2,24.0,4,1,2,6.0,4.4,0.06,-2.0,-1.4
2119,Marten de Roon,nl NED,CC,Atalanta,it Serie A,27,1991,33.1,2,27,7,25.9,0.82,0.21,0.04,0.14,24.6,0,1,1,1.8,1.0,0.04,0.2,0.0
2120,Roberto Rosales,ve VEN,DF,Espanyol,es La Liga,29,1988,19.4,3,19,5,26.3,0.98,0.26,0.16,0.6,23.0,2,0,0,1.1,1.1,0.06,1.9,1.9
2121,Danny Rose,eng ENG,DF,Tottenham,eng Premier League,28,1990,20.0,0,15,2,13.3,0.75,0.1,0.0,0.0,19.0,0,0,0,0.7,0.7,0.05,-0.7,-0.7
2122,Valentin Rosier,fr FRA,"DF,CC",Dijon,fr Ligue 1,21,1996,16.2,0,14,3,21.4,0.86,0.18,0.0,0.0,23.4,0,0,0,0.6,0.6,0.04,-0.6,-0.6
2123,Luca Rossettini,it ITA,DF,Chievo,it Serie A,33,1985,20.3,0,4,3,75.0,0.2,0.15,0.0,0.0,15.2,0,0,0,0.5,0.5,0.13,-0.5,-0.5
2124,Francesco Rossi,it ITA,PO,Atalanta,it Serie A,27,1991,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2125,Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,25,1993,27.3,3,20,10,50.0,0.73,0.37,0.15,0.3,20.8,0,0,0,1.7,1.7,0.09,1.3,1.3
2126,Nolan Roux,fr FRA,DL,Guingamp,fr Ligue 1,30,1988,17.1,2,38,9,23.7,2.23,0.53,0.05,0.22,15.9,0,0,0,4.6,4.6,0.12,-2.6,-2.6
2127,Aaron Rowe,eng ENG,DL,Huddersfield,eng Premier League,17,2000,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2128,Waldo Rubio,es ESP,CC,Valladolid,es La Liga,22,1995,5.5,1,12,7,58.3,2.2,1.28,0.08,0.14,20.1,0,0,0,1.0,1.0,0.08,0.0,0.0
2129,John Ruddy,eng ENG,PO,Wolves,eng Premier League,31,1986,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2130,Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,25,1993,31.9,1,27,6,22.2,0.85,0.19,0.04,0.17,18.5,0,0,0,2.5,2.5,0.09,-1.5,-1.5
2131,Sebastian Rudy,de GER,CC,Schalke 04,de Bundesliga,28,1990,15.1,0,5,1,20.0,0.33,0.07,0.0,0.0,17.5,0,0,0,0.3,0.2,0.04,-0.3,-0.2
2132,Stéphane Ruffier,fr FRA,PO,Saint-Étienne,fr Ligue 1,31,1986,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2133,Daniele Rugani,it ITA,DF,Juventus,it Serie A,24,1994,15.0,2,9,2,22.2,0.6,0.13,0.22,1.0,8.1,0,0,0,1.6,1.6,0.18,0.4,0.4
2134,Mário Rui,pt POR,DF,Napoli,it Serie A,27,1991,15.7,1,21,4,19.0,1.33,0.25,0.05,0.25,25.7,0,0,0,0.6,0.6,0.03,0.4,0.4
2135,Abel Ruiz,es ESP,DL,Barcelona,es La Liga,18,2000,0.2,0,1,1,100.0,4.09,4.09,0.0,0.0,13.4,0,0,0,0.4,0.4,0.36,-0.4,-0.4
2136,Fabián Ruiz Peña,es ESP,CC,Napoli,it Serie A,22,1996,22.1,5,51,14,27.5,2.3,0.63,0.1,0.36,22.0,0,0,0,3.1,3.1,0.06,1.9,1.9
2137,Víctor Ruiz,es ESP,DF,Villarreal,es La Liga,29,1989,21.9,0,8,1,12.5,0.36,0.05,0.0,0.0,10.5,0,0,0,0.5,0.5,0.07,-0.5,-0.5
2138,Gerónimo Rulli,ar ARG,PO,Real Sociedad,es La Liga,26,1992,27.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2139,Lukas Rupp,de GER,"CC,DF",Hoffenheim,de Bundesliga,27,1991,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2140,Marco Russ,de GER,DF,Eint Frankfurt,de Bundesliga,32,1985,4.2,0,1,0,0.0,0.24,0.0,0.0,,15.7,0,0,0,0.0,0.0,0.04,0.0,0.0
2141,Mathew Ryan,au AUS,PO,Brighton,eng Premier League,26,1992,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2142,Frederik Rønnow,dk DEN,PO,Eint Frankfurt,de Bundesliga,25,1992,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2143,Idriss Saadi,dz ALG,"DL,CC",Strasbourg,fr Ligue 1,26,1992,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2144,Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,25,1993,21.2,0,12,3,25.0,0.57,0.14,0.0,0.0,19.7,0,0,0,0.6,0.6,0.05,-0.6,-0.6
2145,Abdelhamid Sabiri,ma MAR,DL,Huddersfield,eng Premier League,21,1996,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2146,Marcel Sabitzer,at AUT,CC,RB Leipzig,de Bundesliga,24,1994,26.1,4,63,16,25.4,2.41,0.61,0.06,0.25,19.8,9,0,0,5.1,5.1,0.08,-1.1,-1.1
2147,Ihsan Sacko,fr FRA,DL,Nice,fr Ligue 1,21,1997,4.9,0,6,1,16.7,1.22,0.2,0.0,0.0,13.8,0,0,0,0.8,0.7,0.11,-0.8,-0.7
2148,Nuri Şahin,tr TUR,CC,Werder Bremen,de Bundesliga,29,1988,16.4,1,12,3,25.0,0.73,0.18,0.08,0.33,22.2,2,0,0,0.6,0.6,0.05,0.4,0.4
2149,Samuel Şahin-Radlinger,at AUT,PO,Hannover 96,de Bundesliga,25,1992,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2150,Wesley Saïd,fr FRA,"DL,CC",Dijon,fr Ligue 1,23,1995,25.0,4,58,25,43.1,2.32,1.0,0.07,0.16,18.9,2,0,1,5.1,4.3,0.07,-1.1,-0.3
2151,Allan Saint-Maximin,fr FRA,DL,Nice,fr Ligue 1,21,1997,32.2,6,73,16,21.9,2.27,0.5,0.07,0.31,20.5,1,1,2,7.8,6.3,0.09,-1.8,-1.3
2152,Théo Sainte-Luce,fr FRA,CC,Nîmes,fr Ligue 1,19,1998,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2153,Romain Saïss,ma MAR,"CC,DF",Wolves,eng Premier League,28,1990,12.8,2,11,5,45.5,0.86,0.39,0.18,0.4,18.5,0,0,0,1.4,1.4,0.13,0.6,0.6
2154,Samuel Sáiz,es ESP,CC,Getafe,es La Liga,27,1991,3.4,1,7,4,57.1,2.07,1.18,0.14,0.25,24.5,2,0,0,0.3,0.3,0.04,0.7,0.7
2155,Bukayo Saka,eng ENG,DL,Arsenal,eng Premier League,16,2001,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2156,Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,28,1990,26.4,1,6,3,50.0,0.23,0.11,0.17,0.33,18.1,0,0,0,0.4,0.4,0.06,0.6,0.6
2157,Diafra Sakho,sn SEN,DL,Rennes,fr Ligue 1,28,1989,1.6,0,1,0,0.0,0.62,0.0,0.0,,13.8,0,0,0,0.1,0.1,0.08,-0.1,-0.1
2158,Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,28,1990,26.8,0,4,0,0.0,0.15,0.0,0.0,,7.6,0,0,0,0.4,0.4,0.11,-0.4,-0.4
2159,Bakary Sako,ml MLI,DL,Crystal Palace,eng Premier League,30,1988,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2160,Emiliano Sala,ar ARG,DL,Nantes,fr Ligue 1,27,1990,15.2,12,34,16,47.1,2.24,1.05,0.29,0.63,16.6,0,2,2,6.5,4.9,0.14,5.5,5.1
2161,Jacopo Sala,it ITA,DF,Sampdoria,it Serie A,26,1991,16.9,0,8,2,25.0,0.47,0.12,0.0,0.0,22.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3
2162,Mohamed Salah,eg EGY,DL,Liverpool,eng Premier League,26,1992,36.1,22,134,60,44.8,3.71,1.66,0.14,0.32,16.9,3,3,3,20.2,17.9,0.13,1.8,1.1
2163,Bartosz Salamon,pl POL,DF,Frosinone,it Serie A,27,1991,19.2,0,11,2,18.2,0.57,0.1,0.0,0.0,13.1,0,0,0,0.8,0.8,0.08,-0.8,-0.8
2164,Carlos Salcedo,mx MEX,DF,Eint Frankfurt,de Bundesliga,24,1993,5.1,0,3,1,33.3,0.59,0.2,0.0,0.0,30.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
2165,William Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,2001,14.2,0,4,0,0.0,0.28,0.0,0.0,,13.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3
2166,Yannis Salibur,fr FRA,"DL,CC",Saint-Étienne,fr Ligue 1,27,1991,9.8,1,34,4,11.8,3.46,0.41,0.03,0.25,22.7,4,0,0,2.1,2.1,0.06,-1.1,-1.1
2167,Yannis Salibur,fr FRA,CC,Guingamp,fr Ligue 1,27,1991,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2168,Roland Sallai,hu HUN,CC,Freiburg,de Bundesliga,21,1997,5.9,2,14,5,35.7,2.39,0.85,0.14,0.4,19.7,0,0,0,1.5,1.5,0.1,0.5,0.5
2169,Edgar Salli,cm CMR,"DL,CC",Nürnberg,de Bundesliga,25,1992,1.3,0,1,1,100.0,0.78,0.78,0.0,0.0,17.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1
2170,Brice Samba,fr FRA,PO,Caen,fr Ligue 1,24,1994,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2171,Junior Sambia,fr FRA,"CC,DL",Montpellier,fr Ligue 1,21,1996,10.3,0,23,6,26.1,2.24,0.58,0.0,0.0,21.9,6,0,0,2.1,2.1,0.09,-2.1,-2.1
2172,Paolo Sammarco,it ITA,CC,Frosinone,it Serie A,35,1983,6.1,1,6,1,16.7,0.98,0.16,0.17,1.0,23.5,0,0,0,0.2,0.2,0.03,0.8,0.8
2173,Frédéric Sammaritano,fr FRA,"DL,CC",Dijon,fr Ligue 1,32,1986,6.0,0,10,5,50.0,1.67,0.84,0.0,0.0,17.9,0,0,0,0.6,0.6,0.06,-0.6,-0.6
2174,Mikel San José,es ESP,CC,Athletic Club,es La Liga,29,1989,19.3,0,12,3,25.0,0.62,0.16,0.0,0.0,18.3,0,0,0,1.0,1.0,0.08,-1.0,-1.0
2175,Antonio Sanabria,py PAR,DL,Genoa,it Serie A,22,1996,8.5,3,31,10,32.3,3.64,1.17,0.1,0.3,14.8,2,0,1,5.1,4.3,0.14,-2.1,-1.3
2176,Antonio Sanabria,py PAR,DL,Betis,es La Liga,22,1996,9.0,2,16,1,6.3,1.78,0.11,0.06,1.0,12.1,1,1,1,3.3,2.5,0.16,-1.3,-1.5
2177,Renato Sanches,pt POR,CC,Bayern Munich,de Bundesliga,20,1997,6.4,1,17,4,23.5,2.65,0.62,0.06,0.25,20.5,0,0,0,0.9,0.9,0.05,0.1,0.1
2178,Alexis Sánchez,cl CHI,"DL,CC",Manchester Utd,eng Premier League,29,1988,9.8,1,17,9,52.9,1.74,0.92,0.06,0.11,16.9,1,0,0,1.5,1.5,0.09,-0.5,-0.5
2179,Carlos Sánchez,co COL,CC,West Ham,eng Premier League,32,1986,2.7,0,3,0,0.0,1.1,0.0,0.0,,27.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2180,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,22,1996,21.6,1,14,3,21.4,0.65,0.14,0.07,0.33,9.7,0,0,0,1.4,1.4,0.1,-0.4,-0.4
2181,Javi Sánchez,es ESP,DF,Real Madrid,es La Liga,21,1997,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2182,Víctor Sánchez,es ESP,CC,Espanyol,es La Liga,30,1987,14.1,0,12,2,16.7,0.85,0.14,0.0,0.0,22.1,0,0,0,0.5,0.5,0.04,-0.5,-0.5
2183,Jadon Sancho,eng ENG,"DL,CC",Dortmund,de Bundesliga,18,2000,27.3,12,40,21,52.5,1.46,0.77,0.3,0.57,14.6,0,0,0,7.0,7.0,0.18,5.0,5.0
2184,Sandro,br BRA,CC,Udinese,it Serie A,29,1989,6.6,0,8,1,12.5,1.21,0.15,0.0,0.0,25.3,0,0,0,0.3,0.3,0.03,-0.3,-0.3
2185,Sandro,br BRA,CC,Genoa,it Serie A,29,1989,7.9,0,5,1,20.0,0.63,0.13,0.0,0.0,24.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2
2186,Alex Sandro,br BRA,DF,Juventus,it Serie A,27,1991,26.5,1,22,8,36.4,0.83,0.3,0.05,0.13,15.0,0,0,0,1.5,1.5,0.07,-0.5,-0.5
2187,Leroy Sané,de GER,DL,Manchester City,eng Premier League,22,1996,20.7,10,56,24,42.9,2.7,1.16,0.18,0.42,16.9,5,0,0,6.7,6.7,0.12,3.3,3.3
2188,Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,27,1990,29.0,2,19,3,15.8,0.65,0.1,0.11,0.67,15.5,0,0,0,1.6,1.6,0.09,0.4,0.4
2189,Luca Sangalli,es ESP,"CC,DL",Real Sociedad,es La Liga,23,1995,11.1,1,11,5,45.5,0.99,0.45,0.09,0.2,19.0,0,0,0,1.5,1.5,0.14,-0.5,-0.5
2190,Ibrahim Sangaré,ci CIV,CC,Toulouse,fr Ligue 1,20,1997,27.4,1,37,6,16.2,1.35,0.22,0.03,0.17,23.7,1,0,0,2.3,2.3,0.06,-1.3,-1.3
2191,Younousse Sankharé,sn SEN,CC,Bordeaux,fr Ligue 1,28,1989,16.4,1,17,3,17.6,1.04,0.18,0.06,0.33,17.3,0,0,0,2.0,2.0,0.12,-1.0,-1.0
2192,Baissama Sankoh,gn GUI,"CC,DL",Caen,fr Ligue 1,26,1992,7.2,0,4,0,0.0,0.55,0.0,0.0,,16.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3
2193,Yaya Sanogo,fr FRA,DL,Toulouse,fr Ligue 1,25,1993,13.8,3,45,17,37.8,3.26,1.23,0.04,0.12,11.6,0,1,1,7.9,7.1,0.16,-4.9,-5.1
2194,Morgan Sanson,fr FRA,CC,Marseille,fr Ligue 1,23,1994,26.7,5,36,11,30.6,1.35,0.41,0.14,0.45,22.9,0,0,0,2.3,2.3,0.06,2.7,2.7
2195,Nicola Sansone,it ITA,DL,Bologna,it Serie A,26,1991,12.7,2,30,12,40.0,2.37,0.95,0.07,0.17,19.3,1,0,0,1.7,1.7,0.06,0.3,0.3
2196,Nicola Sansone,it ITA,"DL,CC",Villarreal,es La Liga,26,1991,0.4,1,1,1,100.0,2.43,2.43,1.0,1.0,25.3,0,0,0,0.0,0.0,0.03,1.0,1.0
2197,Baptiste Santamaria,fr FRA,CC,Angers,fr Ligue 1,23,1995,36.1,1,24,5,20.8,0.67,0.14,0.04,0.2,24.5,1,0,0,1.4,1.4,0.06,-0.4,-0.4
2198,Roberto Santamaría,es ESP,PO,Huesca,es La Liga,33,1985,20.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2199,Federico Santander,py PAR,DL,Bologna,it Serie A,27,1991,22.9,8,76,27,35.5,3.31,1.18,0.11,0.3,14.8,4,0,0,8.6,8.6,0.11,-0.6,-0.6
2200,Davide Santon,it ITA,DF,Roma,it Serie A,27,1991,11.2,0,3,1,33.3,0.27,0.09,0.0,0.0,20.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2201,Michael Santos,uy URU,"DL,CC",Leganés,es La Liga,25,1993,6.2,1,18,5,27.8,2.91,0.81,0.06,0.2,12.6,0,0,0,2.1,2.1,0.12,-1.1,-1.1
2202,Samir Santos,br BRA,DF,Udinese,it Serie A,23,1994,20.0,2,9,3,33.3,0.45,0.15,0.22,0.67,13.1,0,0,0,0.9,0.9,0.1,1.1,1.1
2203,Riccardo Saponara,it ITA,CC,Sampdoria,it Serie A,26,1991,10.1,2,24,6,25.0,2.39,0.6,0.08,0.33,19.9,0,0,0,1.5,1.5,0.06,0.5,0.5
2204,Pablo Sarabia,es ESP,"CC,DL",Sevilla,es La Liga,26,1992,30.3,12,74,30,40.5,2.44,0.99,0.15,0.37,17.1,2,1,1,12.0,11.3,0.15,0.0,-0.3
2205,Marcelo Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,20,1998,7.3,0,1,0,0.0,0.14,0.0,0.0,,19.2,0,0,0,0.0,0.0,0.03,0.0,0.0
2206,Josh Sargent,us USA,DL,Werder Bremen,de Bundesliga,18,2000,2.4,2,4,2,50.0,1.7,0.85,0.5,1.0,6.5,0,0,0,1.5,1.5,0.37,0.5,0.5
2207,Bouna Sarr,sn SEN,"DF,CC",Marseille,fr Ligue 1,26,1992,24.9,1,19,2,10.5,0.76,0.08,0.05,0.5,20.8,0,0,0,1.4,1.4,0.07,-0.4,-0.4
2208,Ismaila Sarr,sn SEN,"DL,CC",Rennes,fr Ligue 1,20,1998,31.0,8,53,19,35.8,1.71,0.61,0.13,0.37,17.1,0,1,1,6.0,5.2,0.1,2.0,1.8
2209,Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,19,1999,33.3,1,9,1,11.1,0.27,0.03,0.11,1.0,21.1,3,0,0,1.0,1.0,0.11,0.0,0.0
2210,Lluís Sastre,es ESP,CC,Huesca,es La Liga,32,1986,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2211,Marco Sau,it ITA,"CC,DL",Sampdoria,it Serie A,30,1987,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2212,Marco Sau,it ITA,"DL,CC",Cagliari,it Serie A,30,1987,6.2,1,9,2,22.2,1.45,0.32,0.11,0.5,13.1,0,0,0,1.1,1.1,0.13,-0.1,-0.1
2213,Téji Savanier,fr FRA,CC,Nîmes,fr Ligue 1,26,1991,31.8,6,63,17,27.0,1.98,0.53,0.03,0.12,29.4,17,4,4,5.6,2.4,0.04,0.4,-0.4
2214,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,27,1991,15.5,0,7,0,0.0,0.45,0.0,0.0,,9.0,0,0,0,0.7,0.7,0.1,-0.7,-0.7
2215,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,26,1991,22.2,4,25,7,28.0,1.13,0.32,0.16,0.57,18.7,1,0,0,1.9,1.9,0.07,2.1,2.1
2216,Ezequiel Schelotto,it ITA,DF,Chievo,it Serie A,29,1989,1.6,0,2,1,50.0,1.26,0.63,0.0,0.0,24.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2217,Nicolás Schiappacasse,uy URU,"DL,CC",Parma,it Serie A,19,1999,0.9,0,1,0,0.0,1.11,0.0,0.0,,25.0,0,0,0,0.0,0.0,0.05,0.0,0.0
2218,Pasquale Schiattarella,it ITA,CC,SPAL,it Serie A,31,1987,20.5,0,14,4,28.6,0.68,0.2,0.0,0.0,22.4,1,0,0,0.6,0.6,0.05,-0.6,-0.6
2219,Patrik Schick,cz CZE,"DL,CC",Roma,it Serie A,22,1996,14.6,3,34,14,41.2,2.33,0.96,0.09,0.21,11.5,0,0,0,5.4,5.4,0.16,-2.4,-2.4
2220,Julian Schieber,de GER,DL,Augsburg,de Bundesliga,29,1989,2.9,1,4,1,25.0,1.4,0.35,0.25,1.0,14.9,1,0,0,0.7,0.7,0.17,0.3,0.3
2221,Christopher Schindler,de GER,DF,Huddersfield,eng Premier League,28,1990,36.2,1,13,3,23.1,0.36,0.08,0.08,0.33,11.5,0,0,0,1.1,1.1,0.09,-0.1,-0.1
2222,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,21,1997,8.6,0,2,1,50.0,0.23,0.12,0.0,0.0,8.5,0,0,0,0.2,0.2,0.09,-0.2,-0.2
2223,Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,18,1999,2.5,0,1,0,0.0,0.4,0.0,0.0,,31.6,0,0,0,0.0,0.0,0.03,0.0,0.0
2224,Jeffrey Schlupp,gh GHA,"CC,DL",Crystal Palace,eng Premier League,25,1992,18.6,4,28,8,28.6,1.51,0.43,0.14,0.5,14.8,0,0,0,3.2,3.2,0.12,0.8,0.8
